Speaker,DialogAct,Text
A,Minor,"Okay . "
A,Other,"Oh comm that's not gonna work . "
A,Other,"Oh comm alright . "
A,Other,"Okay . "
A,Other,"Okay . "
A,Minor,"Um alright . "
D,Other,"Uh comm uh comm um . "
A,Other,"I'll just put that there . "
A,Task,"Uh as you all know we're here to create a brand new fantastic remote . "
A,Task,"Uh I'm Nick Debusk comm "
A,Task,"I'm the Project Manager . "
A,Task,"Uh we'll just get started with everyone kind of letting each other know who they are and what you're doing comm what your what your role is um . "
A,Task,"Go ahead . "
D,Task,"Okay . "
D,Task,"I am Corinne Whiting "
D,Task,"and I will be the Marketing Expert "
D,Task,"and in each of the three phases I will have a different role . "
D,Task,"In the function design phase I will be talking about user requirement specification comm "
D,Task,"and this means what needs and desires are to be fulfilled comm "
D,Task,"and I'll be doing research to figure this out . "
D,Task,"In the conceptual design phase I will be dealing with trend watching "
D,Task,"and I'll be doing marketing research on the web . "
D,Task,"And then finally in the um detailed design phase I will be doing product evaluation "
D,Task,"and so I will be collecting the requirements "
D,Task,"and ranking all the requirements to see how we did . "
A,Task,"'Kay . "
C,Other,"Hiya "
C,Task,"comm I'm Ryan . "
C,Task,"Um I'm the User Interface Designer . "
C,Task,"Um likewise I've three different roles for each stage of design . "
C,Task,"Um the functional design is looking at the tex technical functions of a remote control . "
C,Task,"Um in the concept design comm the user interface comm "
C,Task,"how the user reacts with the the product . "
C,Task,"And the detailed design um sort of like the user interface design comm "
C,Task,"what they might be looking for comm uh things like fashions comm "
C,Minor,"what makes wha "
C,Task,"how we're gonna make it special . "
C,Task,"That's about it . "
B,Minor,"Right . "
B,Task,"I'm Manuel "
B,Task,"and I'm the Industrial Designer in in this project um . "
B,Task,"In the functional design phase I'm I'll be dealing mostly with the requirements comm "
B,Task,"um we'll discuss what the prog what functions the the product has to fulfil and so and so on . "
B,Task,"Um I suppose we'll work pretty much together on that one . "
B,Task,"Um um in the conceptual design um I'll be pro mostly dealing with properties and materials um of our product . "
C,Task,"Yeah . "
B,Task,"And uh the detailed design in the detailed design I'll be concerned with the look and feel of the product itself comm "
B,Task,"um so we're pretty much working together obviously on the design front here . Okay . "
A,Task,"Okay . "
A,Minor,"Um so "
A,Task,"we've got our opening comm "
A,Task,"our our agenda is the opening comm uh acquaintance which we've kinda done . Uh tool training comm project plan discussion and then closing . "
A,Task,"Uh grand total of twenty five minutes we have here . "
A,Minor,"Um so "
A,Task,"we are putting together a new remote control . "
A,Task,"Um we want it to be something original . "
A,Task,"Um of course we're a not only a electronics company but a "
A,Task,"fashion um conscious electronics company comm "
A,Task,"so we want it to be trendy um "
A,Task,"and we want it to be easy to use . "
A,Task,"Um we've got the functional design comm conceptual design and detailed design "
A,Task,"um which basically is is the three of you um . "
A,Minor,"And w uh well um "
A,Minor,"functional design um . "
A,Minor,"Um do we have um any ideas of of maybe d "
A,Task,"let's just throw out some ideas of what kind of remote control we want to have comm "
A,Task,"and then we can go into how we're gonna design it "
A,Task,"and and how we're gonna do the detailing on it . "
C,Minor,"Yeah . Well uh "
C,Minor,"s "
C,Minor,"function of remote control is just just "
C,Minor,"you know comm "
C,Task,"change channels is its main function . "
A,Minor,"So "
A,Elicit,"we want it to be um a T_V_ remote or "
A,Elicit,"I I mean do we want it to to do other things besides just be a a television remote ? "
C,Other,"Oh right . "
C,Task,"I suppose you c try make it a universal remote "
A,Minor,"'Kay . "
C,Minor,"for "
C,Task,"could work on all sort of electrical "
C,Task,"products in in one person's house . "
D,Minor,"Mm . "
C,Task,"But comm you know comm they all sorta have the same role changing channels comm volumes and then programming . "
A,Minor,"Mm-hmm . 'Kay . "
C,Task,"I think they all work on the same prin principle as well "
B,Minor,"Mm . "
C,Minor,"sorta like "
C,Task,"I don't actually know . "
C,Elicit,"But is it just infra-red ? "
C,Elicit,"Is that standard ? "
A,Task,"I I think yeah comm yeah comm r universal remote . "
C,Minor,"Ye yeah . "
A,Task,"Um this is my first uh go-round with creating a remote control comm "
D,Minor,"Huh . "
A,Minor,"so "
D,Task,"Ours too . "
A,Other,"I think we're all in the same boat here . "
A,Minor,"Um "
C,Task,"Um one thing I thought of with the remote control is you always lose 'em . "
A,Minor,"Okay . "
D,Minor,"Mm . "
C,Task,"So if there's a g a way of finding it quite easily comm I thought that'd be quite good quite a good feature . "
D,Minor,"Ch "
A,Task,"So we should we should set our remote control up to where it has a uh "
D,Task,"Like a tracking device ? "
A,Task,"like a tracking device "
C,Task,"Oh you can get those key "
A,Minor,"or or like a a "
C,Minor,"well "
C,Task,"you could whistle "
C,Task,"or make a noise "
A,Task,"It makes a noise comm "
C,Task,"and it'd beep . "
A,Task,"there's a button on the T_V_ that you press "
B,Minor,"Mm comm mm . "
D,Minor,"Mm . "
C,Task,"Yeah . "
A,Minor,"and "
B,Other,"Right . "
A,Task,"'Kay . "
D,Task,"Be good . "
B,Minor,"So "
C,Task,"Generally comm all remotes are sort of quite similar in their appearance . "
A,Task,"Yeah . "
C,Task,"Just long . "
A,Minor,"Do we want "
A,Task,"so they're kinda like long and rectangular . "
C,Task,"Yeah . "
A,Elicit,"Do we want something crazy ? "
C,Task,"Black usually . "
A,Minor,"You know comm "
C,Task,"Yeah . "
A,Elicit,"we want something new that's gonna stand out . "
D,Task,"Lot more modern . "
C,Task,"I think so . "
A,Minor,"A m a modern so our remote should be "
C,Task,"Maybe sorta spherical or something . A ball . "
D,Task,"Maybe like user-friendly comm "
D,Minor,"like a little "
C,Task,"Yeah . "
D,Minor,"you know comm "
D,Task,"where you can use both hands comm like a little keyboard type thing . "
C,Minor,"People "
B,Minor,"Mm . "
C,Task,"I thought maybe comm because people always tend to throw a remote control about the place to one another "
C,Task,"if it was in a ball comm "
C,Task,"and maybe the actual controls are inside or something . "
A,Other,"'Kay . "
D,Minor,"Mm . "
A,Minor,"Um . "
B,Minor,"Well "
B,Task,"there are of course certain restrictions comm "
B,Task,"you can't have it be any form and fulfil all functions at the same time comm "
C,Minor,"Yeah . "
B,Task,"so there are always the some restrictions "
B,Task,"we have to apply here . "
B,Elicit,"Um however um one question is how stable is that thing supposed to be comm "
B,Task,"that refers to the material comm pretty much um . "
D,Minor,"Mm . "
B,Elicit,"What are we gonna build that thing out of ? "
B,Elicit,"How sturdy is it gonna be ? "
B,Elicit,"Do we want it to last longer "
B,Elicit,"or rather have people "
B,Elicit,"whatever comm have to buy one every half a year ? "
A,Minor,"Okay so yeah comm "
A,Task,"so we want it to be sturdy comm "
C,Minor,"Yeah . "
A,Task,"we want it to to hold up to somebody's child comm you know comm throwing it across the room "
A,Task,"or comm as you said comm "
A,Task,"people kinda throw it comm "
A,Task,"so ball-shaped comm uh you know comm if it were ball-shaped maybe comm "
C,Minor,"Yeah . "
C,Task,"It could be cased on the outside "
A,Minor,"then it "
C,Task,"and t everything could be inside . "
A,Other,"'Kay . "
A,Minor,"Um so "
A,Task,"we want it to be modern comm fun comm sturdy comm "
A,Minor,"um "
A,Task,"So our form and our function . "
A,Task,"Um we want it to be um easy to find . "
A,Minor,"Um "
A,Task,"What else it what else do we want it to to do ? "
A,Task,"So we want it to be universal . "
A,Task,"It's something that we're supposed to sell for about twenty five Euros "
A,Minor,"um and you know comm "
A,Task,"goals for profits are I think somewhere around uh fifty million Euros comm what they wanna make on it comm so . "
D,Minor,"Mm . "
D,Task,"Also since we're partners of the International Remote Control Association comm "
D,Task,"maybe we wanna make it something that would globally appeal . "
A,Task,"'Kay . "
D,Task,"That's more on the research end comm but the marketing . "
A,Minor,"So marketing comm "
A,Minor,"you know comm "
A,Minor,"how maybe uh "
