Speaker,DialogAct,Text
A,Task,"Okay comm welcome to the detailed design meeting . "
A,Other,"Again comm I'm gonna take minutes . "
A,Task,"Oh comm we're gonna have a prototype presentation first . "
A,Elicit,"Uh comm who's gonna give the prototype presentation ? "
A,Elicit,"You two guys ? "
C,Task,"Yes . "
A,Task,"Okay . Go ahead . "
D,Minor,". "
B,Minor,". "
B,Minor,"coffee . "
C,Task,"'Kay comm we've made a prototype . "
C,Minor,"Um comm "
C,Task,"we've got uh uh our aspects from the last meeting . "
C,Minor,"Uh comm "
C,Task,"especially we looked at the form comm material and the colour . "
C,Minor,"Um comm "
C,Task,"we've uh drawn here the p prototype . "
C,Task,"The logo is uh is uh is pretty uh obvious to see on the on the remote control comm "
C,Task,"but "
C,Task,"it is necessary when you want to build your uh company f to a level higher . "
C,Minor,"Um comm "
C,Task,"our interface elements comm there are shown in the in the drawing . "
C,Task,"Maybe you can uh point them uh The functions . "
B,Task,"Uh comm well the uh all the functions are discussed uh "
B,Task,"I think the most of the functions are uh uh obvious . "
B,Minor,"Uh comm it's a little bit . "
B,Task,"Uh comm power button . "
B,Task,"Uh then the the the nine uh channels . "
B,Task,"Uh the volume uh uh at the side comm and the other side is the programmes . "
B,Task,"And then we had uh just uh two buttons comm we place them in the middle comm uh the menu comm and for the teletext "
A,Task,"Oh no comm the the the mute button misses now . "
B,Minor,"I thought that was th "
D,Minor,"Alright comm I "
B,Task,"Oh comm the mute button . "
A,Minor,"Do y do you "
D,Minor,"Yeah . "
A,Elicit,"did we want to have a m mute button ? "
C,Minor,"But uh that "
C,Task,"It's uh here then comm in the middle . "
B,Task,"Yeah . "
D,Task,"Alright comm and uh you gotta point out which is the volume um uh button and which is the programme button . "
A,Minor,"Huh . "
C,Task,"Yes comm um "
C,Minor,"we've disc "
B,Minor,"Well comm yeah mo uh mo "
B,Task,"Yeah comm well most of them are right-handed . "
D,Task,"Yeah comm but you you gotta make it clear on the on "
C,Task,"Most of the users "
C,Task,"Yes comm y there there will be a p a little a little P_ on that and a little uh yeah . "
B,Task,"Yeah well comm I don't have time in uh anymore on the "
D,Task,"Yeah comm and a and a triangle on that . "
B,Task,"Oh yeah comm just progr programme above comm I think . "
D,Task,"Yes . "
D,Task,"Next to that I kinda miss a zero actually . "
A,Other,"Wait comm there's was one thing I wanted to ask . "
A,Task,"Uh comm there are different ways for remote controls to uh do uh like "
A,Task,"uh d I call it teens and twenties . "
A,Task,"Uh comm y th th th the two numbers . "
C,Minor,"Yes . "
D,Task,"All n no comm that's um kinda dependent on the television . "
B,Task,"Yeah comm true comm yeah . "
C,Task,"It's a television . "
C,Task,"Yes . "
A,Task,"Yeah comm "
B,Minor,"Uh "
A,Elicit,"but do we have do we need extra buttons comm "
A,Minor,"for example some uh some have to "
D,Minor,"I think "
B,Task,"Uh I think so . "
C,Task,"Yes comm yes comm you have you have a lot of standard buttons that has to be uh on it comm "
C,Task,"uh th with the one and a double uh uh "
D,Task,"Yeah comm "
D,Task,"I think you should add "
B,Task,"Zero ? "
D,Task,"A cross comm or whatever . Yeah comm line . "
B,Task,"May maybe here ? "
A,Task,"Yeah comm but you don't you don't actually need them comm "
C,Task,"yes . "
A,Task,"becau b l a lot of remote controls work that y when y that you when you fir you push the one first comm then you have a couple of seconds "
B,Minor,"Yeah . "
B,Task,"And then a second . "
D,Task,"No comm that's dependent on the television . "
A,Task,"No comm I don't think so . "
C,Task,"Yes comm you have televisions comm then you have to comm you know comm you have to uh press "
D,Task,"I do know so . "
B,Elicit,"Is it depending on television ? "
A,Task,"Nah comm I don't think so really comm "
D,Task,"Yeah . "
A,Minor,"because you have a "
A,Task,"I know some remote controls that don't have these buttons comm but you still can comm know comm obviously you can still select the twenty uh a number in the twenty or in the ten . "
C,Minor,"Yes comm but but a lot uh "
D,Task,"Yes comm but uh uh no uh remote control nowadays are um they come with the television . "
D,Task,"Or actually comm the other way around . "
D,Minor,"But "
A,Task,"No comm I think uh I really think it's n "
A,Minor,"because you can "
A,Task,"when when you put a button on it with like one and uh then a dash comm it's the same thing as when you just push the one comm "
D,Minor,"Yeah . "
A,Task,"because it i it first gives you the functionality of that that uh separate button you also had to uh apply . "
C,Minor,"Yes comm but "
D,Minor,"Yeah comm well but su If "
C,Task,"some televisions don't accept uh that that "
A,Task,"Yeah comm because that's i it's for television . It's exact the same thing . "
C,Task,"No comm no comm "
C,Minor,"but s "
D,Task,"No no no . So some television respond differently . "
D,Minor,"Look comm if uh i i "
A,Task,"No comm "
A,Other,"listen listen . "
A,Task,"When you push the button comm the remote control gives a signal . "
A,Task,"I in th in the first place it gives a signal which it would also send when you put a separate button on it . "
D,Minor,"Yes . "
D,Task,"Yes comm that's true . "
A,Task,"The one with dash comm "
A,Minor,"that signal gi "
A,Task,"and when y whe when you don't push another button on the remote control within five seconds comm then the remote control gives a signal for channel one . "
B,Minor,"Yeah . "
B,Minor,"True . "
D,Task,"No "
A,Task,"I think it works that way comm really . "
D,Task,"No comm "
D,Task,"it it it works uh if you haven't got uh a special button for it comm uh if you push a one comm then on your television there will appear a one and a a line comm which is an empty space . "
A,Task,"Yeah comm but it's exact the same that w would appear when you put a separate button push a separate button . "
C,Task,"Yes comm but some some old televisions uh you have to uh click on uh a special button comm uh then you go to a a next level comm you can push two buttons . "
A,Task,"Yeah comm but you don't underst uh you don't understand my point . "
D,Task,"Yep . True . "
A,Task,"I think it's exact the same thing when y "
C,Minor,"You want "
C,Task,"Yes comm but some television don't support it . "
A,Task,"No comm but then they would a would also support that button comm because it's the same thing . "
B,Minor,"But the ex "
A,Other,"Listen comm "
A,Minor,"with that that's "
A,Task,"that special but button you're talking about comm eh ? "
A,Task,"That's just a signal to recei ju they send a t signal to the v tv T_V_ that they have to put a one in on your screen and a dash comm which you can pu so you can uh still put another number on it . "
A,Task,"When you don't have that separate button comm and you push y one comm it's exactly the same thing . "
A,Minor,"Do y you "
