Speaker,DialogAct,Text
D,Other,"That went well comm "
D,Other,"thank you . "
A,Task,"That's great . "
D,Task,"Perfect . "
B,Task,"'Kay . "
A,Minor,"Alright comm "
A,Other,"let me just PowerPoint this up . "
A,Minor,"Right so um "
A,Task,"this meeting will be about the conceptual design comm "
A,Task,"don't ask me s precisely what conceptual design is comm "
A,Task,"it's just something important that we need to do . "
A,Task,"Um comm think of it 's kind of uh turning the abstract into slightly more concrete . "
A,Task,"In this meeting ideally we'll come to some final decisions on what we're gonna do for the prototype . "
A,Minor,"Um . Right so um comm "
A,Other,"apologies for the last meeting comm "
A,Task,"it was brought to my attention that I did not make the roles clear enough comm "
A,Other,"um comm so I will attempt to do so more accurately in this particular meeting . "
A,Task,"Um comm fair enough comm "
A,Other,"thanks for the input comm "
A,Task,"'s always good . Um . "
A,Minor,"So comm "
A,Task,"basically all we're gonna do is have some presentations again much like last time comm "
A,Task,"um comm and gonna go through you comm "
A,Elicit,"uh whoever wants to go first is f fine by me "
A,Task,"um and we'll collate what we know about um what we discussed in the last meeting comm possible directions . "
A,Task,"And then we'll make some more decisions on um basic "
A,Task,"uh firm up our idea on how we want this remote control to look and work . "
A,Minor,"So comm "
A,Task,"perfect . "
A,Minor,"So comm "
A,Elicit,"without th further ado comm whoever wants to go first is free to . "
B,Other,"I'll go first . "
D,Task,"Go ahead . "
A,Task,"Alright Nathan comm "
A,Task,"take it away . "
A,Elicit,"It is Nathan right ? "
A,Elicit,"I'm not calling you the wrong name over and over again ? "
B,Task,"No "
B,Task,"Nathan's fine . "
A,Task,"Good . "
B,Task,"It's either Nathan or participant two . "
C,Other,"Mister participant two that is . "
B,Minor,"Uh . "
D,Task,"Nice . "
B,Minor,"Okay . Um comm "
A,Task,"Nice . "
B,Task,"basically what I'm gonna have to talk to you about today is um component design "
B,Task,"and it's been brought to my attention that we may be somewhat limited as to what we can do "
B,Task,"because of what our manufacturer offers comm "
B,Minor,"so "
A,Minor,"Mm . "
B,Task,"Basically what I'm gonna be doing is talking to you about that . "
B,Task,"Um comm components of a remote control comm okay . We've already kind of gone over this "
B,Task,"but we're gonna have to get into more detail "
B,Task,"and probably have to reach some conclusions some time soon . "
B,Task,"Energy source comm um comm our manufacturer offers a variety of energy sources comm your standard battery comm solar cells . "
B,Task,"Our manufacturer didn't say anything about lithium "
B,Minor,"so we might have to look "
B,Task,"if we do go that route comm we might have to look elsewhere . "
B,Task,"Um comm and also there's a kinetic energy possibility . "
B,Task,"Basically comm it's like a um the idea of moving the remote would create enough energy to keep it running . "
B,Task,"So that's one possibility "
B,Task,"but I don't know whether that would be powerful enough to illuminate a touch screen . "
A,Minor,"Hmm . "
D,Minor,"Mm . "
B,Task,"So we'll have to look into that . "
B,Task,"Um comm the case comm we have a few options comm plastic comm rubber or wood . "
B,Task,"Um and then as far as the way it's shaped comm we can do standard boring flat comm "
B,Task,"which we probably don't wanna do comm "
B,Task,"curved or very sexy double curved . "
A,Elicit,"What kind of th thickness are we looking at ? "
B,Task,"Um comm I imagine that we could specify . "
B,Task,"Um comm I don't see any reason to go outside of the convention of three or four millimetres . Yeah . "
A,Other,"Okay comm "
A,Task,"brilliant . "
B,Task,"Um comm the buttons comm there are multiple scroll buttons available from our manufacturer comm "
B,Task,"but to use those we'd have to use more chips comm "
B,Task,"um and that would cost us more . "
B,Task,"And if we do go with the rubber doubled curved case um we'll have to use rubber push buttons "
B,Task,"because the other buttons aren't compatible with that . "
A,Minor,"Hmm . "
D,Minor,"Right . "
B,Task,"Um and just a little note there comm "
B,Task,"touch screen equals many chips "
B,Task,"which equals many Euro . "
D,Other,"Right . "
D,Task,"Nice . "
B,Task,"Um comm one thing that I noticed was that most remotes operate on a infrare on the infrared part of the spectrum . "
B,Task,"So you notice when you push a button on a remote you can't see anything coming out of it "
B,Task,"but in fact there is light coming out of the remote "
B,Task,"and you know the television can detect that . "
B,Minor,"And if you were to record "
B,Task,"if you were to make a video recording you could actually see the light . "
B,Task,"Uh one thing that I thought might be interesting "
B,Task,"was to use part use visible light coming out of the remote comm just kind of as a fun gimmick . "
A,Minor,"Hmm . "
B,Task,"So you could actually see something coming out of the remote when you pushed it . "
D,Task,"Interesting . "
B,Task,"Course it'd have to be a part of the spectrum that wouldn't damage the human eye or anything like that . "
D,Task,"Mm . Good call . "
A,Minor,"M Maybe "
A,Task,"is there an option that we can have that off or on "
A,Task,"so a person can select like "
D,Task,"Choose it . "
B,Minor,"Yeah . "
B,Task,"I am sure that we could do that . "
B,Minor,"Um comm of course "
A,Task,"Yeah I like the idea comm "
A,Task,"it's a good idea . "
B,Task,"Yeah comm "
B,Task,"just as a fun gimmick . "
A,Minor,"Yeah . "
B,Task,"Just to set us apart a little bit . "
B,Task,"Um comm and then on to the circuit board that we're gonna use comm also known as the chip . "
B,Task,"Uh comm we really don't have any way around the T_A_ one one eight three five . "
B,Task,"Um findings comm "
B,Minor,"okay comm "
B,Task,"we're very limited by what our current manufacturers can offer comm "
B,Elicit,"um and my question to all of you is comm should we look to other manufacturies "
B,Elicit,"or should we just make do with what we have available ? "
C,Task,"Interesting question . "
B,Task,"'S a bit of a challenge question . "
A,Minor,"Mm . "
D,Minor,"Well "
C,Task,"Yes . "
D,Task,"I'd say shop around "
D,Elicit,"but with our time constraints comm is that really a feasible option ? "
A,Minor,"Mm . "
B,Task,"Right comm that's my concern too . "
B,Task,"Um comm if we do go the lithium battery route then we'll have to go outside our current manufacturer . "
B,Minor,"My personal preference is "
B,Other,"I'll just throw my cards on the table comm "
B,Task,"uh I think we should probably go the solar battery route comm "
B,Task,"just to kinda keep with the environmentally friendly theme that we have going on . "
B,Task,"Uh comm I like the idea of the visible light signalling comm "
B,Task,"that's something to set us apart "
B,Task,"and uh I was thinking about I was thinking of ways that we could produce the remote in a variety of different case materials to suit different tastes . "
B,Task,"So we're not so confined by one style "
B,Minor,"and say some you know comm say our the one "
D,Minor,"Right . "
B,Task,"if we just go with one and it doesn't go over well then we're in a bad situation . "
A,Minor,"Mm . "
D,Minor,"Right . "
A,Elicit,"Can we do marketing piloting too ? "
A,Task,"Try to see what kind before we launch can we see how they're received ? "
D,Task,"Um It's an option comm "
D,Task,"uh but actually there's I've got some research already on like what we're looking at and trends in casing right now "
A,Minor,"Okay . Okay . "
