Speaker,DialogAct,Text
B,Task,". Leave it here . "
B,Task,"That's the same as uh on the top of it uh with the the round uh button . "
C,Task,"Like this one . "
B,Minor,"But uh we don't uh we don't uh "
B,Task,"we do think it's um well what if with ease of use comm w which prefers the which the the customer of the user prefers . "
C,Task,"It's important . "
C,Task,"Uh I think th this is device which which has a learning curve . "
C,Task,"Um novice users u use this device as uh normal users use uh a c a remote control . "
C,Task,"And after a while they start to develop uh some skills in the the voice recognition functions comm "
C,Task,"and then they will not use this dial as often . "
C,Task,"But other users who are new to this device need something like that . "
A,Minor,"Okay . "
C,Task,"They n they need to understand what uh how to change channels and uh change the volume comm "
C,Task,"so it's easier for them "
A,Elicit,"Could could I see the scroll bar as uh as as a sort of shortcut ? "
C,Task,"Yeah comm maybe so . Yes comm "
A,Elicit,"A a and the voice recognition as well comm "
C,Minor,"it's "
A,Minor,"th maybe you could uh could uh "
C,Minor,"Well comm "
C,Task,"it's it's it's another approach comm "
C,Minor,"it's more that our um . "
C,Task,"There are there are many ways of doing uh things uh on such a device . "
A,Minor,"Yeah . "
C,Task,"It's it's quite easy . "
A,Minor,"Okay . Okay comm "
A,Other,"good . "
A,Elicit,"And and the case is is rubber ? "
C,Task,"Yes comm rubber ? "
A,Elicit,"And the buttons ? "
B,Task,"Plastic or rubber . "
C,Task,"There are plastic or rubber . "
B,Minor,"Well comm "
B,Other,"yeah . "
A,Minor,"Okay comm "
A,Elicit,"and uh the colouring ? "
C,Task,"Uh yellow with uh "
A,Elicit,"with with grey or black . "
C,Task,"grey or black or something like that . Whatever cost uh cost uh the least . "
A,Task,"Okay comm "
A,Task,"we'll we'll come to that later . Um "
A,Minor,"okay . "
A,Elicit,"Anything else to add "
A,Minor,"or "
C,Task,"No . "
C,Task,"Uh maybe we should uh think about these buttons . "
A,Task,"Yeah . "
D,Minor,"Well comm "
D,Task,"you could use two of them to programme the um channels on the two channel button comm "
C,Minor,"But "
D,Task,"'cause you have to assign two channel new channels . "
C,Minor,"Yes comm "
C,Minor,"but it "
C,Task,"but these are tasks that are only executed once comm I think . "
A,Minor,"M uh "
C,Elicit,"Or not ? "
A,Elicit,"yeah . "
A,Task,"M m but maybe you do want a programme button to uh for example activate the voice recognition comm or train the voice voice recognition . "
D,Minor,"You "
C,Minor,"Well "
C,Task,"okay . Okay comm yeah comm that's right . Or something li like that . "
B,Task,"And a button for disabling the voice recognition . "
A,Task,"Yeah "
A,Task,"al although by pressing the button for I n don't know two comm three seconds comm you could also say it you'd disable it with a little beep and and "
C,Task,"Yes . "
B,Task,"Yeah . "
A,Minor,"but o okay comm "
A,Task,"that that's not really really important . "
B,Task,"That's the basic idea comm yeah . Of our prototype . "
A,Minor,"The basic "
A,Task,"okay . "
A,Minor,"Okay . Um "
A,Elicit,"you thought of some evaluation crit criteria ? "
D,Task,"Yes . "
A,Task,"Okay . "
D,Other,"Uh my name is not name "
D,Minor,"but "
A,Other,"You are nameless . "
D,Minor,"Uh well comm "
D,Task,"I used the the uh documents . "
D,Task,"And these uh were the most important criteria . "
D,Minor,"It should be . "
D,Minor,"yeah comm "
C,Other,"Is it spongy ? "
D,Task,"that's uh how the fashion guys uh state it . "
D,Elicit,"Fancy look and feel . "
D,Minor,"So "
B,Minor,"So "
B,Elicit,"just walk through it step by step . "
B,Elicit,"I mean comm is it fancy comm "
B,Minor,"everything I believe uh "
D,Minor,"Uh well "
B,Task,"I believe it's fancy . "
D,Minor,"appar "
C,Task,"I believe it's fancy too . "
D,Minor,"Yeah comm "
D,Task,"but apparently uh we shouldn't evaluate yet . "
A,Task,"No . "
B,Other,"Oh comm "
D,Minor,"So "
B,Other,"sorry . "
C,Task,"Okay . "
A,Minor,"Okay comm so "
A,Minor,"this "
A,Elicit,"these are the cr uh the criteria . "
D,Task,"Yeah comm "
D,Task,"I think these are the most important criteria . "
A,Minor,"Okay comm well "
D,Minor,"So uh "
D,Task,"that's about it . "
A,Other,"the then we'll switch to my presentation . Um "
A,Task,"The production costs . "
A,Minor,"The costs are not under Can I Um this is the "
B,Task,"Twenty two . "
A,Task,"Yeah comm "
A,Task,"it's it's w way above um uh above the the the twelve Euro fifty . "
B,Task,"Yikes . "
A,Task,"And what makes it very expensive is uh for example the solar cell . "
C,Minor,"Well "
C,Task,"it's very expensive . "
A,Task,"So I guess we should skip that comm "
A,Task,"because it's not that important . "
C,Task,"Okay . "
B,Minor,"Why does the price and and the s "
B,Other,"oh comm "
B,Minor,"one uh exa "
A,Minor,"Yeah comm "
A,Task,"the the price comm the the number of items and the the sum . "
B,Other,"yeah . "
B,Minor,"The number of uh "
B,Other,"yeah . "
C,Minor,"Okay . "
A,Minor,"Um well comm "
A,Task,"this is what I would call our luxury model . "
A,Minor,"Um "
B,Minor,"And and does it "
A,Minor,"if you would "
A,Task,"if you look at the uh w w w what we could do to make it more um to make it just between the twelve Euro fifty comm "
A,Task,"um then I did the following changes . "
A,Task,"Twelve Euro forty cents I came up with by leaving out the solar cells comm "
C,Minor,"Mm-hmm . "
A,Task,"um by not using the voice recognition feature comm "
C,Minor,"Mm-hmm . "
A,Task,"because it's uh it's a four Euro uh addition to the price . "
A,Minor,"Um Yeah comm "
A,Minor,"I believe "
A,Minor,"Uh comm push-button comm "
A,Minor,"well "
A,Minor,"It makes it the thirteen "
A,Minor,"yeah . "
A,Task,"Push-buttons are buttons are are not the most expensive comm "
A,Task,"but do add extra cost . "
C,Minor,"Hmm . "
A,Minor,"So um yeah comm "
A,Task,"th this design is not um within our price model . "
C,Minor,"Okay . "
A,Minor,"Um "
C,Task,"But I'm afraid it's not complete . "
C,Task,"Because we use spec uh specic uh special materials comm the last item . "
C,Task,"And you have not added one item there . "
A,Task,"Yeah . "
C,Task,"So it's c way too expensive . "
A,Task,"It's still too expensive comm yeah . Um "
B,Task,"But that's that's only for the buttons . "
B,Task,"So the button we can use plastic . "
A,Task,"I I guess if we leave the if we leave this one out comm um "
A,Other,"oh . "
A,Task,"And uh maybe not use the special form . "
B,Minor,"And the pla uh "
B,Elicit,"And a plastic b just plastic buttons comm a plas uh instead of rubber . "
C,Minor,"But it "
A,Task,"It becomes a very dull remote control comm I know . "
C,Task,"Yes . "
A,Task,"But it's the board decision . "
A,Minor,"Um And um "
A,Task,"yeah . "
C,Minor,"Well comm b basically "
C,Minor,"it "
C,Task,"when when this is our only option comm we should even consider changing the casing comm "
C,Task,"because I think there's very little added value in uh an enhanced case with these dull functions . "
A,Minor,"Yeah . "
A,Task,"Yeah comm I know . "
C,Minor,"So "
A,Task,"Maybe we should look at an uh focus on another uh "
C,Task,"Type of m maybe another market segment . "
A,Task,"Yeah comm "
A,Minor,"m "
A,Task,"uh maybe not not all that fancy comm but just way way more easy uh uh um basic "
C,Minor,"Yeah . "
C,Task,"Yes . "
A,Task,"and uh m maximise the profits "
A,Minor,"and um "
C,Task,"That's maybe that's better . "
A,Task,"Yeah . "
C,Task,"Maybe we could uh we should go for straight and simple comm "
A,Task,"Yeah . "
C,Task,"but that's not what uh has been asked . "
A,Task,"I know comm I know . "
C,Minor,"So "
C,Minor,"we should kick the board's "
