Speaker,DialogAct,Text
A,Task,"Here we go . "
A,Other,"Welcome everybody . "
A,Task,"Um comm I'm Abigail Claflin . "
A,Task,"You can call me Abbie . "
A,Other,"'S see . PowerPoint comm that's not it . "
A,Other,"There we go . "
A,Task,"So this is our kick off meeting . Um "
A,Task,"and I guess we should all get acquainted . "
A,Task,"Let's shall we all introduce ourselves ? "
D,Task,"Hi I'm Chiara comm I'm the um Marketing Expert . "
D,Elicit,"Um comm would you like me to talk about my aims at the moment comm or would you like me to just say my name and then we can talk about business later ? "
A,Task,"I think we'll get around to that comm yeah . "
D,Task,"We'll get round to that later . "
A,Task,"So this is just introductions yeah . "
D,Task,"My name is Chiara and I'm the Marketing Expert . "
A,Task,"Okay . "
A,Task,"I forgot to s say I'm the Project Manager but I figured you all knew that already comm "
A,Minor,"um so . "
C,Task,"I'm Stephanie and I am the User Interface Designer . "
B,Task,"I'm Krista and I'm the Industrial Designer . "
A,Task,"Okay . "
A,Task,"Um so f here's our agenda for today . "
A,Task,"Um we're gonna do some tool training comm project plan and discuss then close . "
A,Minor,"Um so . "
A,Task,"So our aim is to produce a remote control that is original comm trendy and user friendly . "
A,Task,"And to do this comm we have to um there's certain things we have to consider about functional aspects and conceptual design of the thing . "
A,Minor,"So . "
A,Task,"We'll get to that . "
A,Other,"Oh there it is . "
A,Task,"Right . Functional design comm conceptual design and detailed design . "
A,Task,"So throughout our next couple of meetings we'll we'll be covering these things . "
A,Task,"Um so we're gonna try out our white board . "
A,Task,"If we'll all draw our favourite animal comm to sum up the characteristics of that animal . "
C,Elicit,"So you want us to draw it and then talk about it ? Or just draw it ? "
A,Minor,"Okay . "
D,Task,"I think both . "
A,Task,"Yeah . Both . Yeah . "
C,Task,"Okay . Why don't we do both . Right . "
D,Elicit,"Who starts ? "
D,Task,"We ought to decide who starts and all that . "
D,Elicit,"No ? "
A,Elicit,"Any volunteers ? "
D,Minor,"Uh-huh . "
A,Elicit,"Does anyone know what they wanna draw ? "
C,Other,"Mm comm I gotta think about it for a second like . Uh "
C,Elicit,"Does it have to be functional comm trendy and user friendly ? "
A,Task,"I don't think so . "
C,Minor,"Um . "
C,Other,"Okay comm I'll draw . I'll draw one . "
C,Other,"Make sure my things here . "
C,Other,"Uh-oh . "
C,Minor,"Right . "
C,Task,"Okay comm my favourite animal is "
C,Other,"see . "
C,Other,"Oops . "
A,Task,"A dolphin . "
C,Task,"Yeah comm it's "
A,Task,"'S like playing Pictionary . "
C,Task,"Yeah comm I guess it has a fin on top too comm yeah . "
C,Task,"It's my dolphin . "
A,Elicit,"So what characteristics do you like about your animal ? "
C,Task,"I like its tail . "
