Speaker,DialogAct,Text
A,Other,"Hi Kate . "
B,Task,"Just just carry on . "
A,Task,"Okay comm carry on . "
A,Minor,"Alright um "
A,Task,"this is the beginning of the third meeting comm the conceptual design meeting . "
A,Task,"Um our agenda should be um that we're opening the meeting comm "
A,Minor,"I have "
A,Task,"the minutes from the previous meeting are on the shared f drive at this point . "
A,Task,"Um and we should each have a presentation to make . "
A,Task,"Um we have certain decisions to make "
A,Task,"and we have forty minutes total . "
A,Task,"It's twenty five after two at the moment comm "
A,Task,"so forty minutes is five after three comm "
A,Other,"um which I'll be keeping an eye on the clock for us . "
A,Minor,"Okay . "
A,Task,"Um there are the decisions we have to turn to comm "
A,Task,"but we'll come back to them in a minute "
A,Other,"after I take us to the minutes of the previous meeting . "
A,Minor,"Right um "
A,Task,"as we remember comm I opened the meeting comm "
A,Task,"the four of us were present comm "
A,Task,"the meeting the first meeting's minutes were reviewed "
A,Task,"and approved . "
A,Task,"Um Sarah comm you presented a marketing research report "
A,Task,"um which pretty much rep represented that fifteen to thirty five year olds uh it has to be hand-held comm power comm channel comm volume comm number keys comm possibly a speech recognition . "
A,Task,"And then Steph did a second presentation "
A,Task,"um that those functions plus streamlining them with big user-friendly keys that were easy to use . "
A,Task,"I think all of us agreed with those things . "
A,Task,"Kate presented a working design of going after going over the basics on the whiteboard "
A,Task,"um that it should be a simple mass-produced device comm because of the twelve and a half Pence cost . "
A,Task,"Um but we did talk about possibly using rechargeable batteries "
A,Task,"and having a docking place as a selling point . "
A,Task,"Um and the new requirements that it for be for T_V_ only "
A,Task,"um and that it include the l so slogan and colour of the uh corporate design be included . Um the corporate image . "
A,Minor,"So "
A,Task,"we agreed that the target market would be fifteen to thirty five with more money than sense comm that were decision makers . "
A,Task,"Alternatively it would be a manufacturer to enclose it with the T_V_ comm "
A,Task,"but it still should meet those parameters . "
A,Task,"Um and that the function we agreed was volume comm power comm numbers comm enter comm channels comm a way to move between channels comm easy to use and hand-held . "
A,Task,"Um at that point we agreed that Sarah would look at the current cost of competition comm what what do the current ones sell for . "
A,Task,"Um and Steph was gonna look at ec ergonomics . "
A,Task,"Kate was gonna look at cost and feasibility of the various possibilities that we discussed . "
A,Task,"And I was to type up these minutes "
A,Task,"and work on the final report . "
A,Elicit,"Is this a fair presentation of what our last meeting was ? "
C,Task,"Yeah . "
C,Task,"Yes . "
B,Task,"Mm-hmm . "
A,Other,"Okay . "
A,Minor,"Right . So "
A,Other,"we're ready to close that "
A,Other,"and go back to our That one . "
A,Task,"Right . "
A,Minor,"We're up to the point of the "
A,Other,"Go back . "
A,Task,"Um the three presentations . "
A,Other,"So we're going to pull the plug on me "
A,Task,"and turn to Sarah . "
A,Elicit,"Is that okay ? "
A,Elicit,"Is that alright with everybody else ? "
C,Task,"Yep . "
B,Task,"Mm-hmm . "
A,Task,"Especially since Kate asked to be last . "
A,Other,"Sarah comm I'm sorry if I misspelled your name comm "
A,Elicit,"I didn't know whether it was S_A_R_A_ or S_A_R_H_ . "
D,Task,"I respond to either . "
D,Other,"No worries . "
A,Other,"You respond to whatever you get comm huh ? "
A,Other,"Okay . "
A,Elicit,"Um comm did you do your Hit "
C,Task,"Yeah comm "
A,Minor,"Ah comm "
A,Task,"there it is . "
A,Other,"Ta-da . "
D,Minor,"Okay comm "
D,Other,"first thing I want to address is um one of the points that Florence brought up comm "
D,Task,"which was uh current cost of the competition devices comm "
D,Task,"similar to the ones that Stephanie uh showed us "
D,Task,"and and they're uh twenty to sixty Euros comm depending on uh branding . "
C,Minor,"Right . "
D,Task,"Some of them that have a higher brand recognition are on the more expensive end . "
D,Task,"But I think that with the current um price that we're searching for comm we're well within comm even on the lower end comm of the uh of the market . "
A,Minor,"Mm 'kay . "
D,Other,"But I'm going to move on to more interesting um more vibrant things . "
D,Minor,"So comm "
D,Task,"I investigated the remote control market in greater detail comm "
D,Task,"and my uh the theme of what I was to work on was uh trend watch . "
D,Minor,"And "
A,Minor,"'Kay . "
B,Other,"Sorry . "
B,Other,"I'm glad to see the marketing budget is being so well spent on . "
D,Other,"I know that you all are a distance from cutting edge marketing research comm "
D,Minor,"so you know comm "
D,Other,"I'm just gonna try to cloak it in really professional terms here . "
D,Elicit,"What's hot comm "
D,Task,"fruit and veg . Spongy . "
D,Task,"And this is all over the catwalks comm Paris comm Milan comm and I'm talking about clothing comm furniture comm shoes . "
D,Task,"This is really interesting change from past years comm "
D,Task,"because it is much more organic comm "
A,Minor,"Mm . "
D,Task,"um some would say approachable . "
D,Task,"And I think if we're to refashion our view of what we want in a remote control comm we should perhaps think about incorporating technologically interesting fabrics and some of the bold colours into a simple handset . "
D,Minor,"So . "
D,Task,"I also did a little research "
D,Elicit,"on um what again are the most important priorities in uh decision making about uh purchasing . "
D,Task,"Fancy . "
D,Task,"Functional is out . "
D,Task,"And f the fancy comm and that's exactly the term comm I'm I'm thinking polished comm elegant comm you know comm kind of innovative comm but a cut above . "
D,Task,"This is twice as important as the next finding comm "
D,Task,"which is technologically innovative . "
D,Task,"This is interesting comm "
D,Task,"'cause I think in the last meeting we were talking about technology as being so important comm "
D,Task,"but maybe what's innovative is having it simple with um with uh technologically superior fabrics or uh comm you know comm designed in interesting substances . "
D,Task,"Ease of use . Again comm pretty low comm "
D,Task,"I mean it's the top three comm "
D,Task,"but each of the uh fancy and technologically innovative are far more important . "
D,Minor,"So "
D,Task,"I think we should cloak the streamlined remote control device in a series of fruit fruit themed sleeves . "
B,Task,"I think that's a good idea . "
B,Elicit,"Don't you ? "
D,Minor,"Y yeah comm you know "
C,Task,"Yes . "
A,Task,"It sounds like the the uh covers that they use for the remote comm you know comm your t your cell phone . "
D,Task,"Exactly . Exactly . "
D,Task,"I was thinking though that instead of having something uh like patterned comm you know comm so comm you know comm something similar to a summer dress . you know comm it would have like fruit and veg comm is that we actually make these spongy . "
A,Minor,"Mm . "
D,Minor,"They could be ini "
D,Task,"initially I thought we could start with kind of um fruit that would suit kind of uh a long uh hand-held comm so banana comm pineapple and pear . "
D,Task,"Um it could actually the sleeve could take up a lot of the development "
D,Task,"and the remote control comm we'd just need to get reductionist on it . "
D,Task,"They could be interchangeable comm "
D,Task,"they're spongy comm "
D,Task,"that goes back to ergonomic comm "
D,Task,"and the youngsters love 'em comm "
D,Task,"fun for the whole family comm everyone can have their own . "
D,Task,"So what we're talking about is changing . this concept . "
D,Task,"Everyone has a T_V_ remote comm "
D,Task,"but then we add in the fact that they could each have their own individual fruit . "
D,Task,"That's what's hot on the catwalks . "
D,Minor,"So comm "
D,Minor,"this is my "
D,Task,"This is what I'm thinking . "
A,Other,"Hmm . "
A,Minor,"Uh-huh mm . "
A,Elicit,"In most families comm don't isn't the remote is a remote . "
D,Task,"Y yeah comm "
D,Minor,"but I think I think what this would allow is perhaps a person in the family who had the most opinion about it "
D,Task,"we all need a remote comm "
D,Task,"but the person who is really perhaps active in personalising comm I'm thinking the teenager comm the someone fifteen to thirty five would go out and get this additional thing the same way as you mentioned that people would get the cell phone covers . "
A,Minor,"Mm . "
C,Task,"So when your dad's sitting there comm overriding your decision comm going no we're gonna watch this comm you can bring out your own remote and be like zap comm no we're gonna watch this . "
D,Task,"Yeah . "
D,Minor,"W and plus I think "
A,Minor,"Mm . Well "
A,Task,"actually some households do have three and four T_V_s "
D,Minor,"Uh yeah . "
D,Minor,"Yeah . "
A,Task,"and they would have a remote for each one comm "
A,Minor,"so . "
D,Minor,"Yeah . So "
D,Task,"this is an idea "
D,Minor,"and I I "
D,Minor,"you know comm "
D,Task,"this is exactly what the research has uh has shown . "
D,Elicit,"So I really open this up to uh any other feedback . This spongy fruit and veg . "
B,Minor,"Yeah comm "
D,Other,"Thanks . "
B,Task,"I I think we're gonna have some trouble when we get down to the component design on this . "
D,Other,"Alright . "
C,Task,"Yep . "
B,Task,"Spongy is gonna be difficult comm I'm afraid . "
A,Minor,"Hmm . "
A,Other,"Hmm . "
C,Task,"And as for as for um well budgeting as well comm if we're gonna have lots of different interchangeable components . "
D,Task,"I I just have my ear to the market comm guys . "
C,Other,"Is this to the market ? "
B,Minor,"Yeah comm I mean basically "
B,Task,"we can make these things out of wood comm titanium comm plastic or rubber . "
B,Task,"I suppose rubber is the closest to spongy comm "
D,Task,"Is spongiest comm yeah . "
B,Task,"yeah . "
D,Minor,"That would add "
B,Task,"I was thinking titanium myself . "
C,Task,"I was thinking titanium comm "
C,Minor,"I was thinking it's just "
C,Task,"I have been influenced by pictures of iPods comm "
D,Minor,"Mm-hmm . "
