Speaker,DialogAct,Text
B,Minor,"Mm-hmm "
B,Elicit,"So comm ready ? "
D,Task,"No not really "
C,Minor,"'Kay "
D,Minor,"Just "
D,Other,"Crap . "
B,Other,"Sorry comm "
B,Minor,"I I um "
D,Task,"Okay . "
C,Other,"It's perfect . "
B,Minor,"I'm afraid "
A,Other,"Your judgement it's is biased . "
B,Other,"Uh thi this remote control will stay a prototype . "
D,Minor,"'Kay comm "
D,Elicit,"so whe where is the remote control ? "
A,Minor,"So comm "
C,Other,"Where ? "
A,Minor,"we are "
C,Task,"It's here . "
A,Minor,"So "
B,Minor,"Okay . "
A,Task,"let's go for our detailed design meeting . "
D,Task,"Yep . "
A,Task,"So I will still play the role of the secretary comm "
A,Minor,"and "
A,Task,"we'll have um first the project presentation by our User Interface Designer comm David Jordan comm "
C,Minor,"Okay . "
C,Task,"Yeah . "
B,Task,"Yeah . "
A,Task,"and our Industrial Designer comm Baba . "
B,Task,"Yeah . "
C,Task,"'Kay . "
A,Task,"So we'll have to evaluate the uh your proposed remote control comm "
A,Task,"and um have an idea of the price that uh this thing will cost . "
A,Minor,"And in case "
A,Task,"if we're we all agree on the fabrica of um building of this remote control comm we'll evaluate the um production . "
A,Minor,"So "
A,Task,"maybe I will let the our two designers talk about so their "
C,Task,"I have slides . "
B,Minor,"Okay . "
A,Minor,"You have s "
A,Other,"oh comm sorry . "
A,Other,"Oops . "
C,Minor,"Ah comm "
B,Task,"Effectively one slide "
B,Task,"and maybe we can discuss everything . "
C,Minor,"Product prod "
D,Other,"What slides ? "
C,Minor,"Yep . "
C,Task,"Okay . "
C,Minor,"Okay . "
C,Task,"So comm this is our product or prototype . "
C,Task,"This is made by clay . "
A,Task,"Looks strange . "
C,Task,"Yeah . "
C,Task,"Uh the basic colour is uh yellow and red . "
C,Task,"Yellow is uh our company colour comm "
A,Minor,"Okay . "
C,Task,"uh red it's uh is more attractive . "
C,Task,"So we used two basic colour comm yellow and red . "
C,Task,"And the shape comm there's two basic shape . "
C,Task,"The first is a circle and the second is a triangle s piece . "
C,Minor,"It's "
B,Minor,"Okay . "
C,Task,"we call it a mushroom design . "
C,Task,"It's looks like some mushroom comm so we call it mushroom design . "
B,Minor,"Yeah . "
B,Minor,"Uh "
C,Task,"So this is a introduction of our product . "
C,Minor,"Next a mo "
A,Other,"Genetically modified mushroom I will say comm but "
D,Minor,"Yeah . "
A,Task,"keep on speaking . "
C,Other,"Okay comm "
C,Task,"yeah comm so next slide . "
C,Task,"So there are several key features of our pr prototype . "
C,Task,"The first is that it is fuzzy . "
C,Task,"I'm sure this would be the unique design the market . "
B,Task,"Yeah comm yeah I'm sure . "
A,Minor,"Oh . "
A,Task,"Maybe comm I hope so . "
C,Task,"Yeah comm so it's a fuzzy design comm and a unique design . "
B,Task,"Yeah comm that's true . "
C,Minor,"Um comm and uh "
C,Task,"the second key feature is that uh s circle channel um selection . "
C,Task,"In the traditional key uh traditional controller use button to to select the channel "
C,Task,"but now we have a s circle comm so we can turn this ball to t to select channel . "
C,Task,"So it's quite convenient for user to use it . "
A,Minor,"Chan "
A,Task,"Yeah comm okay comm "
A,Task,"but don't touch don't destroy your prototype . "
C,Minor,"Yeah comm s "
C,Task,"okay . "
C,Task,"Uh the third feature is a stable triangle base . "
C,Task,"Uh this sta uh this triangle base is very stable comm so "
C,Minor,"uh so it's it's um "
C,Task,"it's unlikely you cannot found it . "
C,Task,"So it's v Um comm you can put it in the table so you can turn the the ball to cha to select the channel "
C,Task,"and there's some cute button . "
C,Task,"You c can can you can see the the shape of the buttons n is a mushroom comm so "
A,Task,"Everything's mushroom . "
B,Minor,"Yeah . "
C,Task,"Yeah comm everything's mushroom . "
A,Task,"So we can call our remote control the mushroom . "
C,Minor,"Mush "
B,Task,"Yeah but it's not like really mushroom because you have uh you know uh like lemon shape comm you know comm "
C,Task,"Mushroom design comm yeah . "
B,Task,"centre is yellow and t d "
C,Minor,"Yeah "
A,Minor,"Okay . "
C,Task,"Yeah comm "
C,Other,"th that's why if you put it in the table comm be careful comm somebody will eat it . "
B,Minor,"To integrate comm you know yeah . "
B,Minor,"I don't think "
B,Other,"I hope nobody will eat it "
B,Task,"You know comm to integrate the fruit aspect comm "
B,Minor,"you know the the in "
C,Minor,"Yeah "
A,Minor,"Oh . "
D,Task,"Yeah comm because mushroom was not in the trends . "
D,Task,"I mean there was fruits yeah . Yeah . "
B,Task,"Really ? "
A,Task,"Fruits and vegetables . "
B,Minor,"But "
