Speaker,DialogAct,Text
A,Minor,"Okay um comm "
A,Other,"welcome to our detailed design meeting . "
A,Task,"I'm pretty excited . "
A,Task,"Let's start "
A,Task,"it's approximately fifteen forty or something like that . "
A,Minor,"Okay um "
A,Task,"the agenda "
A,Task,"we're gonna do an opening "
A,Task,"and then um I'll talk about the minutes from the last meeting comm what we d discussed um comm "
A,Task,"then we'll have the prototype presentation "
A,Task,"and a look at the evaluation criteria . "
A,Task,"We'll look at the finances "
A,Task,"and finally a do a production evaluation "
A,Task,"and close . "
A,Minor,"So comm "
A,Other,"starting off with the um last the last one comm "
A,Other,"oh "
A,Task,"I don't have it here um comm "
A,Task,"but we talked about energy comm "
A,Task,"we're gonna use a kinetic battery um comm "
A,Task,"we want to use a simple chip comm "
A,Task,"because we're not gonna need a a shuffle um comm "
A,Task,"we're gonna need a scroll um comm "
A,Task,"we're choosing a latex case w in fruity colours that's curved "
A,Task,"and um we're using push buttons uh with a supplement of an on-screen menu . "
A,Task,"And it sounded like we had set um like eight or nine buttons comm including five pre-set channels . "
A,Elicit,"Okay ? "
A,Task,"Let's do the look and feel design presentation first . "
C,Minor,"Right comm "
C,Task,"do you wanna start ? "
B,Minor,"Right comm well "
B,Task,"we made three different prototypes "
B,Other,"and I guess we'll start with with this one . "
B,Minor,"Um we have "
B,Task,"our colours not are not fixed comm "
B,Task,"but this is the general shape . "
B,Minor,"Um it's "
B,Task,"you hold it sort of either like like this in your left hand "
B,Task,"or you switch it over "
B,Task,"and uh it's easily adaptable to either hand . "
B,Task,"You can push the buttons with your thumb like a mobile phone comm "
B,Task,"or you can push them with your index finger of your other hand comm "
B,Minor,"or even "
B,Task,"I mean there's a whole variety comm "
B,Task,"you can hold it like this "
B,Task,"and press it with your same index finger . "
B,Task,"Uh we have the on off button at the tip comm very visible comm very big . "
B,Task,"We have our up and down buttons comm "
B,Task,"which are also gonna be our channel selectors comm "
B,Task,"and we have our little menu button here . "
B,Task,"If you push if you're just pushing these normally comm they're the menu buttons comm if uh the volume buttons rather . "
B,Task,"If you press select once comm they become channel changing buttons . "
B,Task,"If we press select three times comm the menu with the other features and pro possibly also with your T_V_ channel choices shows up comm "
B,Task,"and you have your five presets down here . "
B,Task,"Um if people wanna grab hold of that comm "
B,Task,"see how it feels in your hand . "
B,Task,"That's our number one prototype . "
B,Elicit,"Um do you wanna present the potato comm "
A,Minor,"like a little lightning in it . "
B,Elicit,"or shall I present the Martian ? "
C,Task,"Okay comm "
C,Minor,"um "
A,Task,"The little lightning bolt in it comm very cute . "
C,Minor,"What "
C,Task,"We call that one the rhombus comm "
D,Minor,"I could "
C,Task,"uh the rhombus . "
A,Other,"The v the rhombus rhombus ? "
B,Task,"That's the rhombus comm yep . "
C,Task,"Um this one is known as the potato comm "
C,Minor,"uh it's "
C,Minor,"it's a "
C,Other,"how can I present it ? "
C,Task,"It's an ergonomic shape comm "
C,Task,"so it it fits in your hand nicely . Um "
C,Task,"it's designed to be used either in your left hand or or in your right hand . "
C,Task,"Um I've gone here just for just for four buttons on this one . Um "
C,Task,"the two blue buttons here are for adjusting the volume . "
C,Task,"So you've got volume up and volume down on the other side here . "
C,Task,"Um the red ones are for uh changing channels comm "
C,Task,"channel up and channel down "
C,Task,"and that's um moves between your favourite channels that you've selected . "
C,Task,"Uh this middle button here brings up the on-screen menu "
C,Task,"and when you're working in the on-screen menu you use the other four buttons to navigate around the menu system and the middle button uh to select "
C,Task,"and that's basically it comm that's the potato . "
A,Elicit,"Um on comm off ? "
C,Task,"Uh that would be one of your channels comm basically comm "
C,Task,"so like channel zero would be t to switch switch the machine off comm "
A,Other,"Okay . "
A,Other,"Yeah we turn it off . "
C,Task,"yeah . "
D,Elicit,"Could the middle button of the on-screen menu function as a power button ? "
C,Task,"Um not really comm "
C,Task,"it would make it hard to turn the machine off comm to turn your T_V_ off . "
A,Minor,"Mm-hmm . "
B,Task,"If you pressed and held it maybe . "
C,Task,"Yeah yeah comm that that'd be one way of doing it comm yeah . That'd work comm yeah . "
D,Task,"If you like held it down comm that would be on off . "
B,Task,"Yeah . On off comm that's a possibility comm yeah . "
A,Other,"Okay . "
B,Task,"And then finally we have um the Martian or the pear comm either way . "
B,Task,"Um it's a bit different comm just a little bit more of a creative feel . "
B,Task,"Uh you have the on off toggle stem on the top . "
B,Task,"We have the five preset seeds . "
B,Task,"And then you have on the sides to make it a little bit more three-dimensional comm "
B,Task,"you have your channel changing comm volume changing buttons and your menu button right here in the middle . "
B,Minor,"So comm "
B,Task,"that's for your consideration as well comm "
C,Task,"Let's pass . "
B,Task,"plus it's an interesting talking point to have standing up . "
B,Task,"We figured it could stand up like this on your table comm if you wanted it to comm if I made the bot the bottom flat . "
A,Minor,"Uh-huh . "
D,Other,"Sorry comm "
D,Elicit,"what's the yellow one in the middle comm "
D,Task,"I forgot . "
B,Task,"Uh the menu select button . "
A,Task,"Very interesting . "
A,Task,"I think that one's my favourite . "
C,Minor,"So that's "
C,Task,"So that's our three prototypes . "
C,Minor,"Um basically comm "
C,Task,"in terms of making decisions comm what we'd need to do is first of all decide on a form uh which of the three different shapes we want comm "
C,Task,"then decide what kind of button layout we want comm how many buttons comm "
C,Task,"and then to choose what colours we want to make the buttons "
C,Task,"and if we wanna put any text on the device comm like label on the buttons or put a brand name or or a logo on it or whatever . "
A,Minor,"Mm-hmm . "
B,Minor,"We were we were thinking that "
B,Task,"normally we'd go for fruity colours comm "
B,Task,"but maybe we're also thinking that your sort of middle aged man comm for an example customer comm might not want a fruity coloured remote comm "
B,Task,"so m maybe we'd have one version that's a bit toned down comm "
A,Task,"Mm 'kay . "
B,Task,"maybe with with less contrasts on it . "
B,Minor,"Yeah comm "
C,Minor,"Would "
B,Task,"something still a little bright to make it hard to lose comm but "
C,Minor,"Yeah comm "
C,Task,"but we don't want it to look like a kids' toy . "
B,Task,"yeah . "
A,Minor,"Now "
A,Task,"that was one thing that we brought up over email . "
A,Elicit,"I don't know if you picked up your email comm "
C,Task,"Yeah . "
A,Task,"but um the f the um feature that we considered for it not getting lost . "
B,Minor,"Right . Well "
B,Task,"we were we were talking about that a little bit "
B,Task,"when we got that email "
B,Task,"and we think that each of these are so distinctive comm that it it's not just like another piece of technology around your house . "
B,Task,"It's gonna be somewhere that it can be seen . "
A,Minor,"Mm-hmm . "
B,Task,"So we're we're not thinking that it's gonna be as critical to have the loss "
D,Task,"But if it's like under covers or like in a couch you still can't see it . "
A,Minor,"It's really "
A,Elicit,"Would it be very difficult to um just have an external device "
A,Elicit,"that like I dunno comm you tape to your to your T_V_ "
A,Elicit,"um that when you press it "
A,Minor,"you ha "
A,Elicit,"a little light beep goes off ? "
A,Elicit,"Do you think that would be conceptually possible ? "
C,Task,"I think it would be difficult technologically comm "
B,Minor,"I think "
A,Minor,"Mm-hmm . "
C,Task,"because if your if your remote's lost it's probably under the settee "
C,Task,"and in that case you can't you can't send an infrared sing signal to it to find it comm "
A,Other,"Mm . "
C,Minor,"s so it's "
C,Task,"I'm not quite sure how it would work "
A,Task,"That's true comm mm 'kay . "
B,Task,"Yeah . "
C,Task,"and then I wonder if it's if it's more just a gimmick then anything else . "
C,Minor,"Uh I mean "
C,Elicit,"ho how many times do you really comm seriously lose your remote control "
C,Elicit,"and would would a device like that actually help you to find it ? "
B,Task,"There might be something that you can do in the circuit board and the chip to make it make a noise or something comm "
B,Task,"but it would take a lot more development than we have this afternoon . "
A,Minor,"Mm-hmm . "
A,Task,"Okay comm that's a fair evaluation . "
A,Other,"Getting lost . "
A,Task,"Um we so we do we've decided not to worry about that for now . "
A,Minor,"Okay "
A,Task,"'cause well comm the designs are very bright comm "
A,Task,"so you're right comm they're gonna stick out comm "
A,Minor,"but um "
B,Elicit,"So d do people have a preference as far as feel and functionality ? Um . "
D,Task,"I feel like this is simil or it's sort of what already exists "
D,Minor,"so if we're trying to think of something sort of like new and fun comm "
D,Task,"even though this is like what you're init I'm initially drawn to comm "
D,Task,"just 'cause it's like comfortable and like not different . "
D,Task,"I sort of like this one comm "
D,Minor,"like "
D,Task,"I I don't know why comm "
D,Task,"it just it's like small but still sort of like cute looking comm "
D,Task,"I dunno . "
D,Task,"But I also like the b the side buttons on that one comm like I think that's kind of neat . "
A,Minor,"Mm-hmm . "
D,Task,"But I dunno how much any of this has to do with the fashionable comm sort of cool looking thing "
D,Task,"that we also need to focus on . "
A,Elicit,"Could we maybe have like an extra button on the top for on off ? "
A,Elicit,"So then w we wouldn't have to have like a dual function ? "
B,Task,"Mm yeah comm "
D,Other,"Ah comm "
C,Task,"Yeah comm it's possible comm yeah comm yeah . "
B,Task,"that's good comm that's good . "
D,Task,"there we go . "
B,Task,"Here comm "
B,Task,"stick it on . "
C,Task,"Put an extra the button on . "
A,Task,"Sure . "
A,Task,"Um uh why don't we do a product evaluation using your criteria comm "
A,Elicit,"if you've developed some ? "
D,Minor,"Well "
D,Minor,"do we w "
D,Minor,"like "
D,Task,"I think we're supposed to have one that we do it for . "
A,Other,"Oh "
A,Task,"okay . Okay . "
D,Minor,"That was "
B,Minor,"So "
B,Minor,"where "
D,Other,"I was a little vague on what exactly I'm supposed to do comm "
D,Minor,"but let me "
D,Other,"I have to like write something on the whiteboard comm so . "
A,Task,"Okay . "
A,Elicit,"Do you need this "
A,Elicit,"or just write on the white board ? "
D,Task,"No comm "
D,Task,"I actually don't have like a PowerPointy thing comm "
A,Other,"Okay . "
D,Task,"'cause I think it would be redundant . "
B,Other,"Right . "
B,Other,"Okay . "
D,Task,"I dunno . "
A,Task,"It's kind of like uh like a joystick kind of thing comm "
B,Other,"Ooh . "
A,Minor,"you know comm "
A,Task,"kinda push it . "
C,Other,"Cool . "
B,Other,"Hey . "
A,Other,"'Kay . "
A,Task,"Maybe a little smaller than that . "
B,Task,"No comm "
B,Task,"I kinda like it . "
B,Task,"That's hard to miss . "
C,Task,"It makes look more fruity as well . "
A,Task,"Oh it does comm "
A,Minor,"it's kind of like "
C,Other,"It's like a deformed foot comm "
C,Task,"I dunno . "
A,Task,"There it could have a stem like that comm "
A,Task,"'cause I do l kind of like the stem . "
C,Task,"Yeah . "
B,Minor,"Like "
A,Task,"Yeah . "
A,Task,"It almost helps you ge keep a grip too comm "
A,Task,"'cause it goes in between fingers . "
C,Task,"Yeah . "
B,Task,"Yeah . "
B,Task,"Interesting . "
A,Task,"I like this one . "
B,Minor,"Okay comm "
B,Elicit,"is that where people are leaning then comm the potato ? "
A,Task,"Variety of colours are nice . "
B,Minor,"I like the idea of the "
A,Task,"I think I'm leaning towards the potato . "
B,Minor,"I mean "
B,Task,"that's really gotten the simplicity of the buttons down comm that one . "
A,Task,"Mm-hmm . "
A,Task,"I am worried about like um using a menu . "
A,Minor,"Um in that "
A,Minor,"like "
A,Minor,"i "
A,Task,"withing menus there are submenus comm "
B,Minor,"Hmm . "
A,Elicit,"and so how do you get back to the main menu ? "
C,Minor,"Yeah . "
B,Minor,"Well "
B,Minor,"that "
B,Task,"on the iPod comm for example comm you just every time you wanna go back you hit the menu button again "
B,Task,"and it brings you back one level . "
A,Task,"But that has a menu button separate from a select button comm "
A,Task,"whereas if this one's both the menu and the select button ? "
C,Task,"Yeah . "
B,Task,"Good point . "
C,Minor,"This is comm it's "
C,Task,"the up and down buttons are used for scrolling up and down for a list of choices . "
A,Minor,"Okay . "
C,Task,"You find the choice that you want "
C,Task,"and you press uh you press the right button uh . "
A,Elicit,"Could these be used for going to submenus "
C,Task,"Yeah . Yeah comm so they're used for going into and out of your submenus comm yeah . "
A,Minor,"or "
B,Minor,"Maybe "
B,Minor,"yeah comm "
B,Task,"maybe it can be one of those comm "
A,Other,"Okay . "
B,Task,"if you press down and hold "
B,Task,"for two seconds comm then it brings you back one level or something . "
A,Other,"Mm-hmm . "
A,Minor,"Okay . Well comm "
A,Task,"as long as we have that in mind as we're designing it still comm "
A,Task,"mm 'kay . "
D,Minor,"Okay comm so "
D,Elicit,"which one are we sort of roughly looking at to address whether or not it meets our s um necessities comm "
D,Elicit,"the yellowy one is that "
B,Elicit,"The potato ? Are we leaning towards the potato ? "
C,Elicit,"Potato . "
A,Task,"I think so . "
D,Other,"Okay comm "
D,Minor,"well "
D,Task,"we can obviously change it after we go through each different one . "
B,Other,"Okay . "
D,Minor,"So "
D,Minor,"basically what we need to do is "
D,Task,"some of the things that we've talked about before we need to make sure that that remote actually does conform to the things that we said it was going to . "
B,Task,"Okay . "
D,Minor,"So "
D,Task,"what we sort of wanna do is that we each need to separately "
D,Task,"rank each of the following things "
D,Other,"and then I'll tabulate an average "
D,Task,"just to make sure that it does meet that . "
B,Minor,"Okay . "
D,Minor,"So "
D,Task,"we'll just go through them one at a time "
D,Task,"and we'll just go around "
D,Task,"and each of you can tell me on a scale of one to seven "
D,Task,"with one being really extremely true "
D,Task,"and seven being not true at all comm or false comm "
D,Elicit,"if the remote that we've created conforms to the following criteria . "
D,Minor,"So "
D,Task,"we can do this one first . "
D,Elicit,"First we wanna know if it meets the fancy look and feel um objective . "
D,Minor,"So like "
D,Task,"in my opinion the for now at least comm the yellow one is probably somewhere in the middle "
D,Task,"so I'm gonna say it's like a three . "
D,Task,"That's just my opinion . "
B,Minor,"Yeah . "
D,Elicit,"What does each of you "
A,Task,"I I kind of think it's it's unique enough that I'd give it a one or a two . "
D,Other,"Okay comm "
D,Minor,"well "
D,Task,"give it a number comm "
A,Task,"Okay . "
D,Other,"sorry . "
A,Task,"I will give it a one . "
B,Minor,"Um I dunno if it's "
B,Task,"it's creative . "
B,Task,"I dunno if fancy is the word I would use . "
B,Task,"I dunno if any of them are fancy "
B,Minor,"in "
B,Task,"I'd say two comm "
B,Task,"because c unique . "
D,Other,"Okay . "
D,Other,"And two comm "
C,Task,"I'll go for two . "
D,Other,"awesome . "
D,Minor,"Alright comm "
D,Elicit,"and same sort of scale for functionality comm is it functional ? "
D,Task,"I think it's extremely functional comm "
D,Task,"I'm gonna give it a one . "
B,Task,"Yeah comm "
B,Task,"one . "
D,Other,"One ? "
C,Task,"I think it's it's functional comm "
C,Task,"it's also pretty basic comm "
C,Task,"so I'll give it a two . "
D,Other,"Okay . "
A,Minor,"Um functional . "
A,Task,"I think it'll get everything done comm "
