Speaker,DialogAct,Text
A,Elicit,"Okay comm all set ? "
A,Task,"Welcome to the conceptual design meeting . "
B,Task,"Uh comm okay . "
C,Task,"Yes . "
A,Task,"The agenda . "
A,Task,"The opening . "
A,Other,"I'll again be the secretary and make minutes comm take minutes comm "
A,Task,"uh and it will be three presentations comm just like the last meeting . "
A,Elicit,"So um comm who wants to start off ? "
A,Task,"Technical uh designer again ? "
B,Other,"Again . "
A,Task,"Okay . "
B,Minor,"Hmm . "
A,Task,"Uh comm yeah . Uh comm before we begin it comm I want to say I've I've put the minutes of the uh second meeting in the shared folder comm "
A,Task,"but they're still not uh quite okay . "
A,Task,"It uh it uh still some technical difficulties "
A,Task,"so the the first part of the minutes are very hard to read comm because there are two documents that uh were layered over each other . "
B,Minor,"Mm-hmm . "
D,Task,"Okay . "
A,Minor,"So "
A,Other,"But uh comm from now on I won't use my pen anymore comm so will be p just ordinary keyboard . "
B,Task,"Uh comm may be better comm yeah . "
D,Task,"Keyboard work . Yeah . "
A,Task,"I think it will will be more uh easy for you to read the minutes . "
B,Minor,"Yeah . "
D,Task,"Alright . "
C,Task,"Okay comm when we talk about uh components design comm um it's really about the material and the and uh uh really the stuff we build uh the remote controls of . "
C,Task,"Um comm a remote control consist of uh components "
C,Task,"and the components of a remote control consist of uh properties and material . "
C,Task,"We have to choose th uh these uh wisely "
C,Task,"and it could affect uh uh a kind of grow of in uh in buying uh the remote controls . "
C,Task,"Um comm the components of a remote control are of course uh the case . "
C,Task,"Uh the properties of the case comm um it has to be solid uh in hard material like uh hard plastic "
C,Task,"uh with soft rubber for uh falling and and uh uh yeah comm it feels uh good in your hand . "
C,Task,"Mm the buttons has to be uh solid too comm and the material is soft rubber . "
C,Task,"Uh I've got a uh email from the possibilities of Real Reaction . "
C,Minor,"Um "
C,Task,"uh they're telling me that um when we build uh a remote control of um of plastic or rubber comm the uh buttons have to be uh rubber too . "
C,Minor,"Mm "
C,Task,"It's okay . Yeah . "
C,Task,"I when we use a rubbled a doubled curved case comm we must use a rubber push-buttons to "
C,Task,"uh the the rubber double-curved case is a is a t uh three-dimensional uh curve in the in the design comm "
C,Task,"which is uh necessary when we want to be trendy . Uh "
C,Minor,"Um "
B,Minor,"Oh . "
C,Task,"the energy source comm uh I've got a lot of possibilities for that too . "
C,Minor,"Um comm "
C,Task,"uh the basic battery comm "
C,Task,"which I thi prefer because of its uh its non uh non-depending of of of uh um "
C,Task,"Uh here you have to have a hand uh yeah comm kinetic uh energy . "
C,Task,"Also in uh this one comm like in the watches comm "
C,Task,"but a remote control can lie on a table for a day comm and then you push uh a button and "
C,Task,"so you don't have to uh walk with it all the all the time . "
C,Task,"Mm comm solar cells are also uh a bit weird for uh remote controls . "
C,Minor,"Um "
C,Task,"uh also the case material comm "
C,Task,"uh I think that plastic is the is the best with rubber comm because uh wood or titanium would also be a bit weird . "
B,Task,"Oh titanium is probably trendy comm I think . "
D,Task,"That's true comm I guess . Yeah . "
B,Minor,". "
B,Task,"Well comm maybe a little bit expensive . "
B,Task,"I don't know . "
D,Minor,"Huh . "
C,Task,"Uh comm they don't tell anything about the cost of uh titanium . "
C,Minor,"Um "
C,Minor,"the chip "
C,Task,"uh the chip set uh and the board is uh all off the shelf . "
C,Task,"Also comm the speaker in the remote control comm when we want to retrieve it . "
C,Task,"Um comm the base station is also off the shelf comm "
C,Task,"all the materials and the components are uh just available in uh in our uh factory . "
C,Minor,"Mm comm "
C,Task,"I've told about uh the three first points . "
C,Task,"Mm comm the simple electronical chip uh is is available uh with the LED transmitter uh transmitter . "
C,Task,"Uh comm it's all uh off the shelf "
C,Task,"and even the speaker and the wireless retriever are all uh available in our company . "
C,Task,"Um comm another possibility . I uh yeah comm I looked up on was uh the L_C_D_ displays . "
C,Task,"Could be uh something special to our uh remote control comm "
C,Task,"and it's possible comm but it only cost a bit more comm "
C,Task,"but maybe it can be uh within the limits of twenty five Euros . "
A,Task,"Twelve and a half . "
C,Task,"Ah yeah . "
A,Task,"Actually "
D,Task,"Yeah . "
B,Task,"Yeah comm production cost . "
C,Task,"I th I got an email with uh some examples and it these were were the most trendiest one . "
C,Task,"You see uh a covers comm which can be "
A,Elicit,"What are those comm t tooth uh brushes comm or so "
C,Task,"Um comm I don't know . Um "
A,Minor,"But it's actually kind of uh "
B,Minor,"I "
A,Task,"well comm it resembles the design I had in mind for this proj "
C,Minor,"Yes . "
D,Minor,"Yep . "
A,Task,"You know the the cartoonish Alessi kind of design . "
C,Task,"Yes comm maybe we can uh bri uh bring a couple of uh couple of types of uh "
A,Other,"And we can we can steal their ideas . "
C,Task,"maybe a kind of uh whole uh "
C,Minor,"um "
C,Task,"a whole set of uh different uh remote controls . "
C,Task,"Maybe we can bring a whole line uh with uh "
A,Minor,"Huh . "
C,Task,"with a huge variety of uh "
A,Task,"Well comm it's a possibility comm too . "
C,Task,"uh house uh stuff . "
B,Task,"Different colours also . "
C,Task,"Like uh maybe radios and uh television also uh in this in this in the same style comm but "
A,Minor,"Uh-uh . "
D,Task,"Yeah comm that'll be for the future comm I guess . "
A,Minor,"Okay . "
C,Task,"Yes comm "
C,Task,"because we have to uh we have to we have to bring the logo and all the stuff uh back into it . "
A,Task,"Next time we're here . "
D,Task,"Yeah . "
B,Task,"Yeah . "
A,Task,"Oh comm okay . "
D,Task,"Yeah . Definitely . "
A,Task,"Okay . "
C,Other,"Thank you . "
D,Task,"Alright . "
B,Task,"Okay . "
B,Minor,"uh "
D,Task,"Yeah . That's okay . "
B,Minor,"Ah . "
B,Other,"Well comm I shall go to the next slide . Um "
B,Task,"um comm I still don't have any information about user requirements . "
B,Task,"I was thinking about just uh the basic functions and I got uh "
A,Task,"Oh comm we decided upon that in the last meeting . "
B,Task,"Yeah comm but but then wh I don't know when there are new user requirements . "
A,Elicit,"Didn't we ? "
A,Task,"Oh comm okay . "
B,Minor,"I ha I ha I have the I have "
A,Task,"Well comm tha I didn't receive any new requirements or somethi "
A,Minor,"Just "
B,Elicit,"nothing . "
A,Task,"no comm but we decided to use only b basic functions only . "
B,Task,"Well comm I have here a couple of basic functions I could think of . "
A,Task,"Okay . "
B,Task,"I dunno if they're maybe a little bit more comm but "
A,Task,"Well we maybe we can think of that later . "
B,Task,"Yeah . "
A,Minor,"W just "
A,Elicit,"these are the ones you already summed up in the "
B,Task,"Yeah comm I I uh well comm I pointed them out here comm just to make it a little bit easier . "
A,Minor,"Okay . "
B,Minor,"Um "
B,Task,"Another function uh is of course we already discuss it on the side . "
B,Task,"Um comm I don't know what costs of it . "
B,Task,"Uh comm I've no idea about it . "
B,Task,"Uh comm I was also looking for what you said comm for I got an email uh uh about uh L_C_D_ in in in front of the remote control . "
B,Task,"I don't know if that's a good idea comm or maybe it's a little bit too much for twelve and a half . Production . "
A,Minor,"Yeah . "
C,Minor,"Uh-huh . "
B,Task,"If we got already uh something like a base . "
A,Task,"That might get redundant also maybe . "
A,Task,"I don't know what kind of information it would "
B,Task,"Yeah comm I don't know . "
B,Task,"I d I uh ju I was just thinking about it . Then I got a pop-ups to go to the meeting . But "
D,Minor,"Mm yeah . "
A,Task,"Yeah . Yeah comm it's okay . "
C,Task,"Maybe we can bring t uh uh teletext to the t to the remote control . "
B,Minor,"The remote control . "
B,Minor,"a little uh too A little bit "
D,Minor,"Then you "
D,Task,"and then you've got a flag s Very big R_C_ . Yeah . "
A,Minor,"Okay . That's not "
B,Task,"A little bit too big comm I think . "
A,Task,"It was not a good idea . "
B,Task,"Exactly . "
A,Task,"Okay . "
B,Task,"Um comm yeah . Well comm the functions are are not more to discuss comm I think . "
A,Task,"No . No . "
B,Task,"It's it's just the base things we already discussed that the no V_C_R_ or that kind of "
D,Task,"No . "
B,Task,"uh comm so that's very easy . "
B,Minor,"Um "
A,Task,"But you do mention the next and previous uh button . "
B,Task,"Mm-hmm . "
D,Task,"Next channel comm previous channel . "
B,Task,"Well comm that's next channel . I mean next channel . "
A,Task,"Oh comm okay comm o okay okay . "
B,Minor,"Uh "
B,Minor,"Um "
B,Task,"oh comm I I got an email with with an uh a remote control with a base . "
A,Minor,"Huh . "
B,Task,"So comm it's uh just an idea . "
B,Task,"And I um uh thinked of the button sizes and I'm not sure uh if they have to be big or uh just small "
C,Task,"But you're the expert . "
D,Task,"I think it depends on the function . "
B,Task,"Well comm I'm not a e I'm the expert for user-friendly comm but not for trendiness . "
A,Minor,"Mm-hmm . "
B,Minor,"Maybe it "
D,Task,"Well comm if you save uh Perhaps uh s tiny buttons aren't user-friendly comm then we wouldn't im implement that of course . "
B,Minor,"Well uh "
B,Task,"okay comm that's your point . "
B,Minor,"Um comm yeah . Yeah comm okay . "
B,Task,"Yeah comm I've nothing to s "
A,Task,"Well comm w when we only use basic functions comm we have the possibility to make the buttons larger . "
D,Task,"Oh comm that's right . "
B,Task,"Uh comm with a little bit larger comm yeah . "
D,Minor,"Yeah . "
B,Task,"I thought so comm but maybe with the "
A,Task,"Well comm I think we already agreed upon the fact that the the the skip buttons and the cha and the volume buttons comm th th those two have yeah comm they have to be large . "
B,Task,"Yeah comm that groups . "
A,Task,"Uh comm I mean th th the the two two basic buttons comm you know comm the to skip channels and to uh "
B,Elicit,"Large ? "
B,Minor,"Yeah . "
D,Minor,"Yep . "
A,Task,"I think yeah comm I don't know why comm but I think that is that's t trendy too comm "
B,Task,"Most the most used uh buttons . "
D,Minor,"Those are probably the the th "
A,Minor,"because that's the mo it it you know comm it's uh acc acc um accentu uh comm "
A,Elicit,"how do you say it ? "
A,Task,"It puts an extra accent on the the on the simplicity of our remotes to j to make these two most basic functions extra big comm like t "
D,Task,"Yes . "
B,Task,"True . Yeah . "
D,Task,"Those are probably the b four most most used buttons on the th in the remote control . "
A,Minor,"Yeah . "
C,Task,"You did the research . "
A,Task,"And you want to acc accentuate that comm you know . "
B,Minor,"Yeah . "
D,Other,"Sorry ? "
C,Task,"It's from your research . "
D,Task,"Yeah comm sure . "
B,Minor,"Okay . "
A,Minor,"So "
B,Task,"Uh comm that was all y "
B,Task,"uh personal preference I didn't have . "
B,Task,"I didn't had any time left . "
A,Task,"Okay . "
A,Task,"No uh comm that's coo it's cool . "
D,Other,"You don't care . "
D,Other,"No comm sorry . "
D,Minor,"Yeah . "
D,Other,"Oh . "
D,Other,"Go away . "
D,Other,"Come on . "
B,Task,"It's there . "
B,Task,"Yeah comm click on it . "
D,Minor,". "
B,Other,"Couple time . "
D,Task,"Oh comm great . "
D,Task,"Well comm I've done some research again about trends on the internet . "
D,Task,"Um I've done some investigation comm and uh well I uh got some information from fashion watchers from Paris and uh Milan . "
D,Task,"Some uh some findings "
D,Task,"the most important thing is fancy look and feel of the remote control . "
D,Task,"Uh comm well comm we were going to imply that comm so that's nice . "
D,Task,"The second important thing is uh innovative technology in the R_C_ . "
D,Task,"Uh comm our market really likes really likes that . "
D,Task,"And uh the third point there in this uh order if of importance comm the third point comm is a high ease of use . "
D,Task,"And uh comm well comm for the idea comm I've put some trends uh for the market of elderly people . "
D,Task,"Dark colours comm simple recognisable shapes . "
D,Task,"So we probably won't do that . "
D,Minor,"The younger market likes uh "
D,Task,"Well comm the themes of of this year are uh surprisingly fruits and vegetables and spongy material . "
D,Task,"I found this image comm which is uh Well comm it symbolises the idea of fruits and vegetables . "
D,Task,"I don't see the spongy part in it . "
D,Task,"But with a little bit of fancy "
A,Other,"Well maybe c then we have to do something with Sponge Bob then . "
D,Other,"Exactly . "
D,Task,"I got some ideas "
D,Task,"Uh well comm yeah comm pictures isn't really good word comm but um "
D,Task,"some symbols of fruits or vegetables maybe . "
D,Task,"Uh comm catchy colours . "
D,Task,"Fruit is uh yellow comm green comm red comm whatever . "
D,Task,"So comm remote controls in in catchy colours . "
A,Task,"It doesn't stroke with the with the dark colours . "
D,Task,"Uh comm no comm we don't want dark colours . "
A,Task,"Not the dark colours ? Okay . "
D,Task,"No comm I just put them there to uh comm yeah comm uh for general idea . "
A,Minor,"Okay . "
D,Minor,"And uh comm the docking st "
D,Task,"uh I think the spongy material is is very irritating for the uh remote control itself . "
D,Minor,"But to "
D,Minor,"Yeah comm the "
D,Task,"To implement some spongy thing comm maybe we can do it in the in the docking station . "
D,Task,"At the bottom of the docking station or whatever . "
D,Task,"And uh comm we could bring one line with a dark colour uh to um uh p uh yeah "
D,Elicit,"uh uh v how do you say ? "
A,Task,"For diversity or something . Uh "
D,Task,"Yeah comm also a bit for elderly people who are a little bit crazy and want maybe want a little younger design but still the dark colour . "
B,Minor,"Well comm how uh "
D,Task,"I mean it it it reaches a different market uh comm but it it it doesn't cost really much effort to b to uh bring uh like a black R_C_ on the market or whatever . Yes . "
B,Elicit,"But how do we use uh fruits and vegetables in Christ's sake with remote control ? "
A,Task,"No comm but I I I think that uh our design already resembles so a piece of fruit . "
D,Minor,"Yeah comm there's there's always a "
B,Task,"Uh comm make it a banana ? "
A,Task,"It's like a pear or something . "
D,Task,"Well there there's always empty space of course on a remote control . "
D,Task,"I mean I think this part of the R_C_ uh well the upper the upper part or whatever is uh is not not used with buttons comm I guess . "
A,Minor,"No comm I don't think you have to do it like "
D,Task,"So you you can put some fruity things "
A,Task,"Yeah comm but it that doesn't have to remind you comm you know comm like explicitly of s our f of a of a specific piece of fruit comm but just comm you know comm like the the the the round curves . "
D,Task,"No comm of course not . "
