Speaker,DialogAct,Text
A,Minor,"Okay . "
A,Minor,"So welcome back . "
A,Elicit,"What do do we have to do ? "
D,Minor,". "
A,Minor,"So "
A,Task,"first . I want to say I'm the secretary comm "
A,Task,"so I make the minutes . "
A,Task,"You find them in your in the map in the From the group . "
A,Task,"There's the minutes from the first meeting . "
A,Task,"You'll find the next minutes also there . "
A,Minor,"Then "
A,Task,"I wanna hear from you comm what you've done . "
A,Task,"And after that I have some new product requirements . So "
A,Task,"And after that we have to make decisions comm what we will do . "
A,Task,"And then we're ready . "
A,Task,"We have forty minutes for this meeting . "
A,Task,"After that we'll have lunch . "
A,Elicit,"So first I wanna ask the Industrial Designer to tell what he did . So "
C,Other,"That's my task . Okay . "
C,Minor,"Uh I've "
C,Elicit,"Where have I put it ? "
C,Task,"My Documents or not ? "
C,Minor,"Hmm . "
C,Task,"I've save it on my computer comm my presentation . "
A,Elicit,"Yeah on your computer comm or the "
C,Elicit,"But where ? "
A,Elicit,"What's the name ? "
C,Minor,"Uh uh uh "
A,Elicit,"What's the name of it ? "
C,Task,"It was about the working of the remote control . "
A,Task,"It's the technical function or the functional requirements . "
C,Task,"Nope . "
C,Minor,"Not a of "
C,Minor,"Wait . "
C,Task,"The working design . "
C,Task,"But I've saved it . "
A,Task,"Working design . "
C,Task,"But now I don't know where it is . "
C,Minor,"Hmm . "
A,Task,"Working design . "
A,Elicit,"What is this ? "
A,Task,"Product documents . "
C,Minor,"Yeah . "
C,Elicit,"And I import this until "
A,Task,"On the desktop . "
A,Task,"Up . "
A,Task,"up . "
C,Task,"One more . "
A,Task,"Up . Up . "
A,Task,"Up . "
A,Task,"Yes . "
A,Task,"My Documents . "
A,Minor,"Nope . "
C,Task,"What the fuck is this ? "
A,Task,"Gone . "
A,Minor,"Well you Um Nah . Nah comm nah comm nah . "
A,Task,"PowerPoint . Working design . "
C,Task,"Yeah that's the empty one . "
A,Minor,"And "
C,Task,"I had one . "
A,Task,"Presentation of working design . "
C,Minor,"Uh-huh . "
C,Task,"Open it . "
C,Task,"Okay here it is . "
A,Task,"Save as . "
A,Minor,"Uh it's "
D,Task,"Desktop . "
A,Task,"Project . "
C,Task,"Project . "
D,Minor,"Yeah . Okay . Well . "
A,Minor,"Save . "
C,Minor,"Okay . "
