Speaker,DialogAct,Text
A,Other,"Well hi everyone again . "
B,Other,"Hello . "
C,Other,"Hello . "
D,Other,"Hello "
A,Minor,"Um "
A,Other,"like before we uh I have to redo the meetings from n th the minutes from the last meeting "
D,Minor,"Mm-hmm . "
A,Other,"and so here we go . "
A,Task,"Uh it was discussed in the last meeting uh which was opened by the presentation from the interface um "
B,Task,"Designer . "
A,Task,"designer that uh looks would be very important on this new remote "
A,Task,"and um it is to send messages of course to the T_V_ . "
A,Task,"It should have nine channel buttons comm a next button comm volume buttons comm subtitle buttons comm switch to control features comm colour contrast comm sharpness etcetera . "
A,Task,"It should have a memory switch comm a mute button in case the telephone rings or something . "
A,Task,"Uh speech recognition is one of her very f favourite personal uh features she would like see d d to be integrated in this um in this new remote . "
A,Minor,"Um . "
A,Task,"Should be child friendly design with few buttons comm "
A,Task,"colourful maybe with s star shaped or other shaped buttons . "
A,Task,"Um she uh presented also an oversized remote which she guarantees nobody will ever be able to lose . "
A,Minor,"Um "
D,Task,"And she was challenged on that point "
A,Task,"that's right . "
B,Task,"Yes . "
A,Task,"But uh her very f personal favourite really she comm she would very much like to see a speech recogniser integrated in this remote . "
A,Task,"The industrial designer um presented her uh thoughts on the issue . "
A,Task,"She would like a special case made out of plastic that is very strong comm not using any harmful materials comm should be recyclable and should be colourful . "
A,Task,"Should have an integrated circuit board that's highly sophisticated and temperature resistant . "
A,Task,"She would like to see a timer and or alarm facility integrated . "
A,Task,"Uh technically this thing would also have a resistor and a capacitor comm diode transistor comm resonator comm "
A,Task,"and if possible a rechargeable battery . "
A,Task,"Uh and of course a circuit board . "
A,Task,"And how it would works comm you press the button comm the chip is morse morse code related relays the uh to the generat to the generator amplification "
A,Task,"and uh the circuit board is very inexpensive to build "
D,Minor,"Okay . "
A,Task,"and so she thinks this is a great feature uh to to to consider . "
A,Task,"She would like uh this whole thing should be push buttons with a simple chip "
A,Task,"uh scrolling method is more expensive and not that practical anymore . "
A,Task,"Should be battery operated and of course she would have the special cases . "
A,Task,"The marketing expert uh who has to finally come up with to to to market this product has been watching the competition comm has done some research on the internet and also has used h her personal observations to come up with the fact that such a remote sh should be small comm easy to use and it should be eye catching . "
A,Task,"From her point of view of course one of the most important facts is that we should get to market before our competition does . "
A,Task,"To do that uh maybe one or two features should be developed on which we could dwell on or in other words on which our campaign could be built on . "
A,Task,"Too many new features or too many points would only confuse matter . "
A,Task,"So we prefer to have one or two features that can be really uh driven home . "
A,Task,"Um it should have a fruit and vegetable design and should have a soft feel . "
A,Task,"She feels that's really what people want today . "
A,Task,"And the decision that we took last time was that uh the special feature we would like to see is a speech recogniser comm "
A,Task,"the energy should be battery uh should be on a chip comm "
A,Task,"should be trendy design comm compact and strong comm "
A,Task,"and should have buttons . "
A,Task,"And that concludes the presentation from the last minutes from the last meeting . "
A,Task,"Now uh we are ready for the presentation of the prototype . "
C,Task,"Yeah . "
B,Task,"Yeah . "
B,Task,"Just the look like comm "
B,Other,"the button part I'll explain . "
C,Minor,"Yeah . "
C,Task,"Uh so this is our what uh we have made . "
C,Task,"This is a model of the remote control which we are going to build . "
A,Minor,"Mm-hmm . "
C,Task,"Uh this is us in a snail shape so uh it it is attractive "
D,Minor,"Mm-hmm . "
C,Minor,"um and it's "
C,Task,"it's blue in colour "
D,Minor,"Mm-hmm . "
C,Task,"uh bright and uh it has yellow buttons and all the different colour buttons "
D,Minor,"Mm-hmm . "
C,Task,"so it is a uh uh a looks-wise it is beautiful . "
D,Minor,"Mm-hmm . "
C,Task,"Uh and also compact in shape . "
D,Minor,"Mm-hmm . "
C,Task,"Uh um and also i it it will be easily fit into into the hands and you can access all the buttons easily . "
D,Minor,"Mm-hmm . "
D,Task,"Mm-hmm . Good . "
C,Minor,"Yeah comm "
C,Other,"oops comm "
C,Other,"sorry . "
D,Other,"You used to have all the buttons "
C,Minor,"Um yeah and um uh "
C,Task,"the material which we are going to use for the case is uh plastic "
C,Task,"and uh w which which is s strong "
C,Minor,"um uh and also uh for the "
C,Task,"Um the material is plastic and uh for the buttons it is uh s soft rubber "
C,Minor,"um and als "
D,Task,"Oh that's good comm "
C,Task,"yeah . "
D,Task,"no comm that's nice and friendly . "
C,Task,"Yeah because uh uh you'll be touching the buttons more so it is soft when you touch it . "
D,Minor,"Mm-hmm . Mm . "
A,Minor,"Mm-hmm comm "
