Speaker,DialogAct,Text
D,Other,"Hello . "
A,Minor,". "
A,Minor,". "
D,Task,"Yes comm I made it . "
D,Task,"English from now on . "
C,Minor,". "
D,Elicit,"Drawing or "
A,Task,"Yeah just testing . "
D,Task,"Yeah . "
A,Other,"Mm ? "
C,Other,"Just kidding . "
A,Other,"English . "
A,Minor,". "
C,Task,"So annoying . "
A,Task,"Break is over . "
D,Task,"Ooh it works . "
A,Other,"Whoo . "
A,Task,"Spicy . "
D,Task,"Spicy . "
D,Elicit,"Where are are all the other presentations ? "
C,Task,"I just put it in the in the shared folder so it should be "
D,Elicit,"The conceptual or "
C,Task,"yeah I think so . Yeah comm conceptual design . "
D,Task,"Ah . Because I see only my own presentation "
C,Other,"What or whatever does it "
C,Task,"No no no comm "
C,Task,"can you go back one ? "
D,Other,"yeah . "
C,Task,"Uh 'cause it has to be PowerPoint pre "
C,Task,"yeah components design comm that's it . "
D,Elicit,"This ? "
D,Other,"I'll just put it in there . "
A,Task,"So comm he's coming . "
C,Task,". I did get a bit more done than the last time comm "
D,Task,"Or not . "
B,Minor,"Okay . "
A,Task,"Oh okay . "
C,Task,"'cause I knew that I didn't have time so I just copy and paste everything into the "
D,Task,"Ah comm "
D,Task,"I can't cut and paste it into the other folder but "
A,Minor,"Ah . She . "
A,Task,"You can look at the final report comm "
A,Task,"'cause I have to record everything we are deciding and such comm "
A,Other,"so I'm trying to write it down between everything else . "
D,Task,"Move to meeting room . "
D,Minor,"Yeah . "
C,Task,"Sometimes I have these pop-ups or these sounds and there's nothing there comm "
A,Other,"Oh . "
C,Task,"and also with I don't know how to use PowerPoint comm so it takes me forever to get something done with it . "
D,Task,"Yeah me too comm . "
B,Task,"I I've got the same problem as well . "
C,Task,"Yeah . "
D,Minor,"Yeah . "
A,Minor,"Yeah . "
A,Task,"Here we go again . "
A,Other,"Welcome . "
A,Task,"Uh we have again three presentations and then we have to decide on what concepts the mobile phone has to uh f the remote control has to support . "
C,Minor,"Thi "
A,Elicit,"So who wants go . "
C,Minor,"Mm-hmm . "
D,Other,"Yes . "
C,Elicit,"Who wants to start ? "
A,Minor,"Yes ? "
D,Other,"Me first again or "
A,Task,"Yeah sure . Doesn't matter . "
B,Task,"Oh . No . Yeah . No problem "
D,Task,"yeah . Alright . "
D,Elicit,"Did you open it already or "
A,Task,"No . "
D,Task,"no . Ah . "
D,Other,"Ah . "
D,Other,"Yes . "
D,Task,"So welcome to the marketing presentation once again . "
D,Task,"Um this time about trendwatching . "
D,Task,"Uh well there has been inv investigation again comm in the in the remote control market . "
D,Task,"Uh it shows a number of developments . "
D,Other,"Uh I will address them uh in a moment . "
D,Task,"Um fashion watch watchers uh have detected the trends for young public comm because that's our public . "
D,Minor,"Um well "
D,Task,"fruit and vegetables will be will be the most important theme for clothing comm uh shoes and furniture . "
D,Task,"And the feel of the material is expected to be spongey . "
D,Other,"So um the developments I will address them "
D,Task,"oh yeah well this is the fruit and vegetables looks of fresh bright colours . "
D,Task,"So to give you an idea . "
D,Task,"Um well the developments ? "
D,Task,"Uh development one . "
D,Minor,"Uh well "
D,Task,"most important aspect for remote control happens to be a fancy look-and-feel . Instead of the current uh functional look-and-feel . "
D,Task,"Um well fancy stands for an original look-and-feel of the case and the interface . "
D,Task,"And the second most important aspect is that a remote control should be technological uh innovative . "
D,Task,"Um well it stands for the use of technical features that do not exist in current remote controls . "
D,Task,"I think we pretty much covered that with our screen and um and speech recognition comm "
C,Minor,"Sound . "
D,Task,"so I don't expect that to be a problem . "
C,Task,"Yeah yeah uh uh . "
D,Task,"And the third development um is that the remote control should be easy to use . "
D,Minor,"Um "
D,Task,"Well the first aspect uh was twice as important as the second aspectcommw which was twice as important as the third aspect . "
D,Task,"So um that kind of gets you this ratios . "
A,Minor,"Mm-hmm . "
D,Task,"So fancy look-and-feel uh is the most important uh point of attention . "
A,Minor,". "
D,Task,"Uh so the fruits and vegetables in combination with the spongey material . "
D,Task,"Um well technolog technological innovation comm we've covered that pretty much I guess . "
D,Task,"Um and easy to use comm I don't think that will be problem . "
D,Task,"So my point of attention is especially this part . "
D,Task,"That this will be a crux . "
C,Minor,"Yeah . "
D,Task,"So that was the marketing uh presentation . "
D,Task,"I had only one document left . "
C,Other,"And shall I go first ? "
B,Task,"Yeah . No . I I don't mi I don't mind . "
C,Minor,"So I "
B,Minor,"That's "
D,Task,"So kind of this "
C,Elicit,"Yeah ? "
B,Task,"Do you want to go first ? Okay . "
A,Task,"Yeah yeah sure . No . "
D,Task,"So a k a small example . "
B,Task,"Yeah . "
D,Task,"Kind of this this look . "
D,Task,"Uh nothing about the buttons but just sponge kind of thing comm and and some fruit and colours "
B,Minor,"Yeah . "
D,Task,"I dunno . "
D,Task,"Just made a quick design . "
A,Task,"Cool . "
B,Task,"It's better than than my uh drawing . "
D,Other,"Alright . "
C,Unlab,"Alright . "
A,Task,"Yeah you're just the user interface hmm ? "
B,Task,"Yeah okay but I have to design the "
C,Other,"Uh components . "
A,Task,"Yeah layout . "
B,Minor,"Yeah . "
C,Task,"Oh no . "
A,Task,"Yeah okay . "
D,Task,"Yeah . It's okay . "
A,Task,"You probably opened it . "
C,Task,"Yeah true . Um "
A,Task,"F_ five . "
D,Task,"F_ five . "
C,Minor,"Alright . So "
C,Task,"I'm dealing with the components design . "
