Speaker,DialogAct,Text
B,Other,"Here we go again . "
C,Task,"My mouse is not working anymore . "
B,Other,"Oh . "
D,Other,"Oh . "
C,Minor,"He's uh "
B,Task,"Okay . "
C,Task,"when I put it in comm is is going to beep beep beep . "
D,Task,"Oh comm I got a nice little screen here over here . "
D,Task,"I got like this big black border uh on every side . "
A,Minor,"Okay . "
B,Task,"Mm comm okay . "
A,Elicit,"Everybody ready ? "
D,Other,"I'll I'll fix it . "
B,Task,"Yeah comm it's okay . "
D,Task,"Yeah comm whatever . "
A,Task,"Welcome at the functional design meeting comm again presented by Maarten . "
A,Task,"Uh this is the agenda comm the opening . "
A,Task,"Uh comm we've got three presentations . "
A,Other,"And I'm gonna show you some of the new projects requirements that were sent to me . "
A,Task,"And we're gonna make a decision on the remote control functions . "
A,Task,"We have uh forty minutes . "
D,Minor,"Yes . "
A,Task,"Oh comm well this is the the closing already . "
A,Task,"So uh well we start off with the th the first presentation then . "
A,Task,"Uh comm I think um in uh we have to do it in uh in right order . "
B,Minor,"Okay . "
A,Minor,"Maybe the "
D,Task,"I don't know what the right order is . So "
A,Minor,"Well comm it "
B,Task,"No . "
C,Minor,"Huh . "
A,Minor,"Oh that . It won't doesn't "
A,Task,"Maybe we should start with the the technical functions . "
C,Other,"Okay comm "
C,Elicit,"how can I get this on the whiteboard ? "
A,Elicit,"Yeah ? "
A,Task,"Well it's you dumped the file in the uh in the sh in the project document folder . "
B,Task,"In project . "
C,Task,"Okay comm "
C,Task,"I've done that . "
A,Elicit,"You've already done that ? "
B,Task,"No can that open . "
C,Task,"Yes . "
A,Task,"Well let's close this one . "
A,Task,"We'll just uh open a new one . "
B,Task,"Open it there . "
A,Other,"Uh comm well . "
A,Task,"Yes . "
A,Task,"Uh-oh . New thing . "
A,Other,"Oh yeah comm uh I have to say something . "
A,Task,"Uh comm due to some uh technical problems I haven't uh digitized the last uh the meeting minutes . "
A,Other,"But I'll uh make sure that uh happens next time . "
D,Minor,"Mm-hmm . "
B,Task,"Okay . "
B,Minor,"About the get "
A,Other,"And I'll get this one uh in digital uh form too . "
C,Task,"'Kay comm we're going to um uh talk about working design . "
C,Task,"Um comm the method of the remote control is uh electrical energy comm "
C,Task,"it activates a chip uh in the remote . "
C,Task,"It's an electrical circuit which compose uh messages in the form of uh uh infrared signals to control the television . "
