Speaker,DialogAct,Text
B,Other,"Hi . "
C,Other,"Hi . "
A,Other,"Hello . "
B,Other,"Oh . "
A,Other,"Good morning . "
B,Other,"Good morning . "
C,Other,"Morning . "
D,Other,"Good morning . "
A,Other,"Uh before I start with the with the meeting I have a few things to tell you about the the setting we're in comm "
A,Other,"uh because we're uh being watched by uh Big Brother . "
A,Minor,"So um "
D,Other,"By Big Brother ? "
A,Task,"Yeah . Yeah . "
D,Other,"Okay . "
A,Minor,"This "
A,Task,"uh These are cameras comm "
A,Task,"so are these . "
D,Minor,"Mm-hmm . "
A,Task,"This thing uh that looks like a pie comm "
A,Task,"are actually all microphones . "
D,Minor,"Yeah . "
D,Other,"Okay . "
A,Minor,"So "
A,Task,"you must be careful with uh with uh all this . "
A,Task,"And uh as I can see you uh you have placed your laptops uh exactly on the place where it must be . "
A,Task,"And that has to do with the camera settings comm "
A,Task,"so we don't have our uh laptops in front of the cameras . "
D,Task,"Of our faces . "
A,Minor,"And "
A,Task,"Indeed . "
A,Task,"So they can see our faces . "
A,Minor,"Okay . "
A,Other,"Welcome at the kick-off meeting . "
A,Task,"My name is uh Danny Wolfs . "
A,Task,"Uh this is the agenda for today . "
A,Task,"Uh first a little opening . "
A,Task,"Uh I will introduce myself comm "
A,Task,"uh and uh I think it's very uh good to introduce uh yourself . "
A,Task,"Uh then uh a little bit of acquaintance comm acquaintance to uh to to ourselves . "
A,Task,"So uh we get to know each other . "
A,Task,"Uh that will be done uh with a tool training from the he these two uh smart boards . "
A,Task,"Then the project plan . "
A,Task,"What we're going to do comm "
A,Task,"and how we're going to do it . "
A,Task,"Uh and discussion about that and a little closing at the end . "
A,Minor,"Okay uh comm "
A,Task,"my name is uh Danny Wolfs . "
A,Task,"I'm the Project Manager . "
A,Elicit,"What's your name ? "
B,Task,"I'm Juergen Toffs . "
B,Task,"I'm the User Interface Designer . "
A,Other,"User interface comm okay . "
C,Other,"Hi comm "
C,Task,"my name's uh . "
C,Task,"I'm the Industrial Designer . "
A,Other,"Industrial comm yes . "
D,Task,"I'm uh Tim . "
D,Task,"Um my function is the Marketing Expert . "
A,Other,"Okay comm "
A,Other,"thank you . "
A,Other,"First a little about the project aim . "
A,Task,"Uh the the the aim is to make a new remote control . "
A,Task,"Uh maybe you have read uh read the website . "
A,Task,"It's a very uh comm yeah comm very uh ambitious uh company . "
A,Task,"They uh they wanna do something else . "
A,Minor,"I w "
A,Task,"Uh there must be a new remote control . "
A,Task,"Uh first of all uh it must be original comm uh and trendy . "
A,Task,"That's two things really uh close to each other . "
A,Task,"But at the same time uh user-friendly . "
A,Minor,"And they have uh "
A,Minor,"Yeah comm "
A,Task,"that's uh very important uh for them . "
A,Task,"Uh there are three stages . "
A,Task,"There is a functional design . "
A,Minor,"So uh "
A,Task,"what are we going uh to uh to do ? "
A,Task,"What are we going to uh uh make f uh kind of functions in the remote ? "
A,Task,"And why are we going to do it ? "
A,Task,"Then the conceptual design . "
A,Task,"How are going to do it ? "
A,Task,"And that's uh really global . "
A,Task,"Uh because at the detailed design comm how comm part two comm uh we go uh to dig in uh really about how the the te the technical of If it's uh it's possible technical-wise . "
A,Task,"Uh each stage is uh uh is broken up in two uh two stages comm individual work and a meeting . "
A,Task,"So it's uh it's very straightforward . "
A,Minor,"Okay comm "
A,Other,"the tool training . "
A,Task,"We have two smart boards . "
A,Task,"This one is for the presentations comm the PowerPoint presentations or the Word presentation of whatever you uh you had . "
A,Task,"Uh and this is uh only for uh drawing . "
A,Minor,"So uh "
A,Task,"we uh must let it uh stand on this uh this programme . "
A,Task,"This is called a smart board "
A,Task,"thing uh "
D,Other,"Speaks for itself . "
A,Task,"Yeah comm "
A,Other,"it speaks for itself . "
A,Task,"Um and as you uh may have heard comm the documents in the shared folder uh can be uh showed on this screen . Not in y the the My Documents . "
A,Task,"So if you wanna show something comm put it in the shared folder . "
A,Task,"Uh This uh is very straightforward comm with the save comm the print comm the undo comm the blank comm the select comm the pen . "
A,Minor,"Well comm "
A,Other,"I don't uh gonna explain it all comm "
A,Task,"because I think you know uh how it works . "
A,Task,"Um we must not forget uh everything we draw on here comm uh all must be saved . "
A,Task,"We we may not delete anything . "
A,Task,"So uh if you have uh drawn something comm save it . "
A,Task,"Never delete it . "
A,Task,"That's a very important uh thing . "
A,Minor,"Okay . Uh "
A,Task,"little uh little kinda exercise to uh know each other . "
A,Task,"At uh the white board on the left . Every uh every one of us uh must draw our favourite animal comm "
A,Task,"and uh tell uh tell us why we uh had uh chosen that animal . "
A,Task,"Uh important is that we use different colours comm and uh different pen widths . Widths . Widths . "
D,Other,"I have a question . "
A,Task,"Yes ? "
D,Elicit,"Um this exercise comm um did the company board tell you to do it comm "
A,Minor,"Yeah . "
D,Elicit,"or uh did you just make it up yourself ? "
A,Task,"No no no . "
A,Minor,"It's uh it's uh I I "
D,Task,"It's part of the introduction comm "
A,Task,"I must do it . "
A,Task,"Yeah comm yeah comm yeah . "
D,Other,"okay . "
A,Task,"'Cause we uh really don't know each other comm "
A,Task,"and uh it's kinda new . "
A,Task,"So getting used to each other comm we can uh have a little fun then comm "
A,Task,"before we uh dig in really to the hard stuff . "
D,Other,"Okay . "
A,Task,"That kind of thing . "
A,Task,"Would you start with drawing your uh favourite animal ? "
D,Task,"Um comm yeah . "
D,Task,"I don't know really how it works . "
D,Task,"But maybe you can show us first ? "
A,Other,"Okay comm okay . "
A,Task,"Yeah comm okay . "
A,Task,"Drawing goes with uh this thing . "
A,Task,"Do not touch your hand on uh this little uh thingy here . "
A,Task,"That's uh important . "
A,Task,"So hold it uh like this . "
D,Other,"You g you get electrocuted or "
A,Other,"Yeah comm kinda . "
A,Minor,"So comm um "
A,Task,"You must p p uh push a little uh Good . "
A,Minor,"Because "
A,Task,"And uh wait uh wait a few seconds . "
A,Task,"It's not uh fully real-time comm "
A,Task,"so uh watch it . "
B,Other,"Ach . "
A,Other,"Oh yeah . "
A,Minor,"Well "
A,Other,"I'm gonna paint in the red . "
B,Other,"Ooph . "
A,Task,"Oh . "
A,Task,"That's the background colour . "
A,Minor,"Well comm "
A,Task,"undo . "
A,Minor,"Um "
