Speaker,DialogAct,Text
C,Elicit,"All hooked up . "
C,Minor,"Okay comm so "
C,Task,"now we are here at the functional design meeting . "
C,Task,"Um hopefully this meeting I'll be doing a little bit less talking than I did last time "
C,Task,"'cause this is when you get to show us what you've been doing individually . "
C,Task,"The agenda for the meeting comm I put it in the sh shared documents folder . "
C,Elicit,"I don't know if that meant that you could see it or not . "
C,Elicit,"Did anyone ? "
D,Task,"No . "
A,Minor,"Mm . "
C,Other,"No . "
C,Other,"Oh well . "
C,Other,"Um I'll try and do that for the next meeting as well "
C,Task,"so if you check in there comm there's a shared project documents folder . Um and it should be in there . "
D,Minor,"Mm . "
D,Elicit,"Um um wi on on a what ? "
D,Other,"Oh project project documents comm yeah comm yeah comm yeah comm okay . "
C,Task,"Project documents comm yeah . "
C,Other,"So I'll put it in there . "
D,Other,"Oh okay comm yeah . "
C,Elicit,"Is it best if I send you an email maybe comm to let you know it's there ? "
D,Task,"Yes comm I think so . "
C,Task,"Yep . "
C,Other,"I'll do that next time . "
C,Other,"Um I'll act as secretary for this meeting "
C,Other,"and just take minutes as we go through comm "
C,Other,"and then I'll send them to you after the meeting . "
C,Task,"The main the main focus of this meeting is your presentations that you've been preparing during the time comm "
C,Task,"so we'll go through each of you one by one . "
C,Task,"Um then we need to briefly discuss the new project requirements that were sent to us . "
C,Minor,"I just sent "
D,Task,"Yeah comm "
D,Task,"the last minute comm yeah comm "
C,Task,"at the last minute comm "
D,Task,"yeah . "
C,Other,"I'm sorry about that comm "
C,Task,"but we can see how that affects what you were you were doing . "
D,Task,"Yeah . "
C,Minor,"Um and "
C,Task,"then we need to comm by the end of the meeting come to some kind of decision on who our target group's going to be "
C,Task,"and what the functions of the remote control "
C,Minor,"that's the "
C,Task,"the main goal is to come up with those two things comm target group and functions of the remote control . "
C,Task,"And we've got forty minutes to do that in . "
C,Minor,"So "
C,Minor,"I would say "
A,Task,"You said uh targ target groups comm "
C,Elicit,"yeah ? "
A,Elicit,"what does that mean ? "
C,Task,"As uh who it is that we're going to be trying to sell this thing to comm "
D,Minor,"Um "
A,Other,"Uh okay comm 'kay . "
C,Task,"yeah . "
A,Minor,"So are "
C,Minor,"So we need to "
C,Task,"yeah comm we need to have a fairly defined group that that we want to focus on "
A,Task,"Okay . "
C,Task,"and then look at the functions um of the dem remote control itself . "
C,Task,"So with that I think it's best if I hand over to you . "
C,Elicit,"Does anyone have a preference for going first ? "
A,Task,"Alright . "
A,Other,"I can go first comm "
C,Elicit,"You wanna go first ? "
D,Minor,"Okay . Hmm . "
