Speaker,DialogAct,Text
D,Task,"Great man . "
D,Elicit,"Who starts ? "
A,Other,"Well I'll uh start just with another presentation comm "
A,Task,"so then we can uh look at th at the agenda uh for this meeting . "
D,Task,"Alright comm great . "
D,Minor,"Alright . "
A,Minor,"Okay . "
A,Task,"I've put some uh new things in the in the map . "
D,Minor,"Mm-hmm . "
A,Minor,"Uh oh . "
A,Task,"This is it . "
A,Task,"I don't know the shortcut comm so "
A,Other,"Ah F_ five . "
A,Task,"Well our functional design meeting comm that's the stage we're in . "
C,Minor,"Mm . "
A,Task,"And you also ha all three of you have uh prepared something about it . "
D,Task,"Yes . "
A,Task,"Well um in we'll uh just have a look at the at the notes from the previous meeting comm what we uh thought we had dec decided . "
A,Minor,"But uh "
A,Task,"Uh then we'll uh look at uh the three uh presentations uh from you . "
D,Minor,"'Kay . "
A,Elicit,"I think you have prepared uh all three uh ? "
C,Task,"Well comm yeah . "
D,Task,"Yeah . "
A,Task,"Um we'll look at th the new project requirements "
A,Minor,"we uh I dunno . "
A,Elicit,"Y you also have uh received that mail comm the new project requirements from our bosses ? "
C,Task,"No . "
D,Task,"No . "
A,Task,"Oh I've received a mail with uh some additional requirements comm "
D,Task,"You're the only one . "
C,Minor,"Oh . "
D,Minor,"Alright . "
A,Minor,"and I'll have a look if "
A,Task,"Well I think we should show them before your presentations comm "
A,Task,"because it's not really uh smart uh to uh to include some things uh we can't comm because of the new requirements . "
D,Minor,"'Kay . "
A,Task,"Well um then we can make some decisions about our remote control functions . "
A,Task,"We have to deb we have to decide it in this meeting what our function will be . "
A,Task,"And then uh we can discuss uh some more closely . Uh "
C,Elicit,"We have forty minutes for this uh discussion ? "
A,Task,"Uh yeah comm I think so . "
C,Task,"Alright . "
A,Task,"Well uh the closing uh we'll not uh look at it yet . "
D,Minor,"Alright . "
A,Other,"Um now I'll look at show this board . "
A,Minor,"Um "
A,Other,"Well uh notes comm first meeting . "
A,Minor,"Now . "
A,Task,"I gave a disc a a presentation . "
A,Task,"Uh we familiarised ourself with the boards "
A,Task,"and then we discussed some first ideas . "
A,Task,"So we said that uh we have to merge the strong points from our uh competitors comm "
D,Minor,"Right . "
A,Task,"and uh look at their uh remote controls . "
A,Task,"We should make it uh compatible with our new D_V_D_ and other releases we have comm our technical releases . "
C,Minor,"Huh ? "
A,Task,"Uh not too many one buttons . "
A,Task,"One recognisable button in the middle comm where you do the most important functions with . "
A,Task,"And um well they can have two functions comm "
A,Task,"because uh you have a D_V_D_ and a television . "
C,Minor,"Yeah . "
A,Task,"Um the design has to fit the hand comm be original comm but also be familiar . "
A,Task,"It's uh one of our ideas . "
A,Task,"Yeah well that wa It's just thirty minutes ago comm "
