Speaker,DialogAct,Text
A,Other,"Oh . "
B,Task,"It's not saved yet . "
C,Task,"Okay . "
B,Minor,"So "
A,Minor,"Okay . "
B,Other,"Our beautiful drawing . "
A,Minor,"So just f um "
A,Task,"So this is our agenda . "
A,Minor,"You're "
A,Task,"F You're going to show your pr prototype presentation after me . "
D,Other,"Oops . "
C,Minor,"Okay . "
A,Minor,"Uh I didn't "
A,Other,"Oh yeah . "
A,Minor,"So these are the "
C,Task,"Oh comm okay . Yeah . "
A,Task,"So these are the um last notes we I made . "
A,Task,"If anything doesn't look right comm just say it to me then . "
A,Task,"I don't have to put it in the report . "
B,Elicit,"Are we doing the the speech recognition ? "
B,Task,"Because we didn't have enough time to uh de um design the inside as well . "
A,Task,"Okay comm but it's still possible uh uh financially . "
A,Task,"So if you want to comm it's okay . "
B,Task,"Okay yeah . Well then then we're gonna put it in . "
A,Task,"Okay comm just "
B,Other,"Yeah comm just uh we have to design the inside then comm "
B,Minor,"but it should be uh "
C,Minor,"Yeah comm and "
C,Elicit,"Or are we making a slide open comm like underneath ? "
C,Elicit,"Or fold open ? "
C,Task,"I don't know . "
A,Task,"Slide open is uh quite usable for remote controls . "
C,Task,"It's probably better . "
C,Task,"Yeah comm s Like underneath uh you can slide it open and you other functions . "
B,Task,"It's may maybe uh a bit stronger as well . "
A,Task,"Maybe that's better . "
C,Task,"Yeah . "
A,Task,"Yeah comm that's that's a very good point . "
B,Task,"Okay comm so when you have a lot of room inside . "
C,Task,"Think that's better . "
B,Task,"So you can make it very easy to use . 'Cause you can write a lot of comments besides it . "
A,Minor,"Yeah . "
A,Task,"Okay . "
A,Elicit,"So this is okay ? "
B,Task,"No . "
B,Task,"Yeah comm we're gonna use the advanced chip then . "
A,Task,"Okay comm "
A,Minor,"so that's "
A,Other,"Uh I'll just have a look how much that is . "
C,Minor,"The "
A,Minor,"But um "
B,Elicit,"Advanced chip was for uh spee Yeah . "
A,Minor,"Okay comm for the "
C,Task,"Yeah comm I I think so . I don't know . "
A,Minor,"Okay . "
A,Task,"No comm you have a different chip for speech recognition . So "
B,Task,"Okay . "
C,Task,"Ah okay . "
A,Task,"So I already calculated that and it's still in the budget . "
A,Task,"So it's okay . "
B,Task,"Good . "
A,Task,"So you can show your prototype if you want to . "
C,Other,"Yeah . "
B,Task,"Together ? "
C,Task,"Yeah comm it's Let's do it together . "
B,Other,"I'll give comments . "
C,Task,"Okay . "
C,Task,"Yeah comm we just made a Word file with the basic elements . "
C,Task,"Uh the look-and-feel model . "
C,Task,"Uh well the form comm the case um as drawn there . "
C,Task,"Simply a square with uh round corners . "
C,Task,"So that's basically it . "
C,Task,"Uh the material should be hard plastic . "
D,Minor,"Mm-hmm . "
C,Task,"Uh colour changeable comm and also transparent . "
C,Task,"And colour and transparent comm or just transparent comm "
C,Task,"I don't know . "
C,Task,"Um then the elements . "
C,Minor,"Uh we have "
C,Task,"The functions are just basic . "
C,Task,"Like uh I've pointed them here . "
