Speaker,DialogAct,Text
A,Minor,"Okay . "
D,Minor,". "
A,Minor,"Right . "
A,Minor,"Okay . "
A,Minor,"Alright . "
A,Elicit,"Is everyone here ? "
D,Task,"Yep . "
C,Task,"Yep . "
A,Minor,"Okay . "
A,Task,"This is our conceptual design meeting . "
A,Minor,"And "
A,Task,"I'll just take a few minutes and uh go through the previous minutes . "
A,Task,"Um then each of you will have your presentation comm "
A,Task,"um and then we will need to make a decision on the concept for the remote control . "
A,Task,"And then we'll have uh forty minutes for finishing up . "
A,Minor,"Um "
A,Other,"I'll go through the mee through the minutes first . "
A,Task,"Um comm we just refreshed our our uh goal of making the finest remote control available . "
A,Task,"Um we decided that comm or we know that we need to use company colours comm company logo . "
A,Minor,"Um and "
A,Task,"our Marketing Expert uh gave us some i uh information from interviews with a hundred different remote users . "
A,Task,"Um with some statistics that backed basically what we were thinking before . "
A,Task,"People thought their remotes were ugly comm um "
A,Minor,"um "
A,Task,"that remotes zap a lot . "
A,Task,"Um they only use uh a finite amount of buttons . "
A,Minor,"Um and that they often lose the "
A,Task,"it's easy to lose a remote . "
A,Task,"Um which were all things we were thinking we would wanna make it simple . Um "
A,Task,"And uh some sort of locator . "
A,Task,"Either a button or tracking device . Um "
A,Task,"And that it should look different than what's out there . "
A,Minor,"Um "
A,Task,"Kind of mixed mixed response on the speech recognition . "
A,Task,"The younger people said they wanted it comm older people did not . "
A,Task,"Um uh I think we decided that um the expense was not necessarily worth it comm "
A,Task,"and that it was probably a gimmick comm that um would increasingly wear on the consumers' nerves . Um "
A,Task,"Then the User Interface Designer um explored some of the technical functions of the remote . "
A,Task,"Um the simple versus the um the complex . "
A,Task,"The simple one being better for a user comm the complex better for an engineer . Um "
A,Task,"Um and some personal preferences that were found in that would be that it should be a user-oriented remote comm something simple . "
A,Elicit,"Um and that we didn't wanna go with a universal remote comm because uh increasing cost and increasing complexity . "
A,Task,"Um we would just have a T_V_ remote . "
A,Task,"Um and that we should also focus on the appearance of the remote . "
A,Task,"Have it s be something that looks different . "
A,Task,"And finally our um Industrial Designer uh gave us a rundown of how the remote will work . "
A,Task,"Um from energy source comm um uh what we would use . "
A,Task,"Batteries because we don't wanna have a a cable . Um "
A,Task,"How that would power the remote and the lamp . "
A,Task,"If we were to to have one . "
A,Task,"Uh um the user interface then would connect to a chip comm which would work with the infrared controls uh to send the signal to the T_V_ . Um "
A,Task,"I believe then we came up with a couple of ideas for what we think the design of the remote will be . Um "
A,Task,"Um something that will fit into uh easily into someone's hand . "
A,Task,"And with a comm just a few buttons . "
A,Task,"Just the basics . "
A,Task,"And with a scrolling um function also . "
A,Minor,"Okay "
A,Task,"and I will leave that comm leave it at that . "
A,Minor,"So "
A,Elicit,"Marketing ? "
D,Other,"Okay . "
A,Task,"We're watching trends . "
D,Task,"Yep . "
D,Task,"Can I have your cable please ? "
A,Task,"I suppose that you can have this . "
D,Other,"Thanks . "
D,Task,"Okay so I was looking at trend-watching . "
D,Task,"Um unfortunately I wasn't given too much information . "
D,Task,"I was given a brief executive summary comm and then an update on some recent fashion trends that we might like to look at . "
D,Other,"And then I'll just tell you some personal preferences that I got from that . "
D,Task,"Um okay the most important finding was that the fancy look-and-feel seems to be twice as important to the users as the current functional look-and-feel design comm "
D,Task,"which I think we've kind of already discussed before . "
D,Task,"Um the second most important finding was that the remote should be technologically innovative . "
D,Task,"And again these are all things we've kind of already come up with on our own comm but this just backs it up . "
D,Task,"And thirdly the remote would be easy to use . "
D,Task,"As far as fashion update comm we've learned that fruits and vegetables will be the most important theme for cloths comm shoes and furniture . "
D,Task,"So that might be a bit of a challenge to incorporate this into our remote comm "
D,Task,"but we can try . "
D,Task,"Um and also comm as opposed to last year comm this year the material is expected to be spongy in feel . "
D,Task,"Okay so from that um comm as we've already said comm we need to focus on a fancy look-and-feel . "
D,Task,"Um I think we've already discovered that it's kind of hard to go away from the traditional rectangular design . "
D,Task,"But I think that comm even if it's very subtle comm we need to kind of trick our consumers comm "
D,Task,"so they at least get the idea that they're getting something that's new and modern and sleek and "
D,Task,"Whether it's through the shape or the colours or all of that . "
D,Task,"Um for technologically innovative comm we've talked about the tracking device . "
D,Task,"We brought up the idea of having two pieces comm which we could discuss further . "
D,Task,"And Manuel had suggested um the energy source and the user interface comm discussing some of those comm um that we could change a little bit . "
D,Task,"We need to keep it simple comm have limited buttons comm "
D,Task,"which I think the two piece idea might be really beneficial for . "
D,Task,"Um we need to incorporate this fashion trend of fruits and vegetables . "
D,Task,"I don't know comm "
D,Task,"I mean I guess the two options are if we had our remote in the shape of a fruit or vegetable . "
C,Task,"Oh it was sort of banana shaped . "
D,Task,"Yeah . Yeah . Right . "
A,Task,"A banana shape ? "
D,Task,"Or with exterior designs . "
D,Task,"But my question is comm I mean the stereotypically speaking comm you kind of picture males with their remote controls comm "
D,Task,"and I'm not sure how they'd feel about having fruity logos on the outside . "
D,Task,"So maybe we could have something that's somewhat removable comm "
D,Task,"or I don't know comm different options for female comm male target groups . "
D,Task,"And then the spongy feel . "
D,Task,"I guess we could look at mobile phones and other technology that's out there . "
D,Task,"C and look at different types of material that might please our users who want spongy-feeling remote controls . "
D,Task,"So that's that . "
