Speaker,DialogAct,Text
C,Other,"Oops "
C,Task,"That's as far as it goes . "
A,Other,"Hi guys "
A,Other,"uh good morning everybody here . "
A,Other,"And uh I want to introduce myself comm "
A,Task,"uh my name is uh Shrida Daseri "
A,Task,"and uh I'm a project manager for this new project which we are going to discuss now . "
A,Task,"So I want to introduce first of all uh the names and the colleagues here . "
A,Task,"And what you're uh drawing ? "
B,Task,"Uh sure "
B,Task,"my name is Agnes "
B,Task,"and I'm an user usability user interface designer . "
D,Task,"My name is Ed "
D,Task,"and I do accounting . "
A,Elicit,"Uh how you spell your name uh ? "
D,Task,"E_D_ . "
A,Other,"E_D_ okay . "
D,Minor,"Mm . "
A,Task,"And ? "
C,Elicit,"Do you also do marketing ? "
D,Task,"No . "
A,Elicit,"So only accounting ? "
D,Task,"Accounting comm yes . "
A,Minor,"Okay . "
A,Task,"And ? "
C,Task,"And I'm Christine comm "
A,Minor,"Mm-hmm . "
C,Task,"and my role in this uh scenario is to be the industrial designer . "
A,Other,"Industrial designer . "
C,Task,"But I'm not really one . "
A,Elicit,"So who is uh marketing comm nobody in the market "
D,Task,"Marketing is uh comm is me . "
A,Task,"It's you comm okay . "
A,Other,"So thanks for coming for the meeting first of all comm "
A,Task,"and uh we have a long time comm just twenty-five minutes to discuss about uh this project and the the project initiation . "
A,Task,"First of all I want to ask uh Mister Ed about your uh marketing plan and your product plan and uh "
D,Task,"Well I think that we'll see that throughout the day in how we're going to put this together as a marketing to to market the product . "
D,Task,"We'll have to see on a through discussion on where we're gonna go from here and from with this . "
A,Other,"Mm-hmm "
A,Elicit,"but uh do you already have like a functional design or a technical design or "
D,Task,"Uh for the moment not yet . "
A,Task,"Oh for the moment not yet comm okay comm "
A,Minor,"but uh what's what's your uh "
A,Elicit,"do you have some project plan comm something with you or "
D,Task,"Good question . "
D,Task,"No comm "
D,Task,"this is like I said that we have to be discussed between all of us and we'll go from there . "
D,Task,"We'll have to simply we'll have to work on it together . "
A,Minor,"Mm-hmm . "
A,Other,"Okay comm "
A,Elicit,"so uh by when you think you can uh give me some kind of uh project plan comm okay comm "
A,Minor,"a discussion with uh "
D,Task,"Certainly by the next meeting . "
A,Task,"By next meeting comm okay that will be great . "
A,Minor,"Uh Okay comm "
A,Elicit,"so there's any questions or uh first of all about uh this project ? "
C,Elicit,"What is the goal of the project ? "
A,Task,"Uh the goal of the project I think maybe I'll uh hand out to the Ed comm okay comm "
A,Task,"so to explain uh what is the project because he's in the sales and the accounting . "
D,Task,"I'm in the sales I'm supposed to explain them what to do . "
D,Task,"We have to define exactly what our product is comm from uh "
A,Task,"Yes comm "
A,Task,"so can you explain uh what exactly the product is ? "
D,Task,"From what I had in mind we're supposed to be marketing coffee comm "
D,Elicit,"is that right ? "
A,Task,"Oh I think uh comm if I'm not wrong comm we're making the remote control . "
B,Minor,"Um I was wondering "
D,Other,"Remote controls comm "
D,Task,"'cause I had two different things . "
D,Task,"I had a first part of mine was to make a remote control for a new f remote control for television comm "
D,Task,"and afterward I had a discussion about coffee so "
A,Minor,"Yes . "
D,Task,"we'll start with the remote control for television then . "
D,Task,"So we're have to design something that is very user friendly . "
A,Minor,"Mm-hmm . "
B,Minor,"Mm-hmm . "
D,Task,"Something uh visual that has something that will will draw people to buy the product comm "
A,Minor,"Mm-hmm . "
D,Task,"because I think everybody's experienced with uh remote controls comm "
D,Task,"and some remote controls are are worth uh throwing out the window . "
D,Minor,"Uh th most of them ar "
