Speaker,DialogAct,Text
A,Task,"Right first time this time . "
A,Other,"Nu "
A,Other,"There we go . "
A,Task,"It's not that complicated comm "
A,Task,"but I get it wrong every time . "
D,Minor,"Okay so "
D,Elicit,"we are just waiting for Matthew . "
A,Task,"For Matthew comm yep . "
B,Task,"Mm . "
B,Minor,"Uh So "
B,Task,"I suggest we start the meeting uh without Matthew uh "
A,Task,"Mm-hmm . "
D,Task,"Mm 'kay . "
B,Task,"he's uh obviously late for some reason . "
B,Minor,"Good . Um . "
B,Task,"Today uh we will uh talk about uh conceptual design . "
B,Task,"I hope uh you both did some uh some work uh concerning a uh conceptual design . "
A,Minor,"Mm-hmm . "
B,Task,"Um this will be the uh agenda for the meeting uh . "
B,Task,"Uh I will take some minutes uh again . "
A,Minor,"Mm-hmm . "
B,Task,"Um we will have the presentations of y of you different team members comm "
A,Task,"Yep . "
D,Task,"Yep . "
B,Task,"and then try to come to decisions uh about the concepts uh you have presented . "
B,Minor,"So "
B,Minor,"and that uh will uh "
D,Minor,"Mm-hmm . "
B,Task,"we have some uh forty minutes uh to complete this uh . "
A,Minor,"Mm-hmm . "
B,Minor,"So um "
B,Minor,"who has the fir "
B,Elicit,"do you ha Anna do you have your presentation ready ? "
A,Task,"I have a presentation comm "
A,Minor,"I'm just making this "
D,Minor,"Yeah "
D,Task,"I think yeah the Matthew it is it's important that Matthew yeah is here "
B,Other,"Okay . "
D,Task,"because it's really a a team uh project with a team "
B,Minor,"Ah "
B,Task,"there is Matthew . "
D,Task,"and if someone is not here then we cannot "
C,Other,"Sorry . "
D,Task,"but it's okay it's good . "
A,Minor,"Okay "
A,Other,"I'll just email you this file comm my presentation . "
B,Minor,"So . "
B,Task,"Good . "
B,Elicit,"Do presentation ready ? "
A,Task,"Mm-hmm "
A,Task,"I'm just emailing it to you . "
B,Other,"Oh okay . "
C,Other,"So "
B,Minor,"So "
B,Elicit,"did you manage uh "
C,Task,"Yeah "
C,Task,"I sent you the slides comm "
C,Elicit,"you didn't see them ? "
B,Task,"Oh yes I see him comm good yes . "
C,Minor,"Okay . "
B,Other,"No . "
C,Minor,". "
C,Other,"So "
C,Other,"'Kay . "
A,Task,"Okay it should've gone through to you . "
B,Task,"Okay mm yes I have it . "
A,Minor,"Mm-hmm . Okay so "
