Speaker,DialogAct,Text
A,Elicit,"Okay ? "
A,Other,"Good afternoon . "
A,Other,"Hope you have good lunch . "
C,Other,"Afternoon . "
B,Other,"Hi . "
C,Task,"Yeah comm "
C,Task,"we had falafel . "
A,Task,"Oh . Nice . "
A,Elicit,"And you ? "
B,Task,"Uh comm yes comm I had something similar but non-vegetarian . "
A,Minor,"Okay . "
A,Task,"So today is um our third meeting . "
A,Task,"It will be about the conceptual design uh . "
A,Other,"If I come back to uh the minutes of the last meetings "
A,Task,"um . We decided not to go for speech recognition technologies because of some reasons "
A,Task,"and we are not decided about u the use of L_C_D_ screen on on the remote control because of costs . "
A,Task,"So maybe we cou wi will be able to clarify this this question to today . "
A,Task,"Uh at the end of the meeting we should take decision on that point . "
A,Task,"So I hope uh that your respective pr presentations uh will help us . "
A,Task,"So each of you have some presentatio presentation to perform "
A,Elicit,"um who starts ? "
D,Other,"Okay comm . "
A,Task,"So marketing . "
A,Minor,"So you are "
A,Elicit,"you saved your y your presentation somewhere ? "
D,Task,"Yep . "
A,Elicit,"So you're four ? "
D,Task,"Four comm yeah . "
A,Task,"Which is trend watch . "
A,Minor,"Okay . "
A,Task,"Mr Marketing Experts . "
D,Task,"Yeah that's me . "
A,Minor,"So "
D,Minor,"Uh . Well I investigate the preference more d "
D,Task,"I investigate deeper the preference of the users . "
D,Minor,"Uh so the the current investigation th uh th uh "
D,Other,"sorry "
D,Minor,"the current "
D,Minor,"the n "
D,Elicit,"current trends ? "
B,Task,"Yeah . "
D,Elicit,"Yeah ? "
A,Minor,"Mm-hmm . "
D,Task,"Okay . "
D,Minor,"Okay . "
D,Minor,"Well wha what I found "
D,Task,"um can you "
A,Elicit,"Next slide ? "
D,Task,"Yeah . "
A,Task,"Yeah . "
D,Other,"Thank you . "
D,Task,"What I found in order of importance from less to more important is that people want an easy to use device . "
D,Task,"After they they want something new technologic technologically speaking comm "
D,Minor,"but the most "
D,Task,"what they what they find more more interesting comm more or more important it's uh a fancy look and feel instead of uh instead of the current the current trend which was f the functional look and feel . "
D,Task,"So now more more cool aspect comm ma more a cooler aspect uh rather than a device with many functions and many buttons with "
D,Task,"instead of i instead of ha of a device which can do many things comm a device which is pleasant to to watch comm to see . "
A,Minor,"Okay . "
D,Minor,"Uh also "
D,Minor,"Well in in Euro in in Paris and and Milan the "
D,Task,"in Paris and in Paris and Milan the the current trend of uh of clothes comm furniture and all this "
D,Task,"all this fashion it's it's fruit and the the the theme is fruit and vegetables . "
A,Minor,"Mm . "
D,Task,"And also in the in the U_S_A_ the the current the mor the most popular feeling it's it's a spongy . "
D,Task,"Spongy means eponge ? "
C,Minor,"Mm-hmm . "
D,Task,"So maybe we should we should think in in this direction comm so "
B,Elicit,"What what do you mean by fruit and vegetables and spongy ? "
B,Elicit,"What you mean clothe "
C,Minor,"Spongy means it it's like sp "
D,Minor,"Fruit vegetables is the the new "
