Speaker,DialogAct,Text
B,Task,"Okay . "
B,Task,"Yeah . That's okay . That's okay . "
B,Task,"Okay . "
A,Elicit,"Am I starting now ? "
A,Elicit,"Anytime ? "
A,Other,"Oh sorry . "
A,Minor,"'Kay comm um . Alright comm "
A,Other,"welcome back fro to the second meeting . "
A,Task,"And um I hope you had a productive last thirty minutes . "
A,Minor,"Um comm and um comm "
A,Other,"I'll be taking minutes on this one comm "
A,Task,"and um Being hooked up to the PowerPoint for this meeting isn't very necessary for uh myself comm "
A,Task,"because it'll be more about uh comm what you guys are bringing to the meeting today . "
A,Minor,"Um comm so comm "
A,Task,"the first presentation we'll be looking at is Poppy's presentation . "
A,Minor,"And comm um "
A,Minor,"So comm "
A,Other,"sorry ? "
A,Minor,"So comm um comm "
A,Task,"take it away Poppy . "
B,Other,"Okay . "
B,Elicit,"Um comm do I need to "
A,Task,"It's comm it's plugged in . "
A,Minor,"So comm um "
B,Other,"plugged in . "
C,Task,"F_ eight comm w . Function F_ eight . "
B,Other,"F_ okay . Function F_ eight . "
B,Other,"Sorry about this guys . "
A,Task,"No problem . "
B,Task,"'Kay . "
B,Other,"is on . "
B,Minor,"Right . "
B,Minor,"Okay . "
B,Other,"I will take this time just to apologise . "
B,Task,"I comm I only comm uh comm received my emails later on . 'Cause I was too busy carried away doing my own thing comm "
B,Task,"which is not obviously not a very good part of a team-working thing . "
B,Task,"But there we go . "
A,Task,"I'm sure it's fine . "
B,Task,"Um comm so I was looking at how we're going to go about the working design comm "
B,Task,"and what we actually need to do comm "
B,Task,"and what the remote control needs to do . "
B,Task,"And it needs to um allow a person to have a portable desi device comm so they can control the television from wherever they are . "
B,Task,"They don't need to actually manually touch the television set . "
B,Task,"So comm it gives them much more flexibility comm and allows them to be where they want to be . "
B,Minor,"Um comm from "
B,Task,"Uh comm on a functional side of things comm we found out that wh from our previous meeting comm we decided that there're certain points that will make our product unique . "
B,Task,"Um comm one is the visibility in the dark comm "
B,Task,"which was um Genevieve's idea . "
B,Task,"So we need to think about how we could bring this in um technically . "
B,Task,"And we could use illuminated buttons comm "
B,Task,"which we are all familiar with when we're using a mobile phone comm or um something fam familiar . "
B,Task,"A automatically comm um lights up at first touch . "
B,Task,"Or we could use fluorescent materials "
B,Task,"which would just um take in the light during the day comm and then as soon as they go off they would glow in the dark . "
B,Task,"Um comm also we could use um an alarm . "
B,Task,"So if we lost the um remote control comm perhaps there could be a button on the television set itself comm which you could press comm "
B,Task,"and then an alarm from the handset would sound where it was comm hopefully in the room . "
B,Task,"Maybe behind a cushion or somewhere . "
B,Task,"Um comm so that would work . "
B,Minor,"Um comm "
B,Other,"oop . "
B,Other,"Go back there . "
B,Task,"Um comm another thing I think we d missed out on on the last meeting was the fact that we should consider the environmental impact of our design . "
B,Task,"Um comm from previous researches I've carried out on other projects comm um we've learnt about smart materials where um um specific alloys of metals have a shape memory . "
B,Task,"So they can be heated and um and cooled comm and they change the shape of um the metal . "
B,Task,"So comm for example comm a screw that's holding something together could expand and it would force all the components apart . "
B,Task,"So um comm the benefits of this for our product would be that when it came to the end of its product life comm if it was heated comm um everything would spring apart . "
B,Task,"So comm all the um individual components could be easily separated comm and then some could be reused comm some could be recycled comm "
B,Task,"and I think that would be very important for products now . "
B,Task,"Especially 'cause there's much uh responsibility for all the um companies who are coming up with like new designs . "
B,Minor,"'Cause all comm "
B,Task,"we all know that our resources are being limited comm "
B,Task,"and we have to be very environmentally conscious . "
A,Task,"Right comm um comm "
A,Task,"one question . "
B,Task,"Yeah . "
A,Elicit,"This comm um comm self-destructible uh metal comm it allows for recycling materials ? "
B,Minor,"Um "
A,Elicit,"So that comm um comm someone could have this product for as long as they felt that they wanted it comm and then once they contribute it comm then that company can break down the part comm the parts better ? "
B,Minor,"And then "
B,Task,"Yeah . "
B,Task,"Yeah "
B,Minor,"they would comm "
B,Task,"um you would make the comm the product as you normally would comm "
B,Task,"apart from the comm the bits that hold it all together would be made out of this shape-memory alloy . "
B,Task,"And that's the part that would um allow all the other parts to be separated at the end . "
B,Task,"I mean comm the user would return the p product to the company comm "
B,Task,"'cause it's the product's responsibility to get rid of what they've made . "
B,Task,"Um comm and then the company could then just use comm make use of this shape-memory alloys to split up the components comm "
A,Minor,"Yeah . "
B,Task,"and then either reuse some bits comm "
B,Task,"and other bits which are obviously gonna wear out with time comm or not usable comm they might be like be able to put into scrap metal . "
B,Task,"Something like the case comm if it's scratched or something comm you would want to reuse it comm but you might be able to melt it down and reuse it again somewhere else . "
A,Minor,"Mm-hmm . "
A,Elicit,"Would we be the company that would break down these comm or uh metals ? "
A,Elicit,"Or would we contribute to another group ? "
B,Minor,"You could "
