Speaker,DialogAct,Text
C,Other,"Okay . "
D,Task,"Or you get it . "
D,Task,"Okay . "
C,Task,"No I don't think so "
C,Task,"it has to be like that "
C,Task,"yeah "
C,Task,"and you have to adjust the length . "
C,Other,"Okay comm and then . "
B,Minor,"So "
B,Task,"we uh we will wait for Anna comm a few minutes . "
C,Task,"Yeah comm s yeah comm um . "
D,Other,"Mm . "
D,Task,"Yours is well "
C,Task,"I think you can put anywhere you want comm actually . "
D,Minor,"Yeah "
C,Minor,"I thin "
D,Task,"but the the mic should not "
C,Task,"It's not a directional mic comm anyway . "
B,Task,"I think it should work like this . "
C,Other,"Uh . "
B,Other,"So I will try to get my presentation running . "
D,Other,"Yeah . "
C,Other,"Yeah . "
B,Other,"Mm . "
D,Minor,"Mm . "
D,Task,"Can't help you with that . "
C,Other,"Last . "
B,Other,"It's no matter . "
D,Task,"Okay comm "
D,Minor,"it's y "
D,Task,"yeah . "
B,Other,"No problem . "
B,Minor,"Ah "
B,Task,"yes . "
D,Other,"Right . "
C,Task,"Okay . "
D,Task,"Then press uh al "
C,Task,"Okay . "
D,Task,"This . "
B,Other,"I don't know . "
D,Elicit,"You know ? "
B,Task,"Just try . "
C,Task,"'Kay . "
B,Minor,"On this normal "
D,Task,"Oh oh . "
C,Task,"Alt F_ five . "
B,Task,"Good . "
B,Task,"Doesn't appear on the screen here . "
D,Other,"Right well "
B,Other,"Oh . "
D,Task,"Wow . Amazing . "
D,Task,"It's working . "
B,Task,"Okay . "
B,Other,"Thank you . Uh . "
A,Other,"Hold that . "
B,Minor,"Yes "
B,Task,"and you can put can clip it uh on your "
A,Task,"Okay . "
B,Task,"Somewhere . "
A,Task,"Okay . Mm . "
B,Minor,"So comm "
B,Other,"good morning comm everyone . "
B,Minor,"Um "
B,Other,"Welcome at uh at the kick off meeting of our uh latest project . "
B,Elicit,"I hope you all have been uh updated about it . "
D,Task,"Yeah . "
B,Task,"Good . "
C,Other,"So . Yes . "
B,Minor,"So "
B,Task,"w we will try to structure this uh meeting with an a with an agenda uh as presented here . "
B,Task,"Um after the opening we will tr get acquainted to each other . "
B,Task,"See what our roles are in this project . "
B,Minor,"So comm um "
B,Task,"We have been provided with uh some uh w technical tools to uh to communicate and to well comm learn from each other's plans "
B,Other,"uh as I can say "
B,Minor,"um so "
B,Task,"w we will also try to uh to get acquainted to this tools "
B,Minor,"so "
B,Task,"they are also new to me "
B,Task,"I don't know whether you worked with them before . "
B,Task,"Um then we will come to the uh to the to the actual project plan . "
B,Elicit,"You all know I hope how it's about uh the uh new r remote control we are going going to design . "
A,Task,"Mm-hmm . "
C,Task,"Total . "
B,Task,"Uh then we will uh discuss "
B,Elicit,"uh comm well comm how it should be "
B,Elicit,"and uh wh what uh what our new product should look lite like . "
B,Task,"And uh well then uh after some twenty five minutes I hope uh we can end this meeting . "
B,Minor,"So . Um "
B,Task,"basically this is about a uh a new c remote control . Um "
B,Minor,"We "
B,Task,"When you design a new product you of uh you of course want it to be original . "
B,Minor,"Be uh "
B,Task,"we want to be distinguished comm "
B,Elicit,"mm ? "
B,Task,"People uh want to uh when they look at the shelf want to think comm well that's the product I I need . "
B,Task,"So it needs to be trendy . "
B,Task,"I mean trendy is what people want comm "
B,Task,"so then I w they will buy our product . "
B,Task,"But then comm uh comm it also should work uh user friendly "
B,Task,"and uh otherwise people uh uh well it will not be uh be rated very well in consumer uh articles and like that . "
B,Minor,"So comm "
B,Task,"the general outline of uh new project will be we first uh go through a functional design phase . Um "
B,Task,"You all get uh um certain task uh in this uh in this phase "
B,Task,"and uh then we will meet again "
B,Task,"and uh discuss this functional design . "
B,Task,"And the same holds for the uh ph two phases uh after this comm the conceptual design and after that a a more detailed design "
B,Task,"in which the the final project should get its definite shape . "
B,Minor,"Alright comm "
B,Task,"but first we will do some uh tool training . "
B,Task,"In all in front of you uh you see uh the uh notebooks and w uh n note blocks "
B,Task,"and we have here a a a a white-board . "
C,Minor,"Whitebo "
A,Minor,"Mm-hmm . "
B,Minor,"And um well it should work uh "
B,Task,"I've read it from my uh from some colleague that it should work with some kind of toolbar . "
B,Task,"I didn't find out yet how it work comm "
B,Elicit,"but maybe one of you did comm so Um "
D,Task,"Under documents in the shared folder . "
D,Task,"Okay . "
B,Other,"Yes . "
B,Elicit,"Do Do we have to say something about that ? "
B,Task,"I I I'm not fully updated about this shared folder uh . "
D,Minor,"Yeah comm "
D,Task,"I guess we'll have a shared folder uh with documents that we can share . "
D,Minor,"And uh comm yeah . "
B,Minor,"Yes well "
B,Task,"we will then find out ho how it works . "
D,Task,"Yes . "
B,Minor,"Um . Well comm "
B,Task,"this seems to me comm yes comm some computer program "
B,Task,"but I didn't find it yet . "
B,Minor,"So comm "
B,Task,"we'll come to that later . "
B,Minor,"So comm uh "
B,Task,"now we will try out the white-board we have here . "
B,Minor,"So comm "
B,Task,"I would suggest uh "
D,Task,"Each of us is going . "
B,Minor,"Well comm "
B,Task,"yes comm "
B,Task,"um we uh we should try to t to draw on it "
B,Task,"and then well it should be smart some way . "
B,Task,"I I'm not really sure how this works comm but "
D,Minor,"Okay comm "
D,Other,"shall I start ? "
A,Task,"Mm . Yeah . "
C,Task,"Yeah comm "
C,Task,"you can start it you know . "
B,Task,"Yes comm "
B,Task,"a good idea Mael . "
A,Task,"I think for us it's just like a normal whiteboard comm "
A,Task,"but they'll be recording what we write down . "
D,Minor,"So comm "
D,Minor,"i "
C,Minor,"No "
C,Task,"they will record through that . "
C,Task,"There's a sensor over there "
A,Minor,"Mm . Mm . "
C,Task,"which is going to record the strokes that you make . "
A,Task,"But for us it's just like a normal whiteboard . "
B,Other,"Okay . "
C,Task,"Yeah . "
B,Other,"'Kay . "
D,Minor,"But it's "
D,Task,"Actually comm I think I cannot go with uh "
B,Minor,"You you "
B,Elicit,"D doesn't it work ? "
B,Minor,"Maybe someo "
B,Task,"Maybe maybe Anna comm maybe you can start . "
A,Minor,"Mm-hmm . "
D,Task,"Yeah . "
B,Task,"Then he can maybe find out to get his cord right . "
A,Other,"I have to draw . "
B,Minor,"So um "
B,Minor,"L "
B,Task,"Why don't you draw uh your favourite animal on on th on the white-board . "
A,Other,"M my my favourite animal . "
A,Other,"Sorry "
A,Task,"this is all tangled up here . "
B,Other,"Oh comm I see uh "
A,Task,"That's better . "
C,Minor,"Yeah . "
B,Other,"Yeah . Yes . Mm . "
B,Task,"So draw it . "
B,Other,"We will try to guess what it is . "
A,Minor,"Mm-hmm . "
A,Other,"I'm a very bad drawer . "
A,Task,"Weird . "
A,Task,"Um . You're not gonna be able to guess from my drawing . "
A,Other,"I'm a bad drawer . "
A,Task,"Okay . "
B,Other,"Mm . "
A,Task,"They're ears comm by the way . "
C,Task,"'s a cat . "
A,Elicit,"No . "
A,Task,"Um close though . "
A,Minor,"Okay so "
A,Task,"like a pet animal . "
D,Other,"Okay . "
A,Task,"Like a cat . "
C,Other,"Yeah . "
B,Task,"It's like a cat comm "
B,Task,"so I guess it's a cat . "
A,Task,"No comm "
A,Task,"not a cat though . "
B,Other,"What is this now ? "
C,Other,"Ah you forget about it . "
D,Elicit,"You're on the knife . "
C,Task,"Yeah comm "
C,Task,"uh I think it's fine . "
C,Other,"I just don't want to carry it off . "
C,Task,"Man comm this wires comm "
C,Elicit,"eh ? "
C,Task,"We need a wireless microphone . "
C,Elicit,"You know ? "
C,Minor,"Pro specially we should "
C,Task,"next project we should take l like that . "
B,Minor,"So comm "
A,Minor,"Okay . So . "
B,Task,"that's the cat . "
A,Task,"It's not a cat comm "
B,Other,"Oh . "
A,Task,"it's a dog . "
C,Minor,"So . "
D,Other,"Mael . "
B,Other,"It's a dog . "
A,Task,"Yes . "
B,Minor,"So "
B,Task,"but that's also kind of cat comm "
