Speaker,DialogAct,Text
A,Elicit,"Alright ? "
A,Minor,"Alright . "
A,Other,"Thank you for coming to this third meeting of the uh uh design group . "
A,Task,"Um I think we uh made some definite progress at the last one "
A,Task,"um and come up with some interesting uh uh w suggestions for our our new remote control . "
A,Other,"Um I'll again very quickly uh just present some notes of that meeting . "
A,Task,"Um the the the problem with existing remote controls comm we felt comm was that they're ugly "
A,Task,"um and that people are prepared to pay a premium for something better . "
A,Task,"Um they've got lots of buttons on them "
A,Task,"that uh people don't use "
A,Task,"and find difficult to learn . "
A,Task,"Um and people lose them . "
A,Task,"And We we thought that f for our our new uh uh remote control that everybody will want to rush out and buy comm "
A,Task,"um that we're we should look at speech recognition rather than r rather than buttons comm "
A,Task,"and that if we have any buttons they should be very few of them and only for those functions that are actually identified that that people use . "
A,Minor,"That "
A,Task,"um we want to go for uh a long lasting battery "
A,Task,"that we gua we guarantee for the life of the uh uh the product "
A,Task,"and a shape that will be instantly recognisable comm A_ um as uh a trendy remote control comm and and B_ as uh a Real Reaction product . "
A,Task,"So that w uh when people are uh happy with that comm they will they will want to buy uh everything else from us . Uh "
A,Minor,"Okay . So "
A,Task,"again um comm I'll we'll have the three three presentations from the the the three of you "
A,Task,"and then uh we'll we'll make a a final a final uh decision . "
A,Task,"Um and the the decisions that we need to to make today comm finally comm are um what energy source we want to use comm "
A,Elicit,"whether i it is practical to use uh um a a a long lasting one . "
A,Task,"And uh I I think our discussion was around the fact that uh if we're gonna go for uh a long lasting power supply comm then basically it's uh sealed for life "
A,Task,"and uh if anybody does manage to run one down comm we'll we'll give them another one . "
A,Task,"And uh it it'll be uh comm you know comm prominently displayed as part of the th the advertising literature "
A,Task,"that it's um um comm you know comm for life comm guaranteed for life . "
A,Task,"Um now the the the internal chip "
A,Task,"um and uh this is where I need uh uh Kate's expert advice "
A,Task,"and given that th this has to to go to market as quickly as possible "
A,Elicit,"um d d do we go for a custom designed chip ? "
A,Elicit,"Or or do we buy one off the shelf and and programme it ourselves ? "
A,Minor,"Uh I mean "
A,Task,"I'm I'm I'm "
A,Task,"n not an expert on these things comm "
A,Task,"but presumably comm there must be loads of 'em already on the market that we can modify . "
A,Task,"But uh that that's uh that's your area of expertise . "
A,Task,"And then the uh comm you know comm the the overall design of the case uh is is is Kendra's field "
A,Task,"and uh "
A,Task,"we we had some discussions last time as as to uh how we might go forward "
A,Task,"and we'll we'll finalise those uh da today . "
A,Task,"Um and thi this is all linked in with the the the user interface comm "
A,Elicit,"whether we p um go for voice comm buttons comm or or a bit of both . "
A,Task,"Uh and then uh comm you know comm f for the next meeting Kate will be looking at the the the s the look comm feel and design comm "
A,Task,"Kendra the uh ho how the the user actually uses it "
A,Task,"and and Andrew of course the the product evaluation . "
A,Task,"And uh Kate and Kendra will be producing a a model for us to uh to look at . "
A,Minor,"Uh so comm "
A,Task,"if if we can have the the three presentations again please comm "
A,Task,"and uh um p perhaps you'd like to start uh k . "
B,Task,"Okay . Um "
A,Task,"Kate . "
A,Other,"Oh I'm sorry comm oh sorry . "
B,Other,"Um p there we go . "
B,Minor,"'Kay comm "
B,Other,"I'll just be talking about the components design . "
B,Minor,"And "
B,Minor,"Okay comm "
B,Task,"basically I just uh looked at what exactly do remotes do . "
B,Task,"Uh basically they wait for you to press a key or give a voice command "
B,Task,"and then this is translated uh into uh light signals "
B,Task,"which are then seen by the T_V_ . "
B,Task,"Uh the materials we're gonna need to look at uh the two big ones are the integrated circuit chip and the battery "
B,Task,"and the in integrated circuit chip uh works in conjunction with a a diode transistor or resonator comm uh two more resistors and a capacitor "
B,Task,"and the battery works in conjunction with a resistor and a capacitor . Um . "
B,Task,"Uh basically what happens is you'll press a number or give a voice command "
B,Task,"and this creates a a connection within the the remote "
B,Minor,"that allows the chip "
B,Task,"the chip then senses this connection "
B,Task,"and produces a signal in a Morse code format . "
B,Task,"This signal's sent to the transistor "
B,Task,"which amplifies it "
B,Task,"and then sends it on to the light emitting diode "
B,Minor,"and uh "
B,Task,"which is then trai changed into a infrared light "
B,Task,"which is sent to the T_V_ "
B,Task,"and sort of seen by the T_V_ "
B,Task,"and which uh changes the channels . "
B,Minor,"Um . Oh . Uh "
B,Other,"cool . "
B,Minor,"Uh so "
B,Task,"as for how we should end up uh using this in our remote uh t couple of main questions are the buttons . "
B,Task,"Uh y the fewer buttons you have comm I guess the fewer internal connections and internal codes you're gonna need . Um "
B,Task,"however uh to n not have buttons or to use a voice commands instead of buttons might make these connections more difficult "
B,Task,"and uh raise the production cost . "
B,Task,"That's something we should think about . "
B,Task,"Also we have to work within the company constraints comm "
B,Task,"and the company has informed me via email that uh they're experts at pushbuttons "
B,Task,"and that seems to be the most uh cost-effective way of producing it . "
B,Task,"Um also with battery connections the company has some limits on the batteries we can use comm "
B,Task,"so I was thinking perhaps a combination of solar cells with a back-up basic battery "
B,Task,"and somehow between the combination of that two we might be able to come up with something that uh will last the the lifetime or the five to ten years "
B,Task,"and we could still keep that original idea . "
B,Task,"Um we also need to look at the chips comm uh v custom-designed versus off the shelf comm "
B,Task,"and the custom-designed will give us much more flexibility "
B,Task,"and enable us to incorporate the voice function that we all uh seem to have agreed upon . "
B,Task,"Um comm however that's gonna cost more comm "
B,Task,"but uh the off the shelf is gonna be uh cheaper "
B,Task,"and it's gonna be allow us to produce it quicker and get out there faster comm "
B,Task,"but it's going to be less flexible with the features comm especially things like uh voice activation comm "
B,Task,"which haven't really been used much on remotes comm "
B,Task,"so there's not really chips out there that would be easy to uh to convert comm "
B,Task,"so if we were uh definitely gonna go with the the voice option we'd probably have to design um our own chip . "
B,Task,"And that pretty much sums it up . "
A,Minor,"Okay comm "
A,Minor,"so how um "
A,Other,"sorry comm "
B,Task,"Mm . Oh yep comm "
