Speaker,DialogAct,Text
B,Elicit,"Okay we all all set ? "
B,Minor,"Right . "
B,Task,"Well this is the uh final detailed design meeting . "
B,Task,"Um we're gonna discuss the look and feel design comm the user interface design comm and we're gonna evaluate the product . "
B,Task,"And the end result of this meeting has to be a decision on the details of this remote control comm "
B,Task,"like absolute final decision comm "
B,Task,"um and then I'm gonna have to specify the final design in the final report . "
B,Minor,"So um "
B,Other,"just from from last time to recap comm "
B,Task,"we said we were gonna have a snowman shaped remote control with no L_C_D_ display comm no need for talk-back comm "
B,Task,"it was hopefully gonna be kinetic power and battery uh with rubber buttons comm "
B,Task,"maybe backlighting the buttons with some internal L_E_D_s to shine through the casing comm "
B,Task,"um hopefully a jog-dial comm "
B,Task,"and incorporating the slogan somewhere as well . "
B,Elicit,"Anything I've missed ? "
A,Task,"No . "
B,Task,"Okay "
B,Minor,"um so uh "
B,Task,"if you want to present your prototype go ahead . "
D,Other,"Uh-oh . "
D,Task,"This is it ? "
A,Other,"Ninja Homer comm made in Japan . "
D,Task,"Um comm there are a few changes we've made . "
D,Task,"Um comm well look at the expense sheet comm and uh it turned to be quite a lot expensive to have open up and have lots of buttons and stuff inside comm "
B,Task,"Okay . "
B,Minor,"Mm . "
B,Minor,"Mm-hmm . "
D,Minor,"so instead we've um "
D,Task,"this is gonna be an L_C_D_ screen comm um just a a very very basic one comm "
D,Task,"very small um with access to the menu through the the scroll wheel and uh confirm "
D,Task,"um button . "
C,Minor,"Mm 'kay . "
D,Task,"Uh comm apart from that comm it's just pretty much the same as we discussed last time . "
A,Task,"And there isn't uh d it doesn't open up to the advanced functions ? "
A,Task,"the advanced functions are still hidden from you comm but they're hidden in the sense that um they're not in use . "
C,Elicit,"Where are they ? "
A,Task,"Um they're in the L_C_D_ panel and the jog-dial ? "
C,Other,"Ah comm right . "
A,Minor,"Okay 'cause "
C,Task,"Great . "
B,Elicit,"So w what kind of thing uh is gonna be "
A,Task,"The L_C_D_ panel just displays um functionally what you're doing . "
A,Task,"If you're using an advanced function right comm like um c brightness comm contrast comm whatever comm it will just say "
C,Minor,"Right . "
C,Minor,"Okay . "
A,Minor,"You know it's like "
A,Task,"it only has four columns comm it's a very simple L_C_D_ like comm "
C,Minor,"Right . "
A,Task,"whereas many the minimum amount we need that the user will automatically know like this is brightness or this is contrast . "
B,Minor,"Mm-hmm . "
C,Minor,"Right comm 'kay . "
B,Task,"Okay cool . "
A,Task,"It might even be one comm a bit more complex L_C_D_ panel with pictures like maybe the sun or the comm you know comm the the symbols of the various functions . "
C,Minor,"Okay "
C,Minor,"Mm-hmm comm "
B,Task,"Oh right okay . "
C,Elicit,"and what is this here ? "
B,Task,"Cool . "
A,Task,"That's a number pad . "
C,Minor,"Okay so the number pad is "
B,Elicit,"Where are we gonna have the slogan ? "
C,Task,"'Kay comm great . "
A,Task,"Um they're al along this "
D,Minor,"You know comm "
D,Task,"just like right inside there . "
A,Task,"Yeah . "
B,Task,"Okay cool . "
A,Task,"You have this space here comm "
A,Task,"and then you have this thing on the side as well comm or at the bottom . "
B,Task,"Okay . "
A,Task,"'Cause slogans are usually quite small comm right comm "
A,Task,"they're not like huge "
C,Minor,"Mm . "
A,Minor,"so they're s "
C,Minor,"Yep . "
A,Minor,"Say a button's about "
B,Minor,"Okay . "
C,Task,"Looks good . "
A,Task,"say a button's about this size comm right comm "
C,Minor,"Yep . "
A,Task,"so you would still have plenty of space for a slogan comm say even for that . "
C,Minor,"Mm-hmm . "
B,Elicit,"So if this isn't to scale comm what kind of dimensions are you thinking about here ? "
D,Task,"Well we want the other buttons to be big enough to push easily with a finger "
