Speaker,DialogAct,Text
D,Minor,".. . "
C,Minor,"Okay . "
C,Task,"So comm this is uh first meeting of this design project . "
C,Other,"Um and I um like to show you the agenda for the meeting comm "
C,Elicit,"I don't know if it was sent round to all of you . "
D,Minor,"Mm comm yeah . "
C,Task,"Maybe not . "
D,Task,"I didn't receive it yet . "
C,Minor,"Anyway comm "
C,Task,"this is the the plan for today's meeting "
C,Task,"is um firstly just to introduce the project briefly comm "
C,Task,"um although I'm sure you've actually got some of the information already . "
C,Task,"Then the main purpose is to so that we get to know each other a little bit more . "
A,Minor,"Mm-hmm . "
C,Task,"Um then we want to practice using some of the tools that we'll be using during the the course of the design project and the meetings comm "
C,Task,"um specifically the whiteboard over there . "
C,Task,"Um then we need to go through the specifics of our project plan um "
C,Minor,"and discuss "
C,Task,"come up with some preliminary ideas about it . "
C,Task,"And then that's it . "
C,Task,"So we've got twenty five minutes to do that comm "
C,Task,"that's until eleven twenty five . "
C,Elicit,"S so any any questions ? "
A,Minor,"so sh "
C,Minor,"Is i "
D,Task,"Not at this point . "
C,Task,"not at this point . "
A,Minor,". "
C,Task,"So this is our project . "
C,Task,"What we're aiming to do is to create a new remote control for a television . "
C,Task,"Um we want it to be something original comm something trendy and also something user friendly comm "
C,Task,"so it has to be quite intuitive that people are able to use this product . "
C,Task,"The method that we're going to use to complete the project comm that has three components as such . "
C,Task,"There's the functional design of the the remote control . "
C,Minor,"We're going "
C,Task,"the way we'll do that I think is to to work individually initially "
C,Task,"and then come together for meetings to to work on that . "
C,Task,"Um similarly with the conceptual design comm "
C,Task,"we'll start off by working individually with our own expertise on our own laptops "
C,Task,"and then we'll bring what we've done together . "
C,Task,"Um and then the detailed design will come after that . "
C,Task,"We'll pull it all together . "
A,Task,"I'm a bit confused about uh what's the difference between the functional design and conceptual design ? "
A,Elicit,"Uh i is it just uh more detail comm uh as I understand it ? "
C,Task,"I think it th w we're talking the the functional design is more your um area of things where you'll be "
C,Task,"we want to look at what functions we need in the remote control "
C,Task,"and what what specific things it it has to do "
A,Other,"Right . "
C,Task,"but the conceptual design is um perhaps bigger than that "
C,Task,"and includes the how people are going to use it and and that kind of thing . "
A,Task,"How how it will be done . "
A,Minor,"So "
A,Elicit,"whe where do we identify the components of our uh product ? "
A,Minor,"Uh "
A,Minor,"I think it's it's in the conceptual design phase that we identify the "
A,Elicit,"it's in the conceptual design phase that we identify the components of our product ? "
C,Task,"Um I think we'll we'll start that initially with the functional design already but then "
A,Task,"Okay . "
C,Other,"yeah . "
C,Task,"Okay comm so that's just a brief overview of the p the the project itself . "
C,Task,"Um what I'd like us to do now is simultaneously introduce ourselves and start using some of the tools that we're using for for the project comm "
C,Task,"specifically the whiteboard . "
A,Minor,"Hmm . "
C,Minor,"So "
C,Task,"each person in turn comm I'd like us to go up to the whiteboard comm "
C,Task,"the pen's just underneath it there "
C,Task,"and draw your favourite animal "
