Speaker,DialogAct,Text
A,Minor,"Hmm hmm hmm . "
B,Minor,"Are we "
B,Elicit,"we're not allowed to dim the lights so people can see that a bit better ? "
A,Minor,"Yeah . "
B,Task,"Okay comm that's fine . "
B,Elicit,"Am I supposed to be standing up there ? "
D,Elicit,"So we've got both of these clipped on ? "
B,Minor,"Okay . "
D,Task,"She gonna answer me or not ? "
B,Minor,"Yeah comm I've got "
D,Task,"Right comm both of them comm okay . "
B,Task,"Yes . "
D,Other,"God . "
D,Other,"Jesus comm it's gonna fall off . "
A,Minor,"Okay . Yep comm yep . "
A,Minor,"Okay . "
B,Minor,"Okay . "
A,Minor,"Tu tu tu tu "
B,Other,"Hello everybody . "
A,Other,"Hi comm good morning . "
B,Task,"Um I'm Sarah comm "
B,Task,"the Project Manager "
B,Task,"and this is our first meeting comm surprisingly enough . "
B,Task,"Okay comm this is our agenda comm um "
B,Task,"we will do some stuff comm "
B,Task,"get to know each other a bit better to feel more comfortable with each other . "
B,Task,"Um then we'll go do tool training comm "
B,Task,"talk about the project plan comm "
B,Task,"discuss our own ideas and everything um "
B,Task,"and we've got twenty five minutes to do that comm "
B,Other,"as far as I can understand . "
B,Task,"Now comm we're developing a remote control which you probably already know . "
B,Task,"Um comm we want it to be original comm "
B,Task,"something that's uh people haven't thought of comm "
B,Task,"that's not out in the shops comm "
B,Task,"um comm trendy comm "
B,Task,"appealing to a wide market comm "
B,Task,"but you know comm not a hunk of metal comm "
B,Task,"and user-friendly comm "
B,Task,"grannies to kids comm maybe even pooches should be able to use it . "
B,Task,"Okay comm um comm first is the functional design comm "
B,Task,"um this is where we all go off and do our individual work comm "
B,Task,"um what needs need to be fulfilled by the product comm "
B,Task,"um what effects the product has to have "
B,Task,"and how it's actually going to do that . "
B,Task,"Um comm conceptual design comm "
B,Task,"what we're thinking comm "
B,Task,"how it's gonna go "
B,Task,"and then the detailed design comm "
B,Task,"how we're actually gonna put it into practice and make it work . "
A,Minor,"'Kay . "
B,Minor,"Okay comm right . "
B,Task,"We're gonna practice with the pens "
B,Task,"and draw our favourite animal on the white board comm "
B,Other,"I'll go first comm "
B,Task,"and um sum up the characteristics of that animal . "
B,Minor,"So "
A,Minor,"Oops . "
B,Other,"Okay comm I'll leave space for everyone else . Um "
B,Other,"What's missing ? "
B,Task,"We're running out of blue . "
B,Minor,"Okay . "
B,Task,"I'm not gonna ask you to guess comm "
B,Task,"I'm going to tell you that's supposed to be a tiger . "
A,Minor,"Mm . "
B,Task,"And I see them as majestic comm and independent comm and proud . "
A,Other,"Oh sorry . "
A,Minor,"Mm-hmm . "
B,Elicit,"Now comm who would like to go next ? "
A,Other,"Yeah comm me . "
B,Task,"'Kay . "
A,Minor,"Cat . "
A,Elicit,"Where did this come from ? "
B,Elicit,"Is that your lapel then ? "
A,Task,"Uh comm yep . "
B,Other,"There you go . "
A,Other,"Thank you . "
A,Elicit,"Uh comm maybe you can guess what I'm trying to make ? "
D,Task,"A kind of dog ? "
A,Task,"Yep . "
A,Task,"It's actually sitting comm so "
D,Other,"Sorry ? "
C,Task,"It's sitting down . "
A,Task,"it's sitting comm it's not standing . "
D,Minor,"Uh . "
A,Task,"Okay comm I see it as one thing it's very supportive . "
A,Task,"It's your best friend "
A,Task,"and your you can talk to a dog comm "
A,Task,"it can be your best friend comm "
A,Task,"it doesn't discriminate between you comm based on what you are . "
A,Task,"Second it's loyal "
A,Task,"and third thing it's got intuition . "
A,Task,"dogs can som sometimes can make out between a thief and a person "
D,Minor,"Mm-hmm . "
A,Task,"so basically these are the three unique features I think belong to a dog . "
B,Other,"Okay comm thank you . "
A,Other,"Thank you . "
C,Other,"Yeah I'll have a go . "
A,Minor,"Okay . "
A,Other,"Sorry . "
D,Other,"Please comm please leave me a space at the bottom comm "
C,Other,"Thanks . "
D,Other,"I'm little comm "
C,Task,"Alright comm okay . "
D,Task,"you can get to the top comm with standing on a chair . "
C,Task,"Well since you guys have chosen the ones I wanted to do comm I'll have to have to go for something a bit random . "
B,Task,"Okay . "
A,Elicit,"Does it look like a dog actually ? "
C,Task,"And also comm my drawing skill isn't that great so comm yeah . "
B,Task,"Well comm as you can see comm the quality of the work today is um "
A,Minor,"Mm . "
D,Task,"I think it's outstandingly good . "
C,Task,"Okay comm now I'm gonna have to change what is was originally gonna be "
C,Task,"because that looks like a beak now comm so . "
D,Task,"Crocodile ? "
B,Task,"Gonna be a bird . "
C,Task,"Yeah comm it can be a crocodile comm it can be a crocodile . "
B,Minor,"Is it gonna be "
C,Minor,"Well it was it was an at first "
B,Task,"it's gonna be a bird . "
C,Task,"firstly it was an attempt at a T_ Rex "
C,Task,"and then it sort of changed into a pelican "
D,Minor,"O "
C,Task,"but it can be a crocodile now actually . "
B,Task,"That's lovely . "
C,Task,"Yeah and uh I'll have to think on the spot of uh things that it is . Um "
D,Minor,"Beauti that's "
C,Task,"uh scary comm "
C,Task,"uh strong comm "
C,Task,"yeah that's about it I think . "
B,Task,"Okay it's fine . "
D,Minor,"Okay . "
D,Task,"Um comm I'm very impressed with your artistic skills comm "
C,Minor,"Uh uh "
D,Task,"mine's are dreadful . "
D,Task,"Oops this is now coming apart comm "
D,Other,"let me just put the top in . "
C,Minor,"Wo "
D,Other,"I hope that clicks in comm "
D,Other,"I'll just I'll hold it on comm okay . "
D,Other,"Oops comm oh dear comm "
D,Elicit,"what happened there ? "
B,Other,"Technical help . "
D,Task,"Hopefully that'll stay on comm "
C,Minor,"Hmm . "
D,Task,"two-handed version . "
C,Minor,"Okay . "
D,Minor,"Okay comm uh "
D,Task,"Again this is off the top of my head comm "
D,Task,"I was gonna do a big cat too comm um . "
C,Minor,"Uh "
D,Other,"Oh dear comm "
B,Minor,"Hmm . "
D,Task,"it doesn't look what like what I want it to be . "
C,Minor,"S "
D,Minor,"Uh . "
C,Minor,"Uh "
D,Task,"It's not a vampire bat honestly . "
B,Minor,"Okay comm yeah . "
D,Task,"Uh and somewhere there's a body behind . "
C,Task,"Okay comm some sort of bird "
D,Minor,"That's my dreadful "
D,Task,"that's the worst yet comm "
D,Minor,"that's "
D,Task,"it's meant to be an eagle "
B,Minor,"A seagu "
C,Task,"Ah eagle comm right okay . "
A,Task,"Eagle comm okay . "
B,Task,"right comm "
B,Task,"not a seagull . "
D,Task,"you can tell it's a flying animal "
D,Task,"could have been a seagull comm "
D,Task,"I never thought of a seagull . "
D,Task,"An eagle comm um again I'm thinking on my feet goodness . "
D,Task,"I suppose they're all so independent comm "
D,Other,"I'd put that one down again . "
D,Other,"Da dum um . "
C,Task,"They're good at golf . "
D,Other,"Indepen independent comm right comm "
D,Elicit,"did you say they're good at golf ? "
C,Task,"Yeah comm "
D,Elicit,"Are they ? "
C,Task,"no yeah comm "
B,Task,"Eagle . "
D,Other,"Oh . Oh right comm okay comm "
C,Task,"an eagle . "
D,Task,"I'm not good at golf . "
D,Task,"I'd say they're quite free-spirited comm flying around everywhere comm doing their own thing . "
D,Task,"And uh comm birds of prey aren't they comm "
D,Other,"oh dear comm "
B,Minor,"Mm-hmm . "
D,Task,"intrepid . I'll put that comm intrepid . "
D,Task,"There we go comm "
B,Task,"That's lovely . "
D,Task,"hope that pen's gonna be okay . "
D,Other,"Whoops . "
B,Minor,"Okay . "
B,Task,"That was fun comm "
B,Minor,"right . "
B,Task,"Um finance-wise comm we've got a selling price at twenty five Euros comm "
B,Task,"which I don't actually know what that is in Pounds comm at all . "
B,Elicit,"Any ideas ? "
C,Minor,"It's about "
