Speaker,DialogAct,Text
A,Other,"Wouldn't wanna be Project Manager . "
A,Other,"Uh comm what we going to do . "
A,Other,"Um comm once again I'm uh gonna take minutes . "
A,Task,"So comm um no presentation for me . "
A,Task,"Uh comm first we have a prototype presentation by G_ and G_ . "
B,Other,"Yo . "
D,Task,"J_ and J_ . "
A,Task,"Afterwards some uh "
A,Minor,"eval eval evalu "
C,Task,"Evaluation . "
D,Task,"Evaluation . "
B,Task,"Evaluation criteria . "
A,Task,"evaluation "
A,Other,"s sorry . "
A,Task,"Uh evaluation crit criteria . "
A,Task,"Uh comm in combination with the finance I um uh I received uh a an uh an Excel uh file "
D,Minor,"Hmm . "
A,Task,"which we have to fill in later on . "
A,Other,"Um comm you see . "
A,Task,"Uh comm and then we must see uh if we uh stay under the twelve and a half Euro . "
D,Other,"Hmm . Interesting . "
D,Task,"Ah comm okay . "
A,Minor,"So comm that's uh that's a big "
B,Other,"Oops . "
D,Task,"Cool . "
C,Task,"Mm-hmm . That's gonna be t problem . "
A,Minor,"l so let's uh wait it uh um "
B,Minor,"Some creative uh "
A,Minor,"we have we have must uh comm "
A,Task,"we must have uh some time for that uh because it will be uh yeah comm quite a lot of mathematics . "
B,Minor,"Oh . Yeah . "
A,Task,"And after that comm uh uh an evaluation of uh the process how we uh how we have done it here with the SMARTboard comm with the with our laptops comm with the all uh all this . "
A,Task,"And uh afterwards comm uh we closing . "
A,Task,"Once again comm forty minutes comm "
A,Task,"so uh let's start . "
B,Minor,"Ok okay . "
A,Task,"I would g give the word to um G_ and G_ for the prototype presentation . "
B,Other,"Shall I give a short introduction and then uh "
C,Task,"Yeah comm well sure . "
D,Task,"J_ and J_ . "
B,Minor,"Okay . "
A,Task,"J_ and J_ . "
D,Other,"Jane and Jane . "
B,Other,"J_ and J_ comm okay . "
D,Task,"'Kay guys comm take it away . "
C,Other,"Hi . "
B,Other,"Take it away . "
B,Task,"Um comm this was our first concept . "
B,Task,"We decided to use a single touch-screen . "
B,Task,"So comm we've worked out this concepts comm "
B,Task,"how to how to hold it comm where to put the buttons and and stuff . "
B,Task,"And um comm well comm we began with uh with a form of shape comm that is uh is easy to hold w in one hand comm left or right handed . "
B,Task,"So comm we made i it a little bit less thick "
B,Task,"and uh it has some ar artistic meaning . "
B,Other,"No ? "
B,Task,"This uh isn't nothing . "
B,Task,"Idea maybe uh is better . "
B,Task,"Um well comm during the meeting I showed you the concept of uh placing the buttons on top comm usable with your thumb comm "
B,Task,"and uh the menu structure comm uh if necessary comm with your other hand comm "
B,Task,"so it's just gonna hold it easily . "
B,Task,"And it has to be acce accessible with your uh other hand too comm of course . "
B,Task,"So we began uh working out a concept . "
C,Task,"Yeah comm uh well comm and as you saw comm we would just have the basic remote with the panel L_C_D_ uh screen . "
C,Task,"Well comm these would be the main buttons comm "
C,Task,"h you could uh change them later on in your own profile if you want to . "
C,Task,"But comm well it's standard they will be delivered with this kind of uh set-up . "
C,Task,"We have the more advanced menu uh setting right here . "
C,Task,"We have the sub-menus and stu stuff . "
C,Task,"We made a top oh comm or a front view . "
C,Task,"Just so like you wanna uh back view . "
C,Task,"As you can see comm this uh there comm there are uh two uh weird bumps in it . "
C,Task,"This is for uh the added uh effect of uh well uh y youth and dynamic . "
C,Task,"And uh this is for the artistic effect . "
C,Other,"Well comm what we figured is uh we'll show you a picture later on "
C,Task,"you have more b a better idea after that . "
C,Task,"But comm idea is for to stay in balance with these two uh with these two . "
D,Minor,"Hmm . "
C,Task,"And so when you put it on the table comm it will just lay down . "
C,Task,"It won't uh roll around or stuff . "
C,Task,"But it will lie more in your hand like an old telephone maybe comm "
C,Task,"or like these old uh phones . "
A,Minor,"Mm . "
C,Task,"Y you you may get the idea . "
C,Task,"So thi this is about uh how we figured it should be . "
C,Task,"The s panel we g you would hide with some more uh rubber layers comm "
C,Task,"like we discussed early on . "
C,Task,"Uh comm you would s you wouldn't see the uh straight panel comm but more fluidly and round . "
B,Task,"Yeah comm "
B,Task,"the panel just uh of course goes like this . "
C,Task,"Yeah . "
B,Task,"But the overlaying layer is uh a little bit uh curved and stuff . "
D,Task,"Okay . "
A,Task,"No comm okay . "
C,Task,"And uh comm in these bumps you could actually uh put some electronics "
C,Minor,"uh that would "
C,Task,"you can make a more thinner uh design comm "
D,Minor,"Yeah . "
C,Task,"and that would actually look very nice comm yeah . "
B,Minor,"Yeah . "
C,Minor,"And uh comm about the colour comm what have "
B,Minor,"Yeah . "
B,Task,"Oh comm we added that this um can be held with your hands for this "
B,Task,"maximum is om yeah comm one and a half centimetres . "
B,Task,"So comm you have room here for your battery "
B,Task,"and maybe even other um electronic chips . "
B,Task,"S and you can just be the the layer of the touchscreen and some have some wires underneath it to make it as uh thin as possible in the middle for good grip . "
D,Minor,"Okay . "
D,Minor,"Hmm . "
C,Elicit,"Yeah comm f uh comm as colours comm do you do you have the picture in uh "
B,Task,"Yeah . "
C,Task,"Oh yeah . "
C,Task,"Now comm well this is the idea about uh the bumps . "
C,Task,"Uh comm you can see there's a v a very uh youthful uh dynamic uh exterior . "
C,Minor,"It uh "
C,Task,"you just want to hold it you uh you are young and uh dynamic like us . "
D,Minor,"'S l "
D,Task,"it's like an uh Easter egg . "
C,Task,"Yeah comm it's like an e but this is for children . "
B,Minor,"Yeah . "
C,Task,"We we want a more adult version . "
C,Task,"But comm this is like a remote control for children . "
A,Other,"It's called a weemote "
C,Other,". A weemote . "
D,Other,"Weemote . "
C,Task,"Yeah . "
A,Other,"Weemote . "
C,Other,"Hey comm that's actually a brilliant uh marketing stand . "
C,Minor,"Uh comm but "
B,Minor,"Yeah . "
D,Other,"Wait what I w got in mind . "
C,Task,"So this actually basic the idea . "
C,Task,"We we just want to build a more uh adult vers adult version of of this . "
D,Minor,"Mm-hmm . "
