Speaker,DialogAct,Text
A,Elicit,"Did you get my email with the slides ? "
A,Task,"Ah . "
A,Task,"Tricky . "
C,Other,"I guess I have to change the pen "
C,Task,"otherwise . Will be completely different . "
A,Task,"Dunno . "
A,Task,"Maybe they're supposed the pen's supposed to go over the seats . "
A,Task,"Might be seat floor rather than person . "
A,Task,"Yeah comm "
A,Task,"put it back . "
C,Task,"Yeah . "
C,Elicit,"And do you think it's . "
A,Task,"Yep . "
A,Task,"Yeah . "
A,Task,"Jo's making faces at me . "
B,Minor,"Okay . "
C,Other,"Yeah . "
B,Minor,"So . "
B,Task,"Matthew is uh late again . "
A,Minor,"Mm-hmm . "
B,Other,"Probably an important man . "
B,Minor,"Um . So well "
B,Task,"it is important for him to be here uh . "
C,Task,"Yeah . "
C,Minor,"So what can you ? "
B,Minor,"He he he "
B,Elicit,"You did work together didn't you ? "
C,Task,"Yeah we will yeah comm "
C,Task,"so I will be able to to summarize uh our meeting comm "
C,Task,"but still I think uh it would be in very important if the uh as um main designer . I think we can put on the here . "
B,Minor,"Yes . "
B,Task,"Yes . Yes . "
C,Minor,"Uh basically w yeah "
C,Task,"we we designed the two uh items . "
B,Other,"Mm . Um yes "
C,Elicit,"Um comm can we have a phone comm "
B,Minor,"but w we "
C,Minor,"can someone "
B,Task,"Yes comm maybe we should phone him . "
C,Task,"it's really w well designed . "
B,Minor,"Um well Um comm "
A,Task,"Mm . "
A,Other,"Mm comm object tracking . "
B,Task,"when he is not here "
B,Task,"we will just we just have to continue . "
B,Minor,"Um so "
C,Minor,"Yeah . "
B,Task,"just for record I I will take uh notes again . "
A,Other,"Okay . "
B,Minor,"And um well "
B,Task,"first thing uh I was uh uh I got an email from uh from my superior again "
B,Task,"that we really should stay within the budget of the uh twelve Euro and fifty cents . "
C,Minor,"'Kay . "
B,Task,"when you stay in it's good comm "
B,Task,"when you don't stay in you have to redesign . "
B,Task,"There is no uh no negotiation uh possible in this matter . "
B,Task,"So we have to consider that . "
C,Task,"Yep . "
B,Other,"Good . "
B,Minor,"Um so "
B,Task,"maybe Anna comm you can have your presentation . "
A,Minor,"Well "
A,Task,"we can't no "
A,Task,"we can't do evaluation 'til we have a design . "
B,Minor,"Okay "
B,Other,"Matthew . Nice uh you are here . "
C,Other,"Great . "
B,Other,"Great . Great . "
B,Minor,"Oh "
B,Task,"ma maybe then you can start now with mm presenting your uh your designs . "
C,Task,"Yep . "
C,Minor,"So "
C,Other,"I will start by the the basic one "
C,Task,"that uh fits into uh eight Euros actually comm right comm seven eight Euros comm "
A,Minor,"Mm-hmm . "
C,Minor,"and uh well "
C,Task,"first for both they have um a special shape comm "
C,Task,"maybe the designer can uh explain better than me comm "
C,Task,"but uh it's like a surf board . "
C,Task,"And you you are supposed to surf to browse to surf T_V_ comm maybe the web comm "
A,Other,"Mm 'kay . "
C,Task,"and uh it's kind of interesting shape "
C,Task,"because um unconsciously people want to s to surf when they see this stuff . "
D,Task,"Or browse . "
C,Task,"And also it's not too far from um a mobile . "
B,Minor,"Mm . "
A,Minor,"Mm-hmm . "
C,Task,"So people are used to that kind of shape comm "
D,Minor,"Mm . "
A,Minor,"Mm-hmm . "
C,Elicit,"right . "
C,Task,"Don't take care too much about the colour "
C,Minor,"because w "
C,Task,"yeah "
D,Task,"Now we are supposed to give some oper offers right now . "
C,Minor,"we don't take "
C,Task,"yeah . "
C,Minor,"So "
C,Task,"here would be basically the the the infrared uh uh led "
B,Task,"Eye . "
A,Minor,"Mm-hmm . "
D,Task,"I yeah . "
C,Task,"yeah L_A_ L_A_ L_E_D_ comm "
D,Task,"L_E_D_ . "
C,Task,"the on-off button comm in red . "
A,Minor,"Mm-hmm . "
C,Task,"Here would be the volume . On the on the left comm "
A,Other,"Oh yeah . "
B,Minor,"Uh-huh . "
D,Minor,"Mm-hmm comm hmm . "
C,Minor,"okay comm so "
C,Task,"easy to turn on t and off . "
B,Minor,"Yes . "
C,Minor,"And um so "
C,Task,"this is a very cheap version "
C,Minor,"so there are "
C,Task,"maybe you can carry on uh Matthew . "
D,Task,"Also so you have uh uh browsing the channels comm actually "
D,Task,"so you can go up and down the channels comm "
A,Minor,"Mm-hmm . "
A,Minor,"Yeah . "
D,Task,"uh comm if you have a video or something you can forward comm back . "
C,Elicit,"How can you change from V_C_R_ to uh T_V_ comm by the way ? "
D,Minor,"Oh "
D,Task,"no no no comm "
D,Minor,"this is a single this "
D,Task,"this is a model with just the T_V_ one . "
C,Other,"Okay yeah . Yeah yeah . "
D,Task,"No no "
B,Other,"Ah comm okay . "
D,Minor,"just "
D,Other,"sorry comm "
D,Task,"this is a standard T_V_ one comm "
D,Task,"we are not talking about that . "
D,Minor,"So "
D,Task,"and then we have usually there twelve keys "
D,Task,"but we know that we rel that we have only ten digits . "
A,Minor,"Mm-hmm . "
D,Task,"The extra two are for uh having or giving an option for uh having more than one channel . "
D,Task,"And the other one is for the teletext or something you want to browse through from that . Actually . "
C,Minor,"Yeah . "
B,Minor,"Mm-hmm . "
A,Minor,"Okay so "
A,Task,"it's it's t a very basic remote then comm "
