Speaker,DialogAct,Text
A,Task,"I just forgot their name comm "
A,Minor,"so uh "
A,Elicit,"you're "
A,Minor,"i "
A,Other,"sorry comm "
A,Task,"I just forgot them all . "
A,Minor,"So "
A,Other,"I have to write it down . "
D,Other,"Okay . "
A,Minor,"So "
D,Other,"Fine . "
A,Elicit,"Do you know them "
A,Minor,"or "
D,Elicit,"The names ? "
A,Task,"Yeah . "
D,Minor,"For for for my sur um "
A,Minor,"Yeah . "
D,Task,"Jens . "
A,Minor,"Yeah comm "
A,Task,"no comm "
A,Elicit,"but your b your surname . "
D,Task,"Uh Damman . D_ A_ W_ . "
A,Other,"W_O_ da . Okay . "
D,Task,"Uh uh M_ M_ . I mean M_ . Double M_ . "
A,Other,"Okay . "
A,Elicit,"And what's your name ? "
B,Task,"Paul Wiezer . Paul Wiezer . "
A,Elicit,"W_I_E_S_ z Z_ or S_ ? "
B,Task,"A_ E_ Z_ zee zee "
A,Other,"Uh uh zee . Okay . "
B,Task,"E_ R_ . "
A,Elicit,"What's your name ? "
C,Task,"Uh Martijn . "
A,Minor,"Yeah comm "
A,Elicit,"but your surname . "
C,Other,"What ? "
A,Elicit,"Your surname . "
C,Task,"Uh Abbing . A_ B_ B_ I_ N_ G_ . "
A,Other,"Okay comm "
A,Other,"thanks . "
C,Task,"I was a little short on time comm "
B,Minor,"Uh . "
A,Task,"Yeah comm me too comm "
C,Minor,"but "
A,Minor,"so that's not "
B,Task,"Yeah comm same here . "
A,Task,"No no no comm "
A,Minor,"I just fi first my "
D,Other,"Oh . "
D,Other,"Sorry . "
B,Minor,"Uh let's see . "
B,Elicit,"Which one was mine ? "
A,Minor,"So "
A,Task,"let's have a look comm "
A,Task,"we have forty minutes comm "
A,Task,"so it's it's more than enough . "
A,Task,"Okay comm perfect . "
A,Minor,"So "
A,Minor,"we have "
A,Other,"Oh no comm "
A,Elicit,"what's that ? "
A,Minor,"So so "
A,Task,"we have uh forty minutes for this uh for this second meeting comm "
A,Task,"and we have to make uh sure that we going t that we are sure comm that we are comm "
B,Task,"Good . "
A,Task,"that we know what we're going to make uh th what the product is going to like look like . "
A,Task,"Uh first I have the notes of the last meeting comm "
A,Other,"so I showed uh show them to you . "
A,Other,"Oh comm sorry about that comm "
A,Other,"I just escape this one . "
A,Elicit,"How do I escape this ? "
C,Other,"What ? "
A,Elicit,"How do I I escape this s uh presentation ? "
B,Task,"Uh left . "
C,Minor,"Uh "
A,Other,"Ah okay . "
C,Minor,"Just "
B,Minor,"So "
C,Task,"Yeah . "
A,Other,"And show comm "
A,Other,"sorry . "
A,Minor,"Okay comm so "
A,Task,"let's have a look s at this one . "
A,Minor,"Okay comm so "
A,Elicit,"the f the f the points we had last meeting was the um Should be a univ uh universal remote control "
A,Task,"No comm "
A,Minor,"that's I uh s "
A,Task,"I just got a email from the from the personal coach "
A,Task,"and it should be a T_V_ remote control only . "
A,Minor,"So "
A,Elicit,"have you changed that part ? "
B,Task,"Okay . "
D,Task,"Okay . "
A,Minor,"Um so yeah comm "
A,Task,"it still has to be uh f a r a remote control for kids and elderly . "
A,Task,"It's it's still the same . Um "
A,Task,"All these points uh we have to look at . "
A,Task,"You all know them . "
A,Task,"But uh there's another point . "
A,Task,"The um uh the main uh people of interest of this company are forty plus people . "
A,Task,"So they're old and not younger people . "
A,Task,"So we have to look at that as well . "
A,Task,"'Specially old people comm maybe bi bigger buttons or something comm "
A,Task,"I dunno . "
B,Minor,"Yeah comm okay . "
