Speaker,DialogAct,Text
D,Task,"Oh right okay . "
D,Other,"I cover myself up . "
A,Other,"I feel like Madonna with one of these on . "
A,Other,"I said I feel like Madonna with one of these on . "
D,Minor,". "
D,Task,"I've always wanted one of these comm I really have . "
D,Elicit,"Where do you buy 'em from ? "
D,Minor,"They're . "
A,Other,"Right . Hello everybody . "
C,Other,"Hello . "
A,Other,"Back again for another wonderful meeting . "
B,Minor,". "
A,Elicit,"Is uh everyone ready ? "
C,Task,"Yeah . "
D,Task,"Yeah . "
B,Task,"Almost . "
A,Task,"Okay comm "
A,Task,"we c we can hold on for a minute . "
D,Other,"Oh my gosh . "
A,Task,"I figured with the spam thing comm if you can't beat it comm join in . "
C,Task,"That's the kind of spam that everybody likes to receive . "
B,Task,"Mm 'kay . "
A,Elicit,"Are you ready ? "
A,Minor,"Okay comm right comm well comm "
A,Task,"I take it that you are all ready now . "
A,Task,"Um alright first off we'll just uh recap from our last meeting . "
A,Task,"Um which was we got together just to basically decide on well to talk about what it is that we were actually uh supposed to be doing comm "
A,Task,"and who we all are and stuff like that comm "
A,Task,"mm get bit more of an idea together of what's going on . "
A,Task,"Um what we are gonna talk about in this meeting is um "
A,Task,"now that we know what it is that we are doing comm now we know that it's a T_V_ remote and stuff "
A,Task,"and you guys have just been off doing some some uh R_ and D_ for that comm "
A,Task,"that's research and development for those that haven't heard that before comm "
D,Minor,"Mm-hmm . "
A,Task,"see I'm learning all sorts of new technologi terms in technology today . "
A,Task,"Um yeah comm we're gonna hear your uh th three little presentations comm "
A,Task,"whether they be on computer or on the whiteboard or whatever you want . "
C,Minor,"Hmm . "
C,Elicit,"Do you have any preference uh of order ? "
A,Minor,"Um I'd like to um hear "
A,Task,"o I'd like to hear who's g who's on the um from from uh Catherine actually first . "
A,Minor,"I want "
A,Task,"what I'd like to hear about is uh if we've finally decided on um what sort of energy we're gonna be using and "
D,Minor,"Batteries . "
C,Task,"I think she is still finishing her . "
B,Task,"No no no no comm it's fine I'm just preparing . "
A,Minor,"It's just that "
A,Task,"yeah comm let's let's hear from you first . "
C,Minor,"Hmm . "
B,Other,"Okay . "
B,Elicit,"Where is that thing ? "
C,Minor,"Okay comm it's uh "
D,Task,"It's here . "
B,Other,"Oh sorry comm couldn't see . "
B,Elicit,"Would that work ? "
A,Task,"Get yourself in position . "
D,Minor,"Ah . "
B,Other,"Okay comm so that's me again . "
B,Task,"Um so um for the energy sources we can have a basic battery comm "
B,Task,"a hand dynamo which is which was used uh in the fifties for torches comm "
B,Task,"if you remember that kind of "
B,Minor,"which wouldn't be v wouldn't be v v "
A,Task,"I don't think any of us remember the fifties . "
C,Elicit,"Is it like a crank thing or something . "
B,Task,"yeah comm yeah . "
B,Task,"It wouldn't be very fancy . "
B,Task,"You can have a kinetic provision of energy comm "
B,Task,"which is used on some watches these days . "
B,Task,"So if you have just a bit of gentle movement that it will give it the energy to work . "
D,Minor,"Mm . "
B,Task,"Or you can use solar cells comm "
B,Task,"but I'm not sure about that indoors comm really comm but "
C,Task,"Well comm there's sometimes combinations comm I mean comm like calculators do combinations of battery with but also using some solar power . "
B,Minor,"Yeah . "
A,Elicit,"Do sol solar panel things comm do they have to work from the sun or can they work from a light bulb ? "
D,Minor,"Mm . "
B,Task,"I dunno actually . "
A,Elicit,"Does anybody know ? "
C,Task,"Uh I think comm it has to be on the on the solar energy comm but I don't know . "
B,Task,"I dunno . "
B,Minor,"Um . "
B,Task,"Think the the uh what would cost the less would be the basic battery comm really . "
A,Minor,"Okay . "
D,Minor,"Mm . "
B,Task,"And uh if we want something fancier comm I think the kinetic provision of energy could be nice comm "
B,Task,"but I don't know if it's worth the cost . "
B,Task,"So we've got to discuss that . "
A,Minor,"Mm . "
A,Task,"Okay comm jolly good . "
B,Task,"For the case of the remotes itself comm um they can be a general case comm which is just a flat one . "
B,Task,"You can have uh a curved one or a double curved one comm "
B,Elicit,"if you know what I mean comm so "
A,Elicit,"What's a double curved one ? "
B,Task,"You know comm kind of more ergonomic comm that kind of suits the palm of your hand comm that kind of thing . "
B,Minor,"So "
A,Task,"Okay . "
B,Task,"Um then the case material itself comm so it can be uh uh either plastic or latex comm uh rubber comm wood comm or titanium . "
B,Task,"And th for each of them you have uh cases where for example titanium comm you can't use it for if you if we're choosing a double curved case comm we can't choose titanium . "
B,Task,"And if we are choosing um solar cells then we can't choose latex for the case material comm "
B,Task,"so we just have to take that into account . "
B,Task,"But if we're choosing just the flat case then we can go for anything . "
B,Task,"And I think we discussed earlier on the R_ S_ I_ problem thing comm so we could uh "
A,Task,"So that might be an idea of using the rubber comm "
B,Minor,"Yeah . "
A,Minor,"but then it should comm you know "
C,Task,"Let's have a squeezable remote . "
A,Task,"yeah . "
B,Task,"Yeah . "
B,Task,"And also it doesn't break as easily maybe comm "
B,Task,"I dunno "
A,Minor,"when a T_V_ programme's got one "
A,Task,"watching the match and your team's just lost comm you can fuzz it across the room and it'll bounce off the wall back at you . "
D,Minor,"Yeah . "
A,Task,"Yeah comm I like that idea . "
D,Minor,"Mm . "
B,Task,"So rubber would be Okay . "
D,Minor,"I think rubber's "
A,Elicit,"Rubber comm we're all we're all going we're all liking that idea ? "
A,Elicit,"You think you can market that ? "
D,Task,"But after my after my fashion thing comm I think you'll realise that rubber is more "
B,Minor,"Uh s so if d "
A,Task,"Ooh comm we like rubber comm ooh . "
D,Minor,"People . "
B,Task,"okay . "
B,Task,"And then there are the push-buttons comm "
B,Task,"so you can have basic push-buttons or a scroll-wheels comm like you have on a mouse comm "
B,Task,"um or you could have um L_C_D_ comm which gives you a display . "
B,Task,"Um scroll buttons comm as well . "
A,Minor,"Uh-huh . "
B,Task,"So if you use a rubber double curved case comm you must use rubber push-buttons . "
B,Task,"So if we're going for rubber then we have to decide for the case . "
B,Task,"Um and if we choose double curved then we have to go for rubber push-buttons . "
B,Task,"So it's a constraint . "
A,Task,"Well comm we're gonna go with I think we've decided that it's gonna be a rubber case so "
B,Elicit,"Yeah comm but is it a double curved one or not ? "
B,Task,"If it's not a double curved comm then we've got the choice for the push-buttons comm "
B,Task,"if it's a double curve comm we've gotta go for rubber push-buttons . "
B,Elicit,"If that makes sense . "
A,Elicit,"push buttons instead of the wheel ? "
B,Task,"Yeah . . "
C,Elicit,"If it's rubber comm isn't it malleable anyway comm "
C,Task,"it doesn't matter if it's double "
C,Elicit,"I mean isn't a rubber case comm mean it's completely flexed comm I mean comm it it flexes to whatever they want it to ? "
C,Elicit,"Mean so what's the difference between a normal rubber case and a rubble doub double rubber double curved case ? "
B,Task,"No comm but na le you see comm you've got comm okay comm the energy that's one thing comm "
A,Other,"rubble double double . "
A,Other,"I'll have a Big Mac comm please . "
B,Task,"then you have the case is uh comm whether it's flat or curved . "
B,Minor,"And that's "
B,Task,"we don't care if it's rub rubber or not comm "
B,Task,"but then we've decided that we going for rubber for the case material . "
B,Task,"So if we've chosen rub rubber and if now we have the choice for the case whether it's flat comm single curved or double curved . "
B,Task,"And I'm just saying if it if we choose it to be double curved then we need to go "
B,Task,"I dunno why comm "
B,Task,"but we need to go for uh rubber push-buttons . "
C,Minor,"Okay . "
B,Minor,"So comm either "
B,Task,"I dunno "
B,Task,"we just need to decide on the on the case . "
A,Task,"Let's have rubber push buttons comm hey . "
C,Task,"Okay . "
C,Task,"Go rubber . Go rubber the whole way . "
B,Other,"Let's go crazy . "
B,Other,"And then comm do I have a last slide ? "
B,Task,"Yes comm I do . "
B,Task,"Um so the push-buttons themselves they can be just simple or they can be "
B,Task,"so that's just the electronics between the but behind the push-buttons . "
A,Minor,"Yeah . "
B,Task,"Um and the price that go with it with it comm "
B,Task,"so the simple push-buttons are gonna be the cheapest . "
B,Task,"Uh if we get a scroll-wheel comm that's a higher price range . "
B,Task,"If we get an advanced chip which is um used for the L_C_D_ comm the display thing comm then that's even more expensive . "
A,Other,"Simple comm yeah . "
A,Other,"Chip on print . It's a bit . "
A,Other,"Okay comm uh what I'm not understanding here "
