Speaker,DialogAct,Text
A,Minor,"Right well . "
A,Other,"Welcome to the what should be the last of these meetings "
A,Task,"and uh it looks like we've uh done a good job here "
A,Task,"and uh we'll just go through the the final uh the final details . "
A,Minor,"Um okay comm "
A,Minor,"oh "
A,Task,"the um th the the minutes of the last meeting uh I think we'll take those as read comm um "
A,Minor,"Okay "
A,Task,"the um th the the next uh thing we we we'll have a look at the uh th have a look at the prototypes "
A,Task,"and uh look at the uh evaluation criteria and finance "
A,Task,"and then uh uh just tidy up with production "
A,Task,"and um and then we can close . Um "
A,Task,"So f if if you'd like to uh present your your proposals . "
B,Minor,"Uh okay "
B,Task,"we basically have the same kinda lay-out here "
B,Minor,"it's just um "
B,Task,"you hold it like this "
B,Task,"and it gets kinda moulded to the to the shape of your hand comm basically . "
B,Task,"Um on the left we've got the scroll for the volume comm "
B,Task,"on the right we have buttons for the channels up and down and that kinda "
B,Task,"so you can hold it and scroll comm "
B,Task,"or you can hold it and and push . "
B,Task,"Uh this is the power key comm "
B,Task,"um it's kinda like the biggest "
B,Task,"so you know how to turn on . "
A,Other,"Uh-huh . "
B,Task,"Uh that's the little menu key . "
B,Task,"This is the infra-red section "
B,Minor,"so you g "
B,Task,"it'll be sending rays "
B,Task,"and if you're you know pointing it like that it can send it comm "
A,Minor,"Yep comm "
B,Task,"or if you hold it up like that it'll send it . "
A,Minor,"yeah comm "
A,Minor,"good comm good . "
B,Task,"Uh we got a microphone there which for all the voice commands "
B,Task,"so you can you know talk to it like that "
A,Minor,"Uh-huh . "
B,Task,"and it'll still understand . "
A,Minor,"Yep comm "
A,Minor,"right . "
B,Task,"Um the logo is down down there um "
A,Minor,"Uh-huh . "
C,Minor,"Mm . "
C,Minor,"S "
B,Task,"and has the cover on it "
B,Minor,"and you can see like it just kinda goes "
B,Task,"the red bit's the cover "
B,Task,"and it kinda goes over everything "
A,Minor,"Yep comm "
B,Task,"and then there's holes for the buttons to come through . Um . "
A,Minor,"yep comm "
A,Minor,"mm-hmm . "
C,Task,"And so we figured it would be kind of you know a light weight plastic comm "
C,Task,"just kind of a light non-descript grey "
B,Minor,"Mm . "
A,Minor,"Uh-huh . "
A,Minor,"Yep yep . "
C,Task,"so that people'll wanna buy the covers "
A,Minor,"Yep . "
C,Task,"and then the covers will be that sort of rubbery material like they make iPod covers comm "
C,Task,"so they kinda just stretch over . "
B,Minor,"Mm . "
A,Other,"showing me age comm "
A,Elicit,"I don't know what i c iPod covers are like . "
C,Minor,"Yeah comm well "
C,Task,"I I didn't know that "
A,Other,"Yeah yeah . "
C,Minor,"but yeah they're kind of "
C,Task,"it's just kind of a rubbery "
A,Minor,"Uh-huh . "
C,Minor,"and that way "
B,Minor,"Yeah . "
C,Minor,"you know "
C,Task,"spongy like is something that people wanted "
A,Other,"Okay comm "
A,Minor,"yep comm "
A,Minor,"right . "
C,Task,"and it just sort of stretches over "
C,Task,"and that way I think probably helps protect it a little bit too as well "
B,Minor,"Mm-hmm . "
B,Task,"But it's also e e easier to put on versus like mobile covers "
C,Minor,"and "
A,Other,"Okay . "
B,Task,"you actually have to screw them on and stuff "
B,Task,"and you kinda sometimes have to get someone to do that for you . "
B,Task,"This is very much you should be able to stretch it over yourself "
A,Minor,"Yep . "
C,Task,"just kinda stretch it over "
B,Task,"and it'll be fine . "
A,Other,"Okay comm "
C,Task,"and it'll just stay on "
B,Minor,"Yeah . "
A,Task,"good yeah . "
C,Task,"and then the buttons come through "
B,Minor,"Yeah . "
C,Minor,"and so and then the "
C,Task,"each one of 'em on the very end will have the logo with the yellow circle and the R_R_ . "
A,Other,"Yep comm right . "
B,Minor,"Li "
B,Task,"that'll be the covers as well comm yeah yeah . "
C,Task,"Yeah . "
A,Other,"Yeah comm yeah . "
A,Minor,"I mean tha it's it's a detailed point comm "
A,Elicit,"I just wondered I mean h how will people put these down I wonder ? "
