Speaker,DialogAct,Text
A,Elicit,"Okay everybody is ready ? "
A,Other,"Good morning again . "
A,Task,"So comm today we are going to have a f second meeting . "
A,Other,"Oh Michael comm hi . "
B,Task,"Yep . "
A,Task,"You're late . "
A,Task,"You have a good reason for that ? "
B,Task,"Yes . "
A,Task,"Very good . "
A,Task,"Okay comm let's have a look to the agenda today . "
A,Task,"So comm we are going to have a meeting about the functional design . "
A,Other,"Um so first before starting I w just going to uh to go quickly to through the minutes of previous meeting . "
A,Task,"So uh basically we we are not decided if w we should go for a universal or specific uh uh remote control comm "
A,Task,"but I have new um new i inputs for about that topics . "
A,Other,"I goin I'm going to share with you . "
A,Task,"And uh basically we decided to um to uh go to individual actions for each of you "
A,Task,"uh so um Industrial Designer should wor was supposed to work on th on th on the working design . "
C,Minor,"Yep . "
A,Minor,"You showed us "
A,Elicit,"you ar you you prepare something for us ? "
C,Task,"Yeah . Yep . "
A,Task,"The U_I_ guy also uh work on that comm yeah comm "
A,Task,"and for the mar our Marketing Expert should deliver some specs . "
B,Minor,"Mm . "
A,Minor,"Alright so "
A,Task,"so we are going to go through three of your individual presentations . "
A,Task,"But first I would like quickly to uh to decide of to give a name to the project . "
A,Task,"So comm I just put d quickly Remo comm "
A,Task,"but if you have any o other names that we co could decide for just to to keep something fun for our project we we should we could discuss quickly . "
A,Elicit,"Any ideas ? "
C,Minor,"Mm-hmm . "
B,Task,"Uh the Powerstick . "
A,Task,"Powerstick comm yeah . "
A,Elicit,"What else ? "
A,Elicit,"What else ? "
D,Minor,"Uh . "
B,Task,"Maybe a Spanish name would work well . "
D,Minor,"Mm I was thinking of the "
B,Task,"Especially if we're selling into the U_S_ market becasue there's a lot of Spanish speakers there . "
B,Task,"Maybe something that sounds cool in English but sounds funny in Spanish . "
D,Task,"Mando . "
B,Other,"Mando . "
B,Elicit,"What is that ? "
A,Other,"Mango ? Mango ? "
D,Task,"Mando . "
A,Other,"Mando . "
A,Elicit,"M_A_ ? "
A,Elicit,"M_A_ ? "
D,Task,"A*_N_ yeah D_O . "
A,Other,"M_ D_O_ . "
A,Task,"Mm comm okay . "
D,Task,"It doesn't it doesn't sound cool for me comm "
A,Elicit,"What does it mean ? "
D,Minor,"but maybe for a Spanish for I for "
A,Other,"Oh . "
B,Elicit,"What does it mean in Spanish ? "
D,Task,"Control . "
B,Other,"Control . "
A,Task,"Hmm . Nice . "
B,Task,"Okay . "
B,Task,"'Cause it also like in English it sounds like you know the man's tool you know "
B,Task,"because you know men like to have control of the remote "
D,Minor,"But "
D,Minor,"mm comm yeah . "
B,Minor,"so it might "
D,Task,"Mando sounds Latino . "
B,Other,"The Mando . "
A,Minor,"Okay . "
A,Task,"So comm let's go for Mando ? "
A,Elicit,"Yeah ? No objection ? "
C,Task,"Yeah comm yeah . "
B,Task,"Yeah that's . "
A,Task,"Great . "
B,Minor,"And we could have some like you d "
A,Minor,"So "
B,Task,"you could have the fonts you know special comm "
B,Task,"so you have man in like in in uh in one o in one font and then the O_ as like "
A,Minor,"Okay comm I think this is "
B,Task,"Although you don't wanna cut uh cut women out of the uh potential buyers though comm "
A,Minor,"Okay . "
B,Elicit,"do you ? "
B,Minor,"So "
C,Task,"Yeah "
C,Task,"they are the most T_V_ watcher . "
C,Task,"So we should be careful . "
B,Minor,"Yeah . "
A,Task,"Okay comm I think this is more a question of of "
D,Minor,"But "
D,Minor,"yeah "
B,Task,"Marketing . "
D,Minor,"it uh "
A,Task,"I I think this is more a question of of look and feel . "
A,Task,"Something that should be addressed later "
A,Task,"We should we should go to other for the other topics . "
D,Task,"Yeah because if the product will be international "
B,Task,"Well that's the thing . "
B,Task,"We need to know who we're selling it to before we can really decide on a "
A,Task,"Yeah okay comm "
A,Task,"so let's stick f to Man Mando for the name "
B,Minor,"Um . "
A,Task,"and we'll see for the for the look and feel later . "
A,Task,"So let's go for the three presentations right now . "
A,Elicit,"So comm who want to start ? "
D,Other,"Maybe maybe I should uh start . "
A,Task,"So maybe we could start with the market comm yeah . "
D,Task,"Yeah . "
D,Minor,"Mm . Okay . "
A,Elicit,"Okay so I have your slides somewhere ? "
D,Task,"Yeah . "
D,Task,"Should be in participant four . "
A,Other,"Participant four . "
D,Task,"Yeah comm yeah . "
A,Elicit,"This one ? "
D,Minor,"Uh . "
A,Task,"S that's coming . "
A,Minor,"Uh "
B,Minor,"Yeah . "
C,Minor,"Yep . "
A,Task,"okay . Great . "
D,Other,"Okay so yeah I will I will give a brief outline about what I what I prepared for this meeting . "
A,Minor,"Mm-hmm . "
D,Task,"For the functional requirements and especially for the for the user requirements . "
D,Task,"I prepare a marketing report "
D,Task,"and we have to find the weaknesses and and the the improvements we could do to the current remote controls . "
D,Task,"And also I di I did a study with for the incorporation of new technologies "
D,Task,"it seems that the remote controls have been have remained the same for the last five comm ten years . "
D,Task,"There is no no significant difference between the the b the first new controls and "
A,Elicit,"Okay . "
D,Task,"Yeah . Yeah . "
A,Other,"Sh next slide ? "
A,Task,"Okay . "
D,Task,"Well more most of the people think that remote controls are ugly comm thoroughly . "
D,Task,"So and they they admit that the the they should uh s they would uh spend more money in a fancier remote control comm "
D,Task,"which is which is good and it's interesting point . "
D,Task,"Also the people are worried about about the R*_S_I_ disease comm "
D,Task,"which is if you repeat the sa the same movement comm which is not a with a not very appropriate device comm you you will have problems whe when you will get old . "
D,Task,"So s people are uh are worried about the the shape of the of the remote control . "
D,Minor,"They are also "
D,Task,"they get angry very often because they lost the remote control very often comm "
D,Task,"so I think it would be a good point to to l to to find a a solution to "
D,Task,"any beep any alarm or something incorporated to with the remote control every time it it get lost . "
A,Minor,"Mm-hmm . "
D,Minor,"And also I found that young people "
D,Task,"the the younger people are the more interested they are in incorporating new technologies in the in the remote control . "
A,Minor,"Okay . "
D,Task,"So in my opinion the Mando this Mando shouldn't be very small "
D,Task,"because the smaller it is comm the more like the the liklier it is to get lost . "
D,Elicit,"Liklier or more likely ? "
B,Task,"More likely . "
D,Other,"likely . Okay . "
D,Task,"Uh people also complain because they they they all have the same size of the buttons for buttons who w which are not very use "
D,Task,"like f uh memorising channels or or this kind of actions which are not very often "
D,Task,"but they they shouldn't they shouldn't have the same importance in the in the uh in the remote cont in the remote control . "
D,Task,"Also the z the design should fit the hand shape . "
D,Task,"So it may be interesting to to think in a in both prototypes comm for right and left handed people . "
B,Task,"Well th the on the thing is though comm most remote controls are used by more than one person . "
B,Task,"So unless you're kind of targeting single people you know you're gonna maybe "
D,Minor,"Yeah . "
B,Task,"cut out some a lot of your market . "
D,Task,"I dunno "
D,Task,"I th Anyway I think it could be int interesting to to release some a a small fraction of of this remote controls . "
C,Task,"Well maybe it could be a universal design . "
D,Other,"Sorry ? "
C,Task,"A universal design comm which is which is good for both the hands . "
D,Task,"Yeah . "
B,Elicit,"Still shaped for yeah for your hand but not for a particular hand comm right ? "
C,Elicit,"Yeah ? "
C,Task,"That's right comm whether it's left hand or right hand comm "
D,Minor,"Yeah . "
C,Elicit,"but but don't you think that the two points are clashing comm one thing you are saying design should fit the hand shape and it should not be very small ? "
D,Other,"Sorry ? "
C,Task,"The first and the third point comm they are clashing . "
B,Task,"Well it can still be a comm you can still extend past the hand . "
D,Minor,"Yeah . "
A,Minor,"Yeah . "
C,Task,"Okay . "
D,Minor,"Like uh "
B,Minor,"Uh . "
C,Task,"So fitting the hand doesn't mean much then . "
B,Task,"Well it means like comm this remote here is kind of is very thin and long so instead of having you know you might have it kind of a bit bigger "
C,Minor,"Mm-hmm mm-hmm . "
D,Minor,"Yeah comm like "
B,Task,"or comm you know comm with maybe some some finger molds or something . "
C,Minor,"Mm-hmm mm-hmm mm-hmm . "
C,Elicit,"So it means design should be similar to the traditional ones ? "
C,Elicit,"Little sleek comm longer ? "
D,Task,"No no "
C,Task,"And it should fit the hand . "
D,Task,"I was thinking of so like something "
A,Task,"Something with the shape of the palm ? "
D,Task,"yeah . "
C,Minor,"Mm-hmm mm-hmm mm-hmm . "
B,Task,"Some finger grips maybe . "
D,Minor,"Yeah . "
B,Task,"You could even have some buttons like you know on the sides and everything comm "
A,Task,"On the sides . "
D,Task,"Yeah yeah . "
