Speaker,DialogAct,Text
A,Minor,"So "
A,Task,"we are here to talk about functional design . "
A,Task,"Now hopefully we've all got a better idea from than we did f leaving the last meeting as to what it is we are up to now . "
A,Other,"So here's an agenda . "
A,Task,"Uh I'll open . "
A,Other,"Um you should know that I'll be taking minutes during all the meetings comm "
A,Task,"as I was struggling to our last time uh "
A,Task,"and that'll be easier for me now because I'm not actually giving the whole presentation . "
A,Task,"Uh the additional points are just the stuff that we sent and that I forwarded on from upper management having a few bright ideas to make our lives painful . "
A,Task,"Um now you can all give your presentations . "
A,Task,"We can talk about the requirements "
A,Task,"and hopefully come to some decisions . "
A,Task,"Right comm forty minutes for this meeting comm "
A,Task,"so a bit more time than the last one . "
A,Task,"Here's the additional points "
A,Elicit,"I just wanted to put those in there to see if you guys had any comments on them . "
A,Elicit,"Uh did you all receive that email ? "
B,Task,"Yep . "
D,Task,"Yeah . "
A,Elicit,"So does anyone have any overall "
D,Task,"Well uh what comes up for me is that if we're gonna if we're gonna be marketing a product that is going to be uh having no teletext comm people are very comfortable with the idea of having teletext and using teletext comm and so we're not we're gonna be a new product without something that people are very comfortable having right now . "
A,Minor,"Mm . "
A,Minor,"Mm . "
A,Minor,"Yep . "
D,Task,"So that's comm from a marketing perspective I I see I see a lack . "
A,Minor,"Mm . "
D,Task,"And so we have to go comm I think comm in the other direction . "
D,Elicit,"What are we gonna have that makes this thing better than "
A,Task,"Well tha that first point could uh also be an op opportunity "
A,Task,"because in seeing that teletext is becoming outdated comm some sort remote control that can work with the Internet there is the opportunity that's presented comm I guess . "
D,Task,"Right . Yeah . No comm I I agree with you . "
D,Task,"So what I'm talking about is I see that one side we're eliminating something so we have to come up with another side "
A,Minor,"Okay . "
D,Task,"which is comm what are we gonna be targeting our market uh that identifies our product as better than because it doesn't have teletext it has ta-ta-ta-ta-ta . "
D,Task,"So that's that's that was my reactions . "
A,Minor,"Okay . "
A,Minor,"Yeah . "
A,Task,"but but we are sort of being dictated that this should only be for the television . "
D,Minor,"Yeah yeah . "
A,Task,"So we're quite fixed . "
D,Minor,"Yep . "
A,Task,"So we're really probably comm in terms of marketing comm are looking for that's uh that's a cost winner rather than a fantastic new feature product . "
D,Task,"Okay . "
C,Task,"Yeah bu but we we're designing only the remote comm "
A,Minor,"Yeah . "
C,Task,"we not design the T_V_ . "
A,Minor,"Hmm . "
C,Task,"So uh we're gonna be removing the teletext out of any T_V_ that we people use our remote with . "
D,Minor,"Yeah . "
D,Minor,"'Kay . "
D,Task,"That's right . "
A,Minor,"Hmm . "
D,Minor,"I think we take with you . "
C,Task,"So it's kind of a stupid decision . "
A,Task,"But there's also the potential for mark there's a market here for our lost teletext . "
B,Minor,"Right . "
A,Task,"For example someone that just goes to the shop that wants a replacement wants it as cheap as possible . "
A,Task,"Twenty-five Euros is the selling price comm "
A,Task,"we really have to innovate here I guess . "
D,Task,"That's what I'm that's what I'm talking about is is that we have to find something that is gonna be very attractive about this product "
D,Task,"'cause somebody comm some people are gonna be hap unhappy "
D,Task,"'cause it took they can't ac access their teletext . "
A,Minor,"Mm . "
D,Minor,"Okay . "
D,Task,"'Cause we're talking about eighty percent or ninety percent or ninety-five percent of the televisions out there are are teletext . "
A,Minor,"K yeah . "
D,Task,"So so it's it's not that I'm criticizing the product at all . "
D,Task,"It's just when we eliminate that then what do we bring ? "
D,Task,"What are we bringing in to take the place of this comm "
D,Task,"and we have to d in my opinion we have to double up . "
A,Minor,"Mm 'kay . "
D,Task,"If we lose one we need to bring two or three . "
A,Minor,"Okay . "
A,Minor,"Okay "
A,Task,"I think that the last point is probably quite uh straightforward . "
A,Task,"Obviously the the w it has to be branded . "
C,Elicit,"So then the double R_ will be our our "
A,Minor,"'Kay . "
A,Task,"On the product yeah . "
B,Minor,"I think one of "
A,Elicit,"Can you handle that black and yellow ? "
C,Minor,"I tho I tho I thou "
C,Task,"I think Rol Ro Rolls-Royce might mind comm but don't worry . "
B,Task,"I think w comm yeah comm one of the things that we should also keep in mind um when we're doing this I mean our company's slogan is we put the fashion in electronics comm right . "
B,Task,"So I think our kind of our target here is to have some kind of very like sleek nice look remote "
B,Task,"and we want it to be functional as well comm "
B,Task,"but I think one of the main selling points is that we don't want it to be clunky like like this thing here . "
B,Task,"You know we don't wanna a big clunker . "
A,Minor,"Mm . "
B,Task,"We want something that looks nice and it's fashionable and so "
D,Elicit,"So you have this ? "
A,Task,"Nah . "
A,Task,"So we have three presentations comm "
A,Task,"and I think we'll go in order of participant number here . "
A,Task,"So we can have a look at the working design first from participant two . "
A,Minor,"That's "
C,Minor,"Yes . "
B,Task,"That's fine . "
A,Minor,"Okay . "
B,Minor,"Okay so "
A,Minor,"Mm it's enough . But uh click it on off ? "
B,Task,"so you all know me comm "
B,Task,"I'm the Industrial Designer . "
B,Task,"And we've some basic components that um our remote is gonna need comm "
B,Task,"just basically every remote'll need 'em . "
B,Task,"We need some kinda of power d power source . "
B,Task,"Um we have to decide on our our user interface comm which is his department comm "
B,Task,"but the in user interface is also a major component . "
B,Task,"Um we need a programmable digital signal processor to um to take the input from the user and translate that into uh into electronic signal comm which we pass to the infra-red L_E_D_ comm which you aim at the television uh which and it receives that signal . "
B,Task,"You need a on-off switch "
B,Task,"um I don't know how that got in there . "
B,Task,"And uh we also need to um have the if we want a universal remote we need to have encryption codes for the different makes of T_V_s . "
B,Task,"So we need to know all the different you know all the different signals "
B,Task,"and so that'll require some memory as well . "
B,Task,"Um so here's just a basic layout of how how the remote would work . "
B,Task,"You ha the v the power source is in the upper right-hand corner there comm "
B,Task,"and you can see that uh we have the user interface here which is connected to the chip which does all our signal processing comm "
B,Task,"and then passes that signal on to the infra-red L_E_D_ "
B,Task,"and that signal is then emitted and received by the television at the photo-transistor . "
B,Task,"So those are the basic components that need to go into this "
B,Task,"and everything else is pretty much uh open to move around . "
D,Elicit,"Now is would this be considered just a standard uh um "
B,Minor,"I think any des "
D,Task,"This is not this is not cutting edge technology we're talking here . "
D,Task,"We're talking about existing technology . "
B,Task,"No . "
B,Task,"Right "
B,Minor,"I think "
D,Task,"Nothing is being modified or upgraded or new discoveries . "
B,Task,"Yeah "
B,Task,"this is just this is just a basic layout of ev of all the components that w w are gonna be absolutely necessary f to have a working remote . "
B,Task,"We can add things in like if we wanted some voice recognition comm "
B,Task,"I mean that I mean that you can kinda say would would fall under the user interface and the digital signal processing chip . "
D,Minor,"Okay . Okay . "
A,Elicit,"Do we have an idea of costs of different components ? "
B,Task,"Um well the most the most costly components are gonna be the chip "
B,Minor,"and the uh th it could als "
B,Task,"basically the user interface and the casing are gonna be expensive as well . "
B,Task,"Um the L_E_D_ and the the transistors and everything else are you know they're they're pretty cheap . "
A,Minor,"'Kay . "
B,Task,"So depending on what we want our functionality to be comm um the chip could be expensive or it could be cheap . "
B,Task,"Um depending on the n amount of memory we need in there and stuff like that and h and h you know how much power . "
A,Minor,"Mm 'kay . "
A,Elicit,"Do we have any ballpark figures for that yet ? No . "
B,Task,"Uh I don't have any figures right now . "
A,Minor,"'Kay . "
B,Task,"We uh we have to wait until we get to a more specific design phase for that . "
A,Minor,"Yeah . "
D,Minor,"N okay . "
B,Task,"Um but and I think a significant part of the cost could be the actual the actual casing itself and and you know the the b the buttons and things like that comm I think . "
D,Minor,"Mm . "
D,Other,"Mm the shell ? "
B,Task,"Yeah . Basically yeah . "
D,Task,"Okay . "
A,Minor,"Okay . "
B,Minor,"So yeah . "
B,Task,"That's all I have really . "
A,Other,"Okay . Thanks . "
A,Task,"And we have participant three comm which I believe is Pedro . "
C,Minor,"I "
A,Task,"I can give you that to click on . "
C,Other,"Hey mouse . "
C,Other,"Open . "
A,Minor,"And you wanna get "
C,Other,"When we're fighting over it's also more lot more fun . "
A,Task,"View a slide show comm that's what you wanna do comm yeah ? "
A,Task,"Just go up to view . "
C,Minor,"Uh . "
B,Task,"Click comm don't Yeah . "
A,Minor,"Mm 'kay "
C,Task,"This doesn't work . "
C,Task,"So yeah function design . "
C,Task,"Um you guys know me comm Pedro comm and um "
C,Task,"what I found is we want to do fashion "
C,Task,"and I think comm honestly comm we should keep technology low and just simple basically "
C,Task,"and try to aim for design . "
C,Minor,"If "
C,Task,"basically a case will will cost the same if it looks good or bad "
C,Task,"so we ma we have to make it look good . "
C,Task,"Um something cute and small . "
C,Task,"The big chunky remotes are died in the eighties . "
C,Task,"So we should just go for something that people will like to actually look at . "
C,Task,"And um although mo most people will buy s televisions and everything for uh that have loads of loads of little functions and everything "
C,Task,"and they mostly end up using simple functions and little things "
C,Task,"and most the people won't won't get too mad of actually having to go the to the s to the television to comm for instance comm tune in their the stations . "
C,Task,"There's no need to have that in the remote . "
C,Minor,"So um "
C,Task,"um as for what I would recommend for uh the the interface design comm and uh I will change the colours on the on the logo comm but um we should go for the user-oriented device comm "
C,Task,"so simple controls and good ergonomics . "
C,Other,"Um and uh although I th I th I'm still here recommending the teletext so I'll remove that comm I guess comm "
C,Minor,"but um we should go for the "
A,Task,"But I t I think what the the management recommendation was less that there's a worry that teletext will become outdated rather than we shouldn't have it . "
A,Task,"So I I still think if it's cheap enough functionality-wise to include comm it really should be in there . "
B,Minor,"Mm-hmm . "
A,Minor,"Because otherwise we're just going to "
A,Task,"I mean even if it's necessary or not comm if you if you're given the choice between a t a remote with teletext or without uh when it really "
A,Task,"if it i if it isn't more expensive for us to k make because as far as I understand it comm it can be operated with the same set of buttons comm yeah ? "
B,Minor,"Right as far as "
A,Task,"So it should be in there . "
C,Minor,"Yeah . "
B,Task,"i it's just uh the cost of an extra button . "
B,Task,"I mean software-wise there's really no difference . "
A,Minor,"Yeah . "
A,Minor,"Okay . Isn't "
B,Minor,"I think . "
D,Other,"I have maybe a silly question . "
D,Task,"I in the very beginning it said with the with the advent of computers there's gonna be the it's gonna be out-moded teletext . "
D,Other,"I I don't understand how those two things are connected . "
D,Elicit,"How does how does computers and teletext h how why is one eliminating the need of the other ? "
D,Other,"I don't understand that . "
A,Task,"Well maybe what we're getting into here is the the idea of uh Internet through the T_V_ for example . "
A,Task,"So that might play on what we can do . "
C,Task,"Yeah "
C,Task,"the they're basically aiming at saying that you would use you know a couple of years ago teletext to be the easiest way to check like for uh uh the scheduling and the next programme and stuff like that "
B,Task,"Scheduling . "
B,Task,"Um to find out what what you're watching even if there's commercials you know . "
C,Minor,"and now "
C,Minor,"Yeah "
D,Minor,"Okay . "
C,Task,"and now you can c look it over Internet . "
C,Task,"But I still think teletext is way more convenient until until we have the same commodities . "
B,Minor,"I think I ha "
D,Task,"Yeah 'cause comm yeah comm "
B,Task,"I agree . "
D,Task,"I just I don't see the cross-over between computers and television . "
D,Task,"I mean I do see the cross-over in some sense comm "
D,Task,"but but but but with the the remote is is used for television comm okay . "
C,Task,"Yeah comm but it's not happen yet . Yeah . "
B,Minor,"Well for me "
A,Task,"Well you have digital T_V_ still already . "
D,Task,"So so if we make the cross-over and we're gonna view television on computers then we're then we're losing the the necessity of the remote . S "
B,Minor,"Yeah . "
B,Minor,"Unless you have a "
B,Minor,"Yeah . "
A,Task,"Well there there is a for example on digital T_V_ systems you have you can press a button and you can buy things in adverts comm "
A,Task,"and you can uh you can view through a catalogue for example . "
B,Minor,"Mm-hmm . "
A,Minor,"A a family member of mine has got a system where you just um you can "
A,Task,"Yeah comm and there's other features for example on other systems where you can pause live T_V_ and things like that . "
A,Task,"They're just features from the Internet uh from computers are are coming into the T_V_ sort of under the covers comm "
D,Minor,"Okay . "
A,Task,"but you still use it through a teletext . "
A,Task,"So now the things to think here are that that there's gonna be more functionality comm potentially that we can handle . "
D,Minor,"Okay . "
C,Task,"Yeah "
C,Task,"but we we don't we're not aiming a command for that . "
C,Task,"That's the thing . "
C,Task,"And all of those require the other commands with more complexity and more software and "
B,Task,"I think a lot of that's proprietary anyways . "
B,Task,"You're not gonna be able to comm you comm like command a TiVo with our remote . I don't think . "
A,Minor,"Mm . "
A,Task,"But still there there's an opportunity . "
A,Task,"If if it's comm for example comm a trainable one then we're just simply having like an up comm down comm left comm right comm an okay button or something like that might might do as well in future proofing it . "
C,Task,"Yeah "
C,Task,"but we would increase the price to try to make it a trainable one comm so "
A,Minor,"Mm . "
A,Minor,"Okay . "
C,Task,"Well I dunno . "
C,Task,"One way the other teletext was there "
C,Task,"but I guess we can remove it "
C,Task,"or comm you know comm make two separate interface designs . "
B,Task,"I think if it's possible you should try to you know have a talk with management about that . "
B,Task,"Just you know "
D,Task,"Yeah I don't I don't see the logic . "
C,Minor,"Yeah . "
D,Task,"I I don't see the logic in elimination of teletext comm "
C,Minor,"Yeah . "
D,Minor,"I just I I "
A,Task,"Yeah comm and neither do I in fact . "
D,Task,"but I'm not a tech-mind either . "
D,Task,"I just don't see the cross-over between computers and and and "
A,Minor,"Bu uh . "
D,Task,"'Cause we are designing something for a television comm okay . "
A,Other,"I'll communicate that back to those guys there "
A,Task,"a a and th the message really we wanna be sending to them is that comm although teletext may become outdated w there's no l logic in not having it in there anyway i if it doesn't affect the price . "
C,Minor,"Yeah . "
B,Minor,"Right it's just not "
D,Task,"We are selling it to an existing market . "
B,Minor,"Yeah . "
C,Minor,"Yeah . "
A,Task,"Um but I I think what they're pushing us towards here is in terms of thinking of ways to future-proof our system for future systems that have something else other than teletext maybe . "
C,Task,"Yeah "
A,Minor,"I dunno I'm "
C,Task,"but we're not putting some there's no no putting anything in in the place of teletext . "
D,Minor,"That's "
D,Task,"Yeah comm "
D,Minor,"and and comm "
A,Minor,"Mm 'kay . "
D,Task,"yeah comm "
C,Task,"That's the problem . "
D,Task,"and and we're also marketing a product . It's what I'm seeing is a is a mid-range cost product . "
D,Task,"So so w we can't go and pump a whole bunch of technology into this thing "
A,Minor,"Mm . "
A,Minor,"Yeah . "
D,Task,"because all of a sudden we are gonna have cost overruns . "
D,Elicit,"So if we drop if we are gonna choose to drop teletext comm again what are we adding to the product that makes it marketable ? "
A,Minor,"Hmm . "
A,Task,"So if we're keeping it basic we're loo loo what we're looking to sell it basically is it's uh just being very easy to use comm looking exceptionally good comm that sort of thing . "
A,Task,"'Cause we really don't have anything else there comm do we ? "
C,Minor,"Yeah . "
D,Task,"I don't I don't see it comm "
D,Task,"and to me if I'm gonna market a product for b for beauty for for design I'm gonna I'm gonna try to market it at a much higher price . "
D,Task,"I need to make it special with a high price tag . "
D,Task,"I don't want to make it economically uh g uh competitive . "
A,Minor,"Mm-hmm . "
D,Task,"I want I want to market it as exclusive . "
