Speaker,DialogAct,Text
D,Task,"But we kree we keep adjusting to the fashion with our fronts . So "
D,Task,"Yeah comm right . "
D,Minor,"The logo "
D,Task,"But the logo the logo shouldn't be exchangeable comm when you get off the front . "
D,Minor,"Yeah . Yeah . "
D,Task,"Yeah comm "
D,Task,"I agree . "
D,Task,"But not too big . "
D,Minor,"Just uh "
D,Task,"No no no no . "
D,Task,"Else you you get problems with the L_C_D_ . "
D,Task,"Yeah . Some some kind of wei weight in it . Yeah . "
D,Task,"Yeah comm "
D,Task,"So uh a little corner of titanium . "
D,Elicit,"So this this is the exchangeable part . "
D,Task,"Taking all the credit . "
D,Task,"But there's a problem . "
D,Task,"Yeah . Nah that's alright comm that's alright . "
D,Task,"This one is empty . "
D,Task,"You have to empty one huh ? "
D,Task,"Yeah . "
D,Task,"I I don't have a laptop . "
D,Task,"Yeah right . "
D,Task,"It's all about cool things . "
D,Task,"And it will sell . "
D,Task,"We will be rich . "
D,Task,"No man . "
D,Task,"Recalibrate it . "
D,Task,"Finish meeting now . "
D,Minor,"Yeah . Oh . "
D,Other,"Alright . Have fun lads . "
D,Task,"but you can scratch it off or something . "
D,Task,"It's better if you have it uh "
D,Minor,"Yeah . "
D,Task,"You have to make this titanium too . "
D,Task,"Like dust in it and so things like that . "
D,Task,"When you exchange all the fronts and it's open . "
D,Task,"you can make it go round this corner too where the logo is . "
D,Task,"Because it has to be uh there all the time you know . "
D,Task,"We can't uh take a blank one . "
D,Elicit,"Or can we ? "
D,Task,"It's not relaxing . "
D,Task,"Dream on . "
D,Task,"You just have to push harder . "
A,Minor,"Okay . "
A,Task,"Uh door is closed . "
A,Task,"Well comm let's begin . "
A,Task,"Because if we have as much time as the last uh meeting comm we'll have to hurry up . "
D,Task,"I'm listening . "
D,Task,"Right . "
A,Other,"Um well I'll start with the presentation again comm the agenda . "
D,Task,"Great . "
A,Other,"Yo . "
A,Minor,"So . "
A,Minor,"Uh "
A,Task,"This one I think . "
A,Task,"Uh yeah . "
A,Minor,"Well alright . "
A,Other,"Um well comm I'll show you the notes . "
A,Task,"It's not as uh interesting as it should be "
A,Task,"because we just uh had the meeting comm "
A,Other,"but I'll show them . "
A,Task,"We'll get your presentations again on the conceptual design . "
A,Minor,"Um "
A,Task,"Then we'll have to dec decide about the control comm the remote control concepts . "
C,Minor,"Mm-hmm . "
A,Task,"I've put a f uh a file in the project management folder comm which says exactly uh what kind of decisions we should take . "
A,Task,"So this time we exactly know what to decide about . "
D,Task,"Alright comm great . "
A,Task,"And then we'll close again . "
C,Minor,"Alright . "
A,Minor,"Uh "
A,Task,"Well these are some examples comm "
A,Task,"but we'll talk about them later . "
A,Task,"We'll first look at your uh presentations . Alright ? "
C,Minor,"Mm-hmm . "
A,Task,"Walter will uh start again this time ? "
D,Task,"Yeah comm great . "
A,Minor,"Yo . "
D,Task,"Alright comm Trendwatch . "
A,Minor,"'Kay . "
D,Minor,"Right . "
D,Task,"I will speak about uh latest trends trends comm latest fashion updates comm "
D,Task,"and uh things we must not do . "
A,Minor,"'Kay . "
D,Task,"Uh the trends . "
D,Task,"It's very important that uh the control is fancy looking and good uh feeling . "
D,Task,"Uh this because of our last model was very functional comm "
D,Task,"but it uh people didn't like that comm "
D,Task,"so our new mo model must be very good-looking . "
D,Task,"That's uh something you uh have to take a look at . "
C,Other,"Mm-hmm . Alright . "
D,Task,"And uh the feeling has to be very great . "
D,Task,"Also the menus and things like that they have to they have to feel great . "
C,Minor,"Alright . "
D,Task,"Um there's a minus uh two times here comm because this is the most important point . "
D,Task,"This is uh two times as less important comm "
A,Task,"Less . "
D,Task,"and uh same for this one . "
D,Task,"Um comm technological technological innovations comm that's uh regarded very highly too . "
D,Task,"Uh such as an uh L_C_D_ screen comm uh speech uh acknowledgement comm as we uh talked about earlier . "
A,Minor,"Well comm yeah . "
D,Task,"So we have to have uh something like that comm "
D,Minor,"like we uh "
A,Task,"L_C_D_ and our uh our fronts . "
D,Task,"Right . "
D,Task,"Uh the last point is easy to use . "
D,Task,"Well I think that uh speaks for s for itself . "
D,Elicit,"I don't know who's uh who's going to look at that . "
C,Other,"Easy to use ? "
A,Task,"Well comm easy to use uh s is a bit uh contradictionary with the first uh "
D,Task,"Yeah ? "
C,Task,"I think that's your ta "
A,Task,"Functional is not an issue comm and then easy to use . "
D,Task,"Yeah comm I know . "
A,Task,"Well we have to choose one of them . "
D,Task,"I think we have to go for the first one . "
A,Task,"Yeah . "
D,Task,"It's the most important one . "
C,Minor,"Mm . "
D,Task,"So we have to uh take that one . "
A,Minor,"Okay . "
D,Task,"So it it it isn't very important that that it works easy . "
B,Task,"Well something fancy looking can be can be easy to use . "
D,Task,"But it has to look great . "
A,Minor,"Yeah . "
A,Minor,"We'll we'll look at uh . "
D,Task,"We'll see . "
C,Minor,"You "
C,Task,"Yeah . Yeah comm yeah comm "
C,Task,"you can make a very complicated uh uh remote anyway comm "
C,Task,"so ease of use It's not a very comp complicated device . "
D,Minor,"Yeah comm right . "
D,Task,"But the most important thing is that it looks great "
D,Task,"and people say wow comm that's real great uh great concept . "
C,Minor,"Alright . "
A,Minor,"'Kay . "
D,Minor,"Alright . "
D,Minor,"Uh these are the new colours of this year . "
D,Task,"So it must be very bright comm very colourful . "
D,Task,"People like this . "
D,Task,"So we we have to think uh in this direction . "
D,Task,"So i set your mind to it . "
