Speaker,DialogAct,Text
D,Other,"Hello . "
D,Other,"Dang it . "
A,Task,"And then you have to place your laptop exactly on the marked spot . "
D,Task,"Alright . "
A,Task,"It's important to place your laptop exactly on the marked spot over here . "
B,Task,"Okay . "
B,Other,"No comm that's okay . "
B,Elicit,"Joost comm your mouse . "
D,Other,"What ? "
B,Elicit,"No mouse needed ? "
D,Task,"I've got a touch-pad . "
D,Elicit,"Do you know how how I can wake it up ? "
B,Minor,"Mm . "
B,Elicit,"A touch-pad ? "
D,Task,"No comm my laptop . "
B,Other,"Slap it . "
D,Other,"You with your brilliant ideas . "
D,Task,"I don't know if I can touch the power button . "
D,Elicit,"Do you know how how I can wake it up ? "
B,Minor,"Is "
A,Task,"No . Yeah . Try the power button . "
D,Other,"Oh . "
D,Other,"Come on comm move it . "
B,Minor,"Um "
D,Other,"Now comm wake up comm bitch . "
A,Minor,"Huh . "
B,Task,"F_ five . "
B,Task,"F_ five . "
C,Task,"I've lost my screen . Uh "
D,Task,"Yeah comm so did I . "
D,Task,"I closed it . "
B,Minor,"I don't . "
D,Task,"That wasn that wasn't very smart comm I guess . "
D,Other,"Come on . Get back to me . "
D,Task,"Yes . "
C,Task,"Yes . "
C,Task,"I closed the "
D,Task,"I closed it . "
B,Task,"You've got your name . "
A,Other,"Yeah comm my name is name . "
D,Task,"No comm I didn't restart it comm I just closed it . "
D,Task,"Yes . "
B,Other,"Hope it working . "
D,Task,"Alright . "
C,Task,"No . "
B,Task,"Never close your laptop . "
A,Elicit,"Yeah ? Everybody's ready ? "
D,Task,"Great . Thanks . "
B,Minor,"Yeah . "
A,Task,"Great . "
A,Task,"Well comm welcome to the kick-off meeting . "
A,Task,"I uh forgot to put my name over here comm "
A,Task,"it's uh it's Martin . "
A,Task,"Uh comm so you all know . "
A,Task,"Well comm this is the agenda for today . "
A,Task,"Well comm the opening is what I'm doing right now . "
A,Task,"Uh comm we gonna do some acquaintance acquaintance things . "
A,Task,"Uh give some um "
A,Task,"examples of the tool training comm project plan discussion and the closing . "
A,Task,"We have twenty five minutes . "
A,Task,"Okay comm the project aim is to design a new remote control . "
D,Minor,"Mm-hmm . "
A,Task,"Uh comm some of the oje objectives are that is has to be original comm trendy comm and user-friendly . "
A,Task,"So now we all know what our "
B,Minor,"Okay . "
A,Task,"goal is . "
A,Task,"Um comm I oh forget I forget the whole acquaintance part comm but we we all know each other . "
A,Task,"We all know each other's names . "
A,Task,"Joost comm Guido comm Antek . "
D,Task,"Yes . "
B,Elicit,"What is your name ? "
C,Task,"Yes . "
C,Task,"Antek . "
B,Task,"Antek Ahmet . And Joost . "
A,Task,"Okay . I think we uh al already uh been through that part . "
B,Minor,"Okay . "
B,Minor,"Yeah . "
A,Task,"Okay comm it consists of uh three levels of design . "
A,Task,"Uh we begin with the functional design comm then we go to the conceptual design and the detailed design . "
A,Task,"Every uh level of design consists of some individual work comm and we uh close it with a meeting . "
A,Task,"You all received an email with a example of our explanation of what uh the particular level of design uh means to the different uh functions comm "
A,Task,"and uh you p you probably read that already comm "
D,Task,"Yes . "
B,Task,"Yes . "
A,Task,"so I don't have to tell you about that . "
A,Task,"Okay comm first we're gonna um uh gonna try some different things with the tools we have over here comm so you get acquainted with these uh um uh meeting tools . "
A,Task,"We have the smart-boards comm uh the thes those two boards . "
A,Task,"This is the presentation boards comm wh which one I'm using right now . "
A,Minor,"You can uh um "
A,Task,"there's a document folder called um the sh shared document folder . "
A,Task,"You can upload your uh documents to that folder and then you can open them over here comm "
A,Task,"so you can do your PowerPoint presentations on this screen . "
A,Task,"We also have the white-board . "
A,Minor,"Uh comm we're gonna skip through th "
B,Elicit,"Can we see the white-board on our laptops ? "
A,Task,"No comm no . Just on the on the screen over there . "
B,Task,"No comm I saw I saw the file comm the smart-board that X_B_K_ but "
A,Task,"Oh comm no . Probably is comm but I don't know if the software is on the laptop . "
A,Minor,"Is is if "
A,Task,"it's mainly a thing for in the meeting comm so I don't think it's I don't know if it's important . "
B,Minor,"Okay . "
A,Task,"This an explanation of the smart-boards . "
A,Task,"There is a tool-bar over here . "
A,Task,"It's quite simple . "
A,Task,"You have the the pen function comm eraser function . "
A,Task,"It's like a very simple uh paint application . "
A,Minor,"Uh comm we well comm "
A,Task,"we use the same file during uh the whole day comm "
A,Task,"and uh you can make new sheets by uh by pu puttin pressing on the blank button . "
A,Task,"It works like this . "
A,Other,"Oh . "
A,Task,"If pen is selected comm yes . "
A,Task,"Oh comm no no . "
B,Elicit,"With that pen ? "
A,Task,"It's not But it is pen . "
A,Task,"It's not working like a pen yet . "
B,Minor,"Mm . "
A,Minor,"Huh . "
A,Minor,"Huh . "
B,Minor,"Mm . "
A,Task,"It's doing some stuff now . "
B,Task,"Little bit slower . "
A,Task,"So you can use a pen . "
A,Task,"You can use an eraser . "
A,Task,"And you can make new uh fi uh new blanks comm "
A,Task,"and you can change uh the line width and the colour of the pen by pressing on forward comm "
A,Task,"which y you have to select pen format . And then select current colour or line width . "
A,Task,"So comm it's quite easy . "
A,Task,"Uh well comm now you're all uh acquainted with the different tools . "
A,Task,"Right comm we're gonna try out the electronic white-boards . "
A,Task,"Uh comm every participant should draw his favourite animal and some of its favourite characteristics comm "
A,Task,"on blank sheets with different colours comm with different pen widths . "
A,Other,"Uh comm I'll start off then . "
A,Other,"I'll use this uh same sheet . "
A,Other,"Alright . "
A,Other,"Oh comm let me think . "
A,Other,"Different colours . "
A,Other,"Oh . "
A,Other,"Well comm I'm gonna draw um a p piranha . Uh comm a fish . "
B,Task,"piranha . Okay . "
A,Minor,"Uh . "
A,Minor,"Mm-hmm . "
B,Minor,"Oh . "
A,Other,"I'm gonna use some different colour now . "
A,Task,"Some a little white . "
A,Task,"Looks like a fish . "
A,Other,"Think it is . "
A,Other,"Oh . "
A,Other,"Oh . "
A,Other,"Uh comm colour . "
A,Elicit,"This is black ? "
A,Task,"I think so . "
B,Task,"Yellow "
A,Other,"Oh . "
A,Task,"Oh comm this is just uh useless uh drawings but "
A,Other,"Oh teeth . I need teeth . "
A,Task,"Well comm they're not supposed to be green comm or whatever colour this is . "
B,Minor,"Hmm . "
A,Minor,"Okay . "
A,Minor,"What was uh "
A,Task,"I have su to sum up its favourite characteris "
B,Task,"Different . "
A,Task,"Well comm I like its uh sharp razor sharp teeth . "
A,Task,"Plus comm uh the the big uh forehead and uh a small uh comm well a small actual face . "
A,Task,"And I like its overall uh aggressive look and "
A,Task,"Well comm that's what I like about uh piranha . "
B,Minor,"Okay . "
A,Task,"I think that's kind of what uh the intention should be . "
A,Elicit,"Well comm who wants to be next ? "
D,Other,"Nobody comm I guess . "
B,Other,"I will try . Yeah . I will try . Uh "
A,Task,"You go comm Guido ? Okay . "
A,Task,"Uh comm make a new sheet . "
A,Task,"Uh comm it's by pressing on blank . "
B,Elicit,"Blank ? "
A,Task,"Yep . "
B,Task,"Okay . "
B,Elicit,"Then pen again ? "
A,Task,"Yep . "
B,Task,"Okay . "
A,Task,"And uh so in the format menu you can choose the different uh colours and uh pen widths . "
B,Task,"Okay comm "
B,Minor,"um "
D,Task,"Format . "
B,Other,"control . "
B,Minor,"Uh "
B,Other,"Ah comm purple . "
B,Task,"Um comm I don't know what my uh favourite uh animal is comm "
B,Task,"but the easiest animal I can think is is a bird . "
B,Minor,"Uh I will "
D,Task,"You know comm I thought of that actually . "
B,Task,"That's my bird . "
B,Elicit,"Yeah ? "
D,Task,"Yeah . "
B,Minor,"Isn't it quite "
B,Task,"it's a little bit light . "
B,Other,"Uh comm another colour maybe . A red one . "
B,Other,"A small one . "
B,Other,"Uh comm line width . "
B,Other,"Two ? Three . "
B,Other,"Oh that's okay . "
B,Task,"That's another one . "
A,Task,"Well comm tell us something about uh your favourite characteristics of these uh particular birds . "
B,Minor,"Ano Uh uh it's a "
D,Task,"Its simplicity . "
B,Task,"Yeah comm it's uh the most simple uh animal I know comm I think . "
B,Task,"Um comm I don't know . "
B,Task,"Maybe because uh there's there's some s uh free uh maybe in the sky or something like that . "
A,Task,"Oh comm okay . Okay . "
B,Task,"Maybe a little bit . "
B,Task,"Yeah . I don't know . "
A,Task,"Okay . "
A,Task,"No comm uh it's clear . "
B,Other,"So more uh birds ? "
A,Other,"N no no . "
A,Other,"We get your point . "
B,Task,"Okay comm okay comm okay . "
A,Elicit,"Okay . Who wants to be next ? "
D,Other,"Yeah comm whatever . I'll go next . "
D,Other,"Thanks . "
D,Task,"I haven't got a favourite animal too comm so "
B,Minor,"M "
B,Other,"Pictionary . "
D,Elicit,"Oh . What should I draw ? "
B,Task,"A cow . "
A,Minor,"Oh . "
D,Other,"Thank you comm "
D,Other,"I'll draw a penguin . "
B,Minor,"Okay . "
D,Other,"Yeah . "
D,Other,"I'll draw a penguin . "
D,Other,"Whatever . "
D,Task,"I can't draw comm "
D,Other,"so you can start to laugh already . "
A,Other,"I'll do so . "
D,Other,"Whatever . "
D,Task,"Something like that . "
D,Other,"Come on . "
B,Task,"Yeah comm it's little bit hard . "
D,Other,"Mm hmm hmm comm orange . "
B,Task,"Orange comm of course . "
D,Other,"Whatever . "
D,Task,"Oh comm it's better than your bird . "
B,Task,"Uh yeah . "
D,Other,"Everything's better than your bird . "
B,Other,"Yeah . True . "
D,Other,"Whatever . "
D,Task,"Hey comm it's blue . "
D,Other,"No . Whatever . "
D,Task,"Um comm I like its ugliness "
D,Minor,"and uh Yeah comm whatever . "
D,Task,"The way it walks or whatever . "
A,Minor,"Okay . "
D,Task,"Your turn . "
C,Other,"'Kay . "
D,Other,"Drawing . "
C,Other,"I'm going to draw a cat . "
C,Task,"I don't know why comm but a cat is a very uh smart animal . "
C,Task,"And you can have them at home . "
C,Task,"Which is not as the case with uh with bingwings and "
A,Task,"Well comm you can have a piranha at home . "
C,Task,"Ye yes comm yeah . "
A,Minor,"Huh . "
D,Other,"Or a line . "
B,Task,"A little bit . "
D,Other,"I mean a bird . "
B,Task,"Yeah . "
B,Other,"Don't mess with my birds comm yeah . "
C,Task,"It's not very uh very good drawn comm but you can see a cat from it . "
D,Other,"Hmm . It's a handicapped cat . "
B,Other,"cat . "
A,Other,"I don't think uh I don't think uh Darwin would agree with that . "
C,Minor,"It's "
C,Task,"Ah comm it's not scared . He's crying but "
A,Minor,". "
A,Minor,"Okay . "
D,Other,"He's crying because it's ugl because of his ugliness . "
A,Elicit,"What do you like about it then ? "
C,Task,"Uh it's i most cats are small . "
A,Task,"Oh comm okay . "
C,Task,"You can handle them . "
A,Task,"Okay . Okay . Okay comm "
B,Minor,"Okay . "
A,Task,"and then we are uh through the tool training comm I guess . "
D,Task,"I wouldn't call it training comm but "
A,Task,"Okay comm this is uh something about the project finance . "
A,Task,"The selling price of our remote control is gonna be twenty five Euros . "
A,Task,"And our profit aim is fifteen million Euros . "
A,Task,"We're very ambitious on this one . "
A,Task,"The market range is international comm so it's gonna be sold world-wide comm "
A,Task,"and the production cost should be a maximum of twelve Euro fifty per remote control . "
A,Task,"So that's clear . "
