Speaker,DialogAct,Text
B,Other,"Two . "
A,Other,"Hello . Hello . "
C,Other,"Good morning . "
D,Other,"Hello . "
D,Other,"Ah . "
A,Task,"You have to put it exactly on the on the "
D,Elicit,"Plate ? "
A,Task,"yeah . "
C,Other,"Okay . "
B,Other,"Good morning . "
C,Other,"Good morning . "
A,Task,"I took your mouse . "
C,Elicit,"Should I bring my uh pen too ? "
A,Minor,"Yeah "
A,Minor,"just "
A,Minor,"yeah comm "
C,Minor,"Or "
A,Task,"no comm "
A,Task,"that's for me comm "
A,Task,"I just have to make some notes . "
C,Other,"Okay . "
A,Task,"I got my uh mouse . "
D,Task,"Uh I also forgot my mouse comm "
B,Other,"Mouse . "
D,Task,"but I don't need my mouse comm I think . "
C,Task,"I do . "
A,Other,"yeah . "
B,Other,"Come on . "
B,Task,"There we are . "
C,Task,"My laptop is crashing . "
D,Other,"Damn computers . "
C,Minor,"Cr "
C,Task,"Help help help . "
B,Other,"Let's just check one more time . "
B,Minor,"Mm . "
D,Elicit,"Can you hear me ? Hello ? "
D,Task,"Test . "
A,Task,"Uh actually my laptop doesn't work comm "
D,Task,"I dunno . "
A,Other,"switch it on again . "
D,Other,"Check . "
A,Other,"Oh no . "
D,Task,"Okay . I think it works . "
C,Other,"Test test . "
C,Task,"Yes comm it's working . "
A,Minor,"So "
A,Elicit,"you all read what we are going to do or not ? "
D,Task,"Mm-hmm . "
A,Other,"Okay . "
B,Task,"Yeah . "
D,Task,"We're gonna make a remote control . "
A,Task,"Yeah comm that's right . "
C,Task,"I think my laptop is a bit "
C,Task,"etchy . "
A,Task,"I just made a a simple uh presentation . "
A,Other,"So you put some things in it . "
A,Minor,"Okay . "
A,Elicit,"How does this work ? "
A,Task,"I dunno . "
B,Task,"One uh most to the right . "
C,Minor,"Uh p "
B,Task,"Yes that one . "
A,Elicit,"This one ? "
B,Task,"Yes . "
D,Task,"Press F_ eleven . "
A,Other,"Ah "
A,Task,"cool . "
A,Minor,"Okay . So "
A,Task,"that's my name comm . "
A,Task,"Uh we're going to make uh a remote control comm "
A,Task,"you already know that . "
A,Task,"Just have a look comm "
A,Other,"are we going to uh this agenda of our meeting . "
A,Task,"You know comm this is about twenty five minutes comm this meeting . "
A,Minor,"So um "
A,Minor,"the thing we have to know is "
A,Task,"you already know what we're going to do comm "
A,Elicit,"you also read what this the things or comm not yet comm "
B,Task,"Yes . "
A,Other,"okay . "
A,Minor,"So um comm yeah comm "
A,Task,"it has to be original comm trendy comm user-friendly "
A,Task,"that's what we're going to design . "
A,Task,"Uh first we have uh uh three steps of uh making the the remote control . "
A,Task,"Fir the first thing is th the functional design comm "
A,Task,"that's very important . "
A,Task,"We have to look what the needs are comm the effects of the functional design comm and and how the mm the the remote control works comm so that's where we're going to look in the functional design comm "
A,Task,"it's for the f next meeting . "
A,Task,"The the second thing is the conceptual design comm "
A,Minor,"that's what it "
A,Task,"that's uh the spe the specifications of the components and the properties and the specifications of the user interface . "
A,Task,"And we have to look what uh the market is doing for what kind of uh remote controls are in the market . "
A,Task,"And the third thing is uh the detailed design "
A,Minor,"um and that's exa "
A,Minor,"yeah comm "
A,Task,"you know what it is comm "
A,Task,"it's exactly how it looks and whatever . "
A,Minor,"Okay so uh no comm "
A,Minor,"this is a "
A,Task,"these are two smartboards comm with the uh f uh s an introduction of that one . "
A,Task,"And you already saw you know all that that you here can put uh things in the the red project uh map . "
D,Task,"Folder comm "
D,Other,"yes . "
A,Other,"Folder comm okay . "
A,Minor,"So no okay "
A,Task,"have a look at that one . "
A,Minor,"Okay . So uh "
A,Minor,"what we're going to do first is um "
A,Minor,"so "
A,Task,"you can read . "
A,Task,"You have to uh draw uh a favourite animal on the whiteboard "
A,Task,"and um and say why it's your favourite animal . "
A,Minor,"So "
A,Minor,"and you have "
A,Task,"this is just to try it out "
A,Task,"and we have to uh use a different pen colours and different thickness of the pen . "
A,Minor,"So okay comm so "
A,Other,"first have to show you comm "
A,Task,"maybe you can come here to have a look how it works . "
A,Elicit,"Yes ? "
D,Task,"Ah I can see it now . "
B,Task,"Yeah . "
A,Other,"Okay . "
A,Task,"This a new page comm "
A,Task,"it's okay . "
A,Other,"Use pen format . "
A,Task,"and a different colour can use here "
A,Task,"no "
A,Other,"I just take the pink . "
A,Minor,"You take "
A,Minor,"oh "
A,Task,"there's no pink comm "
A,Minor,"okay comm oh "
B,Task,"Purple . "
A,Task,"just purple comm okay . "
A,Task,"No "
A,Other,"blue . "
A,Minor,"And uh "
A,Other,"line width ten . "
A,Minor,"Okay uh "
A,Minor,"just take "
A,Other,"what I'm going to draw is an elephant . "
A,Task,"Just draw slowly comm "
A,Task,"because otherwise it won't work . "
A,Task,"It's a very nice elephant comm you can see . "
A,Task,"I dunno what it looks "
A,Task,"but it doesn't matter . "
B,Task,"Looks very nice . "
A,Minor,"I just h "
A,Elicit,"Something like this ? "
A,Task,"Oh no "
A,Minor,"Yeah comm okay . "
D,Task,"It look like a dinosaurs . "
A,Minor,"Because I like "
A,Minor,"uh okay . "
B,Task,"A pink elephant . "
A,Task,"Just takes so long comm "
A,Minor,"okay . "
A,Task,"Whatever comm "
A,Minor,"just . "
A,Other,"You erased this one . "
A,Task,"It's a bit slow you can see comm "
A,Task,"this is a bit annoying . "
D,Minor,"Okay . "
A,Minor,"Okay comm so "
A,Task,"just for you guys just one of you can draw a painting if you want . "
D,Other,"Let me try one . "
A,Minor,"Just don't "
A,Minor,"um yeah comm "
A,Task,"just u use it like that comm "
A,Task,"yeah . That's okay . "
D,Minor,"Okay . "
D,Task,"Mm . Okay "
D,Elicit,"and then uh what's the colour ? "
D,Elicit,"How do I do "
A,Task,"It's in format . "
A,Task,"Yeah . "
D,Other,"Ah . "
D,Other,"I'll take this one . "
D,Task,"Uh there has to be water comm "
A,Minor,"Just "
D,Minor,"but "
A,Task,"No "
A,Task,"it has to be an animal comm "
A,Minor,"so if that's it's "
D,Other,"Yeah yeah comm "
A,Task,"it should be a shna snake or something . "
D,Task,"but it's an animal it's an animal that lives in the water . "
A,Other,"Okay . Okay okay . Okay . "
B,Task,"The water is important . "
D,Task,"So I first uh draw the water . "
C,Minor,"Okay . "
D,Minor,"Uh . Okay comm "
D,Other,"and now "
D,Other,"I make the animal . "
D,Task,"It's a fish . "
A,Other,"Okay comm "
C,Task,"Wow . "
A,Other,"cool . "
D,Other,"Mm-hmm . "
D,Minor,"So . Um "
D,Task,"This is a worm . "
A,Task,"Hmm yeah comm that's nice . "
C,Task,"Wow . "
D,Minor,"Okay comm "
D,Elicit,"who next ? Uh "
A,Task,"Uh do you have to write down why "
A,Task,"uh that doesn't matter comm "
A,Task,"just it's to get used to the whiteboard comm "
A,Task,"but it's okay . "
D,Other,"Okay . "
A,Task,"Just make a new blank new blank page . "
B,Task,"Yeah . "
D,Minor,"Well "
D,Elicit,"Paul ? "
B,Task,"Yeah . "
B,Elicit,"Like this ? "
A,Task,"Yeah comm "
A,Task,"not too far to the to the t pen top . "
B,Task,"Okay . Um "
B,Other,"let's make it um a dog . "
B,Other,"Ooh . "
A,Task,"Maybe you should hold your pen a bit more to the back comm "
A,Minor,"so that "
A,Task,"no comm "
A,Minor,"to the "
A,Task,"yeah . "
D,Task,"I think it's a pig . "
B,Other,"Ah okay . "
B,Other,"A pig ? "
B,Minor,"I can make "
A,Task,"No comm "
D,Task,"Or a dog . "
A,Task,"it's a dog . "
B,Minor,"a dog . "
D,Elicit,"A sheep ? "
B,Minor,"Um "
A,Task,"Uh we d only have twenty five minutes comm "
A,Minor,"so . "
C,Task,"Take it easy . "
B,Minor,"'Kay comm "
B,Other,"I make a cat of it . "
C,Other,"I I was gonna make a cat too . "
A,Task,"Use your fantasy . "
B,Other,"Oh comm "
B,Task,"not too quick . "
A,Task,"Just hold it more more to the back "
A,Minor,"then you don't have "
B,Task,"No "
B,Task,"I have it . "
A,Other,"okay . "
B,Task,"I just draw too quick I think . "
B,Minor,"Okay comm "
B,Task,"that's it . "
B,Elicit,"More . "
A,Task,"No comm "
A,Task,"that's okay comm "
A,Other,"thank you . "
B,Task,"It's just to get used to it . "
C,Minor,"Okay . "
A,Task,"I thought these pens would be just um uh you write it down and you download it to Word comm "
A,Elicit,"you already did it or no ? "
D,Task,"No . "
A,Other,"No comm not yet comm okay . "
B,Task,"Yeah comm that's right comm "
B,Minor,"it "
B,Task,"but you actually got to write on the paper . "
A,Minor,"But it's just "
A,Other,"Sorry ? "
B,Task,"You really got to write on that paper . "
A,Task,"Yeah comm "
A,Task,"I know comm "
A,Task,"but I d I I thought it would be just in in in uh typed words in Word comm "
D,Task,"Yeah yeah comm "
D,Task,"it's a real pen . "
B,Minor,"Yeah comm "
A,Task,"so that's not "
